,dividend,close_price,dividend_yield
2001-02-28,3,23.25,12.9
2001-10-03,1,24,4.17
2002-03-29,0.6,42,1.43
2002-09-09,1.5,36.75,4.08
2003-04-02,1.1,37,2.97
2003-09-08,1.5,55.5,2.7
2004-04-02,2.5,134,1.87
2004-09-06,2.25,145,1.55
2005-04-01,3.25,162,2.01
2005-09-12,3.5,159,2.2
2005-10-10,5,156,3.21
2006-03-07,4,144,2.78
2006-09-11,3.25,144,2.26
2007-03-02,4.25,188,2.26
2007-09-07,3.75,292,1.28
2008-03-12,4.75,444,1.07
2008-10-10,7,212,3.3
2009-04-08,5,222,2.25
2009-09-08,8,420,1.9
2010-04-09,8,628,1.27
2010-10-12,8,740,1.08
2011-01-04,5,792,0.63
2011-04-12,8,782,1.02
2011-09-13,9,626,1.44
2012-01-31,3,592,0.51
2012-04-12,9,578,1.56
2012-09-11,9,446,2.02
2013-04-05,9,377,2.39
2013-09-10,5,312,1.6
2014-04-10,0.7,27.75,2.52
2014-09-09,0.5,34,1.47
2015-04-10,0.7,30.25,2.31
2015-09-08,0.5,20.3,2.46
2016-04-25,0.5,18.8,2.66
2016-09-08,0.25,16,1.56
2017-04-10,0.25,20.6,1.21
