,dividend,close_price,dividend_yield
2001-04-05,5.1,12.8,39.84
2002-04-02,1.23,24.1,5.1
2002-09-05,0.47,15.9,2.96
2003-04-02,0.8,19.4,4.12
2003-09-04,1.19,32,3.72
2004-04-05,0.66,24.9,2.65
2004-09-07,0.68,24.5,2.78
2005-04-29,0.88,28,3.14
2005-09-16,0.56,29.25,1.91
2006-04-03,0.64,30.25,2.12
2007-04-02,0.68,22.4,3.04
2007-09-04,0.55,24.6,2.24
2008-04-01,0.56,20.1,2.79
2008-08-20,0.56,17.9,3.13
2009-03-17,0.7,21,3.33
2009-08-17,0.92,27.25,3.38
2010-02-25,1,35,2.86
2010-08-17,1,52.25,1.91
2010-10-11,0.26,54.75,0.47
2011-03-22,0.34,48.25,0.7
2011-08-17,0.91,58,1.57
2012-03-05,0.65,69.25,0.94
2012-08-20,1.1,70.5,1.56
2013-03-14,1,64.75,1.54
2013-08-23,0.6,54,1.11
2014-03-06,0.89,65.25,1.36
2014-08-25,1.2,68.5,1.75
2015-03-11,0.25,20.7,1.21
2015-08-25,0.32,17.9,1.79
2015-09-23,0.32,19,1.68
2016-03-07,0.31,20.3,1.53
2016-08-18,0.32,21,1.52
2017-03-06,0.31,20.5,1.51
