,dividend,close_price,dividend_yield
2003-06-09,0.5,13.8,3.62
2004-05-11,0.6,14.8,4.05
2004-11-10,0.3,12.1,2.48
2005-05-11,0.4,13.7,2.92
2005-11-09,0.3,13,2.31
2006-05-09,0.5,16.5,3.03
2006-10-11,0.3,15.5,1.94
2007-05-10,0.5,14.4,3.47
2007-10-15,0.3,16.7,1.8
2008-05-08,0.6,17.6,3.41
2008-10-08,0.3,9.85,3.05
2009-05-11,0.6,13.3,4.51
2009-10-12,0.35,21.2,1.65
2010-04-19,0.6,22.8,2.63
2010-10-08,0.5,39.75,1.26
2011-04-19,0.7,34,2.06
2011-10-06,0.5,25.25,1.98
2012-04-17,0.7,31.5,2.22
2012-10-04,0.5,39.75,1.26
2013-04-11,0.9,41.75,2.16
2013-10-03,0.6,34,1.76
2014-04-11,1,36,2.78
2014-10-02,0.6,37.25,1.61
2015-04-09,1,34.75,2.88
2015-10-01,0.7,31.75,2.2
2016-04-12,1.1,36.5,3.01
2016-10-06,0.8,41.25,1.94
2017-04-17,1.2,49,2.45
