,dividend,close_price,dividend_yield
2001-03-09,1,1.55,64.52
2001-08-20,0.5,1.725,28.99
2001-11-15,0.5,1.59,31.45
2002-03-14,0.5,1.68,29.76
2003-03-10,1,1.7,58.82
2003-08-18,1,2.5,40
2004-03-24,1,2.675,37.38
2004-08-23,0.05,2.3,2.17
2005-04-01,0.025,2.02,1.24
2006-03-31,0.03,1.38,2.17
2007-04-02,0.2,2.04,9.8
2008-04-02,0.1,2.74,3.65
2009-05-06,0.2,3.14,6.37
2010-05-07,0.25,3.74,6.68
2011-05-09,0.15,4.28,3.5
2012-05-09,0.08,3.84,2.08
2013-05-02,0.2,4.44,4.5
2014-04-30,0.2,4.34,4.61
2015-04-30,0.2,4.34,4.61
2016-05-03,0.15,4.04,3.71
2017-05-04,0.1,6.25,1.6
