,dividend,close_price,dividend_yield
2001-03-13,1.5,1.6349,91.75
2001-09-11,1.5,2.0613,72.77
2002-03-18,1,1.8,55.56
2002-09-04,0.7,1.45,48.28
2003-03-10,0.5,1.39,35.97
2003-08-28,0.75,1.74,43.1
2004-03-11,0.55,1.71,32.16
2005-03-09,0.6,1.42,42.25
2005-08-23,1,2,50
2006-03-14,0.2,2.32,8.62
2006-08-28,0.15,2.84,5.28
2007-03-27,0.18,3.16,5.7
2007-08-28,0.1,2.8,3.57
2008-04-03,0.05,1.93,2.59
2008-08-22,0.05,1.6,3.13
2009-03-05,0.1,1.6,6.25
2009-08-21,0.1,2.06,4.85
2010-03-08,0.1,2.24,4.46
2010-08-19,0.15,3.24,4.63
2011-03-08,0.23,4.22,5.45
2011-08-19,0.12,4.3,2.79
2012-03-06,0.16,3.92,4.08
2012-08-27,0.11,4,2.75
2013-03-01,0.15,3.98,3.77
2013-08-26,0.025,2.46,1.02
2014-03-06,0.065,2.6,2.5
