,dividend,close_price,dividend_yield
2004-09-29,0.034,8.65,0.39
2006-04-28,0.1,3.18,3.14
2007-05-02,0.05,2.58,1.94
2008-04-22,0.1,2.32,4.31
2009-05-04,0.08,1.94,4.12
2010-04-19,0.2,2.96,6.76
2011-04-19,0.6,6.65,9.02
2012-04-18,0.3,4.32,6.94
2012-05-28,0.1,4.26,2.35
2012-08-22,0.1,5.2,1.92
2012-11-26,0.1,7.4,1.35
2013-04-12,0.22,19.3,1.14
2013-05-28,0.05,10.8,0.46
2013-08-21,0.05,6.2,0.81
2013-11-26,0.05,5.85,0.85
2014-03-11,0.05,5.45,0.92
2014-08-20,0.05,5.65,0.88
2016-11-24,0.05,3.96,1.26
2017-03-23,0.05,4.36,1.15
