,dividend,close_price,dividend_yield
2001-04-11,1.5,12.2802,12.21
2002-03-29,8.64,37,23.35
2003-04-01,2,29.5,6.78
2004-04-01,2.2,35.75,6.15
2005-04-01,2.4,34.75,6.91
2006-03-31,2.7,40.75,6.63
2007-04-09,3,43.5,6.9
2008-04-02,3.5,58,6.03
2009-04-07,2.85,58.75,4.85
2010-04-02,4.5,84,5.36
2011-04-04,8,195,4.1
2012-03-27,9,255,3.53
2013-03-26,11,373,2.95
2014-03-17,14.75,478,3.09
2015-03-17,17.03,498,3.42
2016-03-09,17.28,532,3.25
2017-03-07,1.798,48,3.75
