,dividend,close_price,dividend_yield
2002-03-28,1,18.5,5.41
2003-03-18,1.5,20.9,7.18
2003-09-10,0.75,30,2.5
2004-03-18,1,38.75,2.58
2004-09-22,0.9,39.25,2.29
2005-04-28,1.1,40,2.75
2005-08-29,1,40,2.5
2006-04-28,1,40,2.5
2006-08-31,1,34.5,2.9
2007-04-30,1.1,48,2.29
2007-08-30,1,47,2.13
2008-04-11,1.1,45.5,2.42
2008-08-28,1.1,39.5,2.78
2009-04-07,1.1,39,2.82
2009-08-28,1.1,38.25,2.88
2010-02-25,1.15,36.75,3.13
2010-09-07,1.1,39.25,2.8
2011-02-25,1.15,39.5,2.91
2011-08-25,1.1,44,2.5
2012-02-27,1.15,43.25,2.66
2012-08-31,1.1,47.5,2.32
2013-03-04,1.17,62.5,1.87
2013-08-30,1.1,51,2.16
2014-02-28,1.17,49.75,2.35
2014-08-29,1.1,60,1.83
2015-03-06,1.17,61.75,1.89
2015-08-28,1.1,54.5,2.02
2016-03-02,1.17,51.75,2.26
2016-09-06,1.1,53.5,2.06
2017-03-01,1.25,52,2.4
