,dividend,close_price,dividend_yield
2001-05-03,9,199,4.52
2001-11-08,6,179,3.35
2002-05-07,11,224,4.91
2002-09-30,6,250,2.4
2003-05-16,9,298,3.02
2003-11-07,6,310,1.94
2004-04-30,8,312,2.56
2004-11-09,6,310,1.94
2005-05-10,14,318,4.4
2005-11-08,6,322,1.86
2006-05-08,15,372,4.03
2006-10-27,7,366,1.91
2007-05-08,16,520,3.08
2007-11-12,7,520,1.35
2008-05-08,18,548,3.28
2008-11-25,7,496,1.41
2009-05-11,16,506,3.16
2009-11-25,2,506,0.4
2010-05-10,6,490,1.22
2010-11-16,2,478,0.42
2011-05-10,4.5,480,0.94
2011-11-14,6,450,1.33
2012-05-03,3,480,0.63
2012-11-07,6,480,1.25
2013-04-30,10,600,1.67
2013-11-08,8,600,1.33
2014-05-08,14,712,1.97
2014-11-14,4,848,0.47
2015-04-29,9,964,0.93
2015-11-27,5,1000,0.5
2016-05-04,7,982,0.71
2016-11-08,6,1000,0.6
2017-05-04,5,1050,0.48
