,dividend,close_price,dividend_yield
2003-11-28,0.5,12.875,3.88
2004-05-12,0.75,15.375,4.88
2004-09-02,1,19,5.26
2005-04-04,1.55,27.5,5.64
2005-09-05,1.5,24.125,6.22
2006-03-28,1.55,15,10.33
2006-09-07,1,20.125,4.97
2006-11-30,1,25.5,3.92
2007-03-30,2.11,23,9.17
2007-05-22,0.5,26,1.92
2007-08-29,0.5,32.25,1.55
2007-11-27,0.5,26,1.92
2008-03-04,0.75,28.5,2.63
2008-06-02,0.5,24.3,2.06
2008-08-26,0.75,20.9,3.59
2008-11-25,0.75,9.9,7.58
2009-02-17,0.8,13.6,5.88
2009-05-22,0.4,17.3,2.31
2009-08-17,0.4,17.1,2.34
2009-11-19,0.4,19.2,2.08
2010-02-12,0.6,19.4,3.09
2010-05-18,0.25,18.8,1.33
2010-08-17,0.2,18.4,1.09
2010-11-15,0.2,19.1,1.05
2011-02-08,0.22,18.2,1.21
2011-05-24,0.1,17.7,0.56
2011-08-17,0.15,16.9,0.89
2011-11-16,0.15,14.9,1.01
2012-02-16,0.15,16.3,0.92
2012-05-25,0.1,14.9,0.67
2012-08-17,0.1,14.4,0.69
2012-11-19,0.1,13.8,0.72
2013-02-15,0.1,17,0.59
2013-05-13,0.1,17.9,0.56
2013-08-13,0.1,15.8,0.63
2013-11-13,0.1,19.5,0.51
2014-02-20,0.1,23.2,0.43
2014-05-12,0.1,26,0.38
2014-08-13,0.1,24.1,0.41
