,dividend,close_price,dividend_yield
2001-03-19,10,103,9.71
2001-09-13,4.25,102,4.17
2002-03-15,10,112,8.93
2002-10-09,4.5,139,3.24
2003-03-14,6.9,137,5.04
2003-08-27,0.55,20.7,2.66
2004-03-15,0.7,19.2,3.65
2004-10-06,0.55,17.5,3.14
2005-04-01,0.55,16.8,3.27
2005-09-13,0.45,16.2,2.78
2006-03-30,0.65,17.2,3.78
2006-09-06,0.65,16.7,3.89
2007-03-13,0.75,16.7,4.49
2007-08-28,0.65,20.1,3.23
2008-03-28,0.75,21,3.57
2008-08-27,0.65,19.9,3.27
2009-03-11,0.35,11,3.18
2009-09-02,0.5,15.1,3.31
2010-03-25,0.5,16.8,2.98
2010-09-02,0.5,17.5,2.86
2011-03-11,0.7,19.4,3.61
2011-09-01,0.5,20,2.5
2012-03-28,0.5,20.2,2.48
2013-03-13,0.38,23.9,1.59
2013-08-26,0.7,24.9,2.81
2014-03-11,1.1,28.75,3.83
2014-08-19,1,41.25,2.42
2015-03-12,1.5,37.75,3.97
2015-08-24,1,35.25,2.84
2016-03-08,1,33.5,2.99
2016-08-26,1,34.25,2.92
2017-03-13,1,33.75,2.96
