,dividend,close_price,dividend_yield
2001-04-03,1.5,18.25,8.22
2002-04-03,1.5,30.25,4.96
2003-03-31,2.25,41.75,5.39
2004-04-01,2.25,56.5,3.98
2005-04-01,3,61.5,4.88
2006-04-03,3.25,60.5,5.37
2007-04-03,2.5,49,5.1
2008-04-03,4,72.5,5.52
2009-03-24,2,30.25,6.61
2010-03-23,4.5,70.75,6.36
2011-03-22,4,66.5,6.02
2012-03-20,4,84.75,4.72
2013-03-19,2,71,2.82
2014-03-18,3,73.75,4.07
2015-03-17,3,72.75,4.12
2016-03-15,3,84.25,3.56
2017-03-14,3,165,1.82
