,dividend,close_price,dividend_yield
2005-08-22,0.1,1.4629,6.84
2006-04-04,0.1,2.3314,4.29
2006-08-21,0.1,3.5143,2.85
2007-04-03,0.15,5,3
2007-08-23,0.1,5.1714,1.93
2008-04-29,0.2,4.2,4.76
2008-08-19,0.15,4.3429,3.45
2009-04-27,0.25,4.3143,5.79
2009-10-12,0.1,5.0286,1.99
2010-05-10,0.15,5.05,2.97
2010-08-31,0.1,5,2
2011-05-06,0.025,7.35,0.34
2011-08-23,0.1,6.45,1.55
2012-05-08,0.1,8.45,1.18
2012-08-24,0.15,9.1,1.65
2013-05-07,0.03,12.1,0.25
2013-08-26,0.08,6.65,1.2
2014-05-06,0.08,7.3,1.1
2014-08-26,0.05,9.4,0.53
2015-05-07,0.07,8.2,0.85
2015-08-25,0.05,6.6,0.76
2016-05-04,0.07,10.2,0.69
2016-08-26,0.07,11.5,0.61
2017-05-08,0.1,13.2,0.76
2017-08-28,0.08,14.5,0.55
