,dividend,close_price,dividend_yield
2013-09-23,0.03,2.18,1.38
2014-04-28,0.09,4.16,2.16
2014-08-20,0.15,9.15,1.64
2015-03-09,0.19,15.2,1.25
2015-08-24,0.17,11.5,1.48
2016-03-09,0.17,9,1.89
2016-08-22,0.1,7.35,1.36
2017-03-10,0.12,9,1.33
2017-08-22,0.04,6.15,0.65
