,dividend,close_price,dividend_yield
2004-04-01,0.2,5.5,3.64
2005-03-28,0.15,3.78,3.97
2006-03-30,0.18,2.8,6.43
2007-04-02,0.2,3.08,6.49
2007-09-27,0.1,3.08,3.25
2008-03-05,0.1,4.04,2.48
2008-09-23,0.011,3.1,0.35
2009-03-11,0.01,1.8,0.56
2010-03-16,0.01,2.7,0.37
2010-08-26,0.08,3.3,2.42
2011-05-10,0.25,5.5,4.55
2011-08-25,0.1,6.75,1.48
2012-03-13,0.32,7.15,4.48
2012-08-28,0.1,6.85,1.46
2013-03-28,0.25,8.55,2.92
2013-08-27,0.1,5.75,1.74
2014-03-28,0.4,7.1,5.63
2014-08-26,0.15,11.3,1.33
2015-03-30,0.4,9.2,4.35
2015-08-27,0.1,8.3,1.2
2016-03-28,0.4,8.1,4.94
2016-08-30,0.15,8.35,1.8
2017-03-16,0.5,12,4.17
2017-08-28,0.15,12.8,1.17
