,dividend,close_price,dividend_yield
2001-05-10,2.1,3.15,66.67
2001-12-03,1.4,4.2,33.33
2002-05-15,1.5,4.85,30.93
2002-11-29,1.4,4.125,33.94
2003-05-21,0.6,4,15
2003-11-25,0.6,4.5,13.33
2004-05-07,1.4,5.2,26.92
2004-11-25,0.1,5.5,1.82
2005-04-29,0.2,5.5,3.64
2005-11-22,0.08,7,1.14
2006-05-03,0.16,8.6,1.86
2006-11-21,0.06,7.25,0.83
2007-05-03,0.1,6.25,1.6
2008-04-24,0.06,5.05,1.19
2009-06-15,0.06,5.55,1.08
2010-11-24,0.05,4.5,1.11
2011-05-03,0.09,4.34,2.07
2012-05-02,0.1,2.98,3.36
2012-11-22,0.06,3.98,1.51
2013-05-03,0.1,7.8,1.28
2013-11-27,0.1,7.2,1.39
2014-05-08,0.14,7.7,1.82
