,dividend,close_price,dividend_yield
2001-03-27,1.25,17.5,7.14
2002-04-03,1.25,26.25,4.76
2003-04-02,1,23,4.35
2004-04-02,0.75,20.4,3.68
2005-04-12,1,17.5,5.71
2006-04-03,1.5,29.25,5.13
2007-04-03,1,20.6,4.85
2008-04-01,1,25,4
2009-03-31,0.5,14,3.57
2010-03-30,2,35,5.71
2011-05-03,2,41,4.88
2012-05-03,2.5,55.5,4.5
2013-05-07,3.5,103,3.4
2014-05-02,4.5,107.5,4.19
2015-05-07,5.25,148,3.55
2016-05-10,10.5,248,4.23
2017-05-04,14.18,450,3.15
