,dividend,close_price,dividend_yield
2007-11-27,0.221,9.7,2.28
2008-02-26,0.219,9.75,2.25
2008-05-27,0.21,9.8,2.14
2008-08-28,0.22,9,2.44
2008-12-01,0.215,7.5,2.87
2009-02-24,0.215,8.3,2.59
2009-05-26,0.235,8.85,2.66
2009-08-26,0.23,8,2.88
2009-11-25,0.237,8.55,2.77
2010-02-23,0.235,8.95,2.63
2010-05-25,0.23,9.75,2.36
2010-08-24,0.225,9.95,2.26
2010-11-23,0.225,10.5,2.14
2010-12-23,0.276,10.3,2.68
2011-06-08,0.25,11.3,2.21
2011-08-24,0.25,12.4,2.02
2011-11-28,0.23,11.3,2.04
2012-02-23,0.24,11.7,2.05
2012-05-28,0.25,12.2,2.05
2012-08-27,0.25,12.9,1.94
2012-11-27,0.235,14.4,1.63
2013-02-22,0.245,15.1,1.62
2013-06-04,0.25,13.8,1.81
2013-08-28,0.245,13,1.88
2013-11-26,0.23,12.5,1.84
2014-02-25,0.265,11.6,2.28
2014-06-04,0.218,12.2,1.79
2014-09-04,0.26,12.6,2.06
2014-11-27,0.23,12.5,1.84
2015-03-05,0.272,12.5,2.18
2015-06-04,0.25,12.8,1.95
2015-09-04,0.25,13.3,1.88
2015-12-01,0.25,13.8,1.81
2016-03-04,0.26,14,1.86
2016-06-07,0.25,15.1,1.66
2016-09-07,0.25,15.4,1.62
2016-11-25,0.25,15,1.67
2017-03-01,0.26,15.1,1.72
2017-06-02,0.225,14.2,1.58
2017-09-01,0.225,12.8,1.76
2017-11-30,0.225,12.9,1.74
