,dividend,close_price,dividend_yield
2001-03-29,1,32.5,3.08
2001-10-17,1,50.5,1.98
2002-05-22,1.5,66,2.27
2002-10-29,1,50.5,1.98
2003-04-04,1,52,1.92
2003-10-08,1.5,96,1.56
2004-04-01,1.5,96,1.56
2004-10-06,1.5,86,1.74
2005-05-04,1.5,82,1.83
2005-10-06,1.5,81.5,1.84
2006-05-03,1.5,74.5,2.01
2006-10-06,1.5,71.5,2.1
2007-04-19,1,59,1.69
2007-10-24,1,58.5,1.71
2008-04-30,1.5,52,2.88
2008-10-10,1,50,2
2009-04-17,1,40,2.5
2009-10-08,1,54,1.85
2010-03-23,1.5,64.5,2.33
2010-10-11,1.5,88,1.7
2011-03-23,1.5,93,1.61
2011-10-11,1.5,80.25,1.87
2012-03-26,1.5,91.25,1.64
2012-10-04,1.5,125,1.2
2013-03-26,4.5,142,3.17
2013-10-08,1.5,141,1.06
2014-03-27,1.5,140.5,1.07
2014-09-25,1,125,0.8
2015-03-31,1,115,0.87
2015-06-25,0.5,118,0.42
2016-01-07,1,103.5,0.97
2016-06-23,1,112,0.89
2017-01-04,1,100,1
2017-06-22,1,107,0.93
2018-01-08,1,111,0.9
