,dividend,close_price,dividend_yield
2005-12-14,0.13,2,6.5
2006-03-08,0.159,10.1,1.57
2006-06-08,0.152,10.1,1.5
2006-08-16,0.152,10,1.52
2006-11-07,0.154,10.1,1.52
2006-12-19,0.103,10,1.03
2007-05-08,0.199,10.2,1.95
2007-08-27,0.17,10.2,1.67
2007-11-07,0.168,10.3,1.63
2008-02-22,0.17,10.1,1.68
2008-05-15,0.175,10.2,1.72
2008-09-02,0.17,10.3,1.65
2008-10-28,0.17,10.2,1.67
2009-04-10,0.3,10.5,2.86
2009-08-11,0.23,9.9,2.32
2009-10-13,0.18,9.85,1.83
2010-02-12,0.175,9.55,1.83
2010-04-16,0.18,9,2
2010-08-09,0.18,8.3,2.17
2010-10-15,0.182,8.1,2.25
2011-02-14,0.182,8.1,2.25
2011-04-11,0.185,8.15,2.27
2011-08-11,0.183,8.8,2.08
2011-10-19,0.185,8.25,2.24
2012-02-17,0.16,8.6,1.86
2012-04-20,0.115,8.55,1.35
2012-08-27,0.1,8.1,1.23
2013-08-26,0.2,3.5,5.71
2013-10-28,0.0294,3.24,0.91
2014-02-21,0.043,3.36,1.28
2014-05-06,0.05,3.52,1.42
2014-08-26,0.042,3.4,1.24
2014-10-24,0.0345,3.28,1.05
2015-02-25,0.0399,3.04,1.31
2015-04-29,0.042,2.96,1.42
2015-08-26,0.0345,2.84,1.21
2015-10-27,0.036,2.9,1.24
2016-02-24,0.0456,2.8,1.63
2016-05-12,0.0342,2.8,1.22
2016-08-23,0.0283,2.6,1.09
2016-11-03,0.02,2.5,0.8
2017-02-24,0.0175,2.1,0.83
2017-05-16,0.0194,2,0.97
2017-08-21,0.0194,2.08,0.93
2017-11-20,0.0194,2,0.97
