,dividend,close_price,dividend_yield
2004-11-22,0.15,3.18,4.72
2005-03-11,0.15,3.34,4.49
2005-08-09,0.2,5.05,3.96
2006-03-13,0.2,5.55,3.6
2006-08-09,0.2,5.7,3.51
2007-03-12,0.25,7.35,3.4
2007-08-10,0.3,15.2,1.97
2008-03-11,0.25,10.2,2.45
2008-08-13,0.3,6.9,4.35
2009-03-11,0.15,3.8,3.95
2009-08-11,0.4,5.65,7.08
2010-03-10,0.3,7.4,4.05
2010-08-09,0.65,13.8,4.71
2011-03-11,0.35,20.2,1.73
2011-08-09,1,29,3.45
2012-03-14,0.6,25.75,2.33
2012-08-08,1,27.25,3.67
2013-02-18,0.6,27.25,2.2
2013-08-14,0.6,22.6,2.65
2014-02-19,0.4,15.5,2.58
2014-08-13,0.3,16.9,1.78
2015-02-16,0.36,15.4,2.34
2015-08-17,0.5,15.3,3.27
2016-02-15,0.4,14.3,2.8
2016-08-15,0.5,15.2,3.29
2017-02-17,0.4,15.9,2.52
2017-08-15,0.4,14.8,2.7
