,dividend,close_price,dividend_yield
2013-03-13,0.3,17.4,1.72
2014-03-11,0.34,16.3,2.09
2015-03-17,0.4,39.25,1.02
2016-03-11,0.3,25.25,1.19
2017-03-14,0.3,22.3,1.35
