,dividend,close_price,dividend_yield
2004-02-11,0.175,9.05,1.93
2005-03-02,0.22,5.1,4.31
2006-03-03,0.32,7.05,4.54
2007-03-02,0.36,8.8,4.09
2007-11-20,0.24,6.6,3.64
2008-03-07,0.1,6.35,1.57
2008-08-18,0.26,6.3,4.13
2009-03-06,0.24,3.9,6.15
2009-05-21,0.06,4,1.5
2009-08-20,0.12,4.9,2.45
2009-11-23,0.17,6.35,2.68
2010-03-09,0.14,6.8,2.06
2010-05-19,0.12,7.1,1.69
2010-08-23,0.14,8.8,1.59
2010-11-22,0.18,8.5,2.12
2011-03-07,0.16,8.3,1.93
2011-05-23,0.14,8.65,1.62
2011-08-19,0.16,10.6,1.51
2011-11-18,0.18,10.4,1.73
2012-03-05,0.07,11.2,0.63
2012-05-21,0.1,9.7,1.03
2012-08-20,0.07,7.4,0.95
2012-11-22,0.04,5.65,0.71
2016-03-08,0.05,2.5,2
2017-03-07,0.04,3.84,1.04
