,dividend,close_price,dividend_yield
2001-08-24,1,29.25,3.42
2002-05-07,1.25,33.25,3.76
2002-08-26,1.25,38,3.29
2003-04-04,1.5,37.5,4
2003-09-09,1,43,2.33
2004-04-07,1.5,41.25,3.64
2004-08-23,1,40.75,2.45
2005-04-01,1.5,45,3.33
2005-08-19,1,41.75,2.4
2006-04-04,1,44,2.27
2006-08-18,0.75,54,1.39
2007-04-04,1,44,2.27
2007-08-20,0.5,43,1.16
2008-04-03,0.5,38.75,1.29
2008-08-26,0.5,39,1.28
2009-04-01,0.5,21.3,2.35
2010-03-29,0.5,27.25,1.83
2011-03-29,0.5,39,1.28
2012-03-27,0.5,34.25,1.46
2013-03-14,1,58.75,1.7
2014-03-07,1,54.5,1.83
2015-03-09,1,59,1.69
2016-03-10,1.2,83.25,1.44
2017-03-13,0.1,9.55,1.05
