,dividend,close_price,dividend_yield
2008-02-27,0.4906,10.3,4.76
2008-08-22,0.368,9,4.09
2009-03-11,0.372,7,5.31
2009-08-26,0.37,8.25,4.48
2010-03-08,0.373,8,4.66
2010-08-24,0.306,8.4,3.64
2011-03-08,0.4366,8.25,5.29
2011-08-24,0.34,7.9,4.3
2012-02-23,0.4053,7.5,5.4
2012-08-27,0.1525,7.85,1.94
2013-02-22,0.1625,7.7,2.11
2013-08-28,0.136,5.4,2.52
2014-02-25,0.18,5.2,3.46
2014-09-04,0.095,5.3,1.79
2015-09-04,0.162,5.35,3.03
2016-03-04,0.168,5.65,2.97
2016-09-06,0.19,6.3,3.02
2017-03-17,0.111,7.5,1.48
2017-09-01,0.2,7,2.86
