,dividend,close_price,dividend_yield
2001-04-02,1,10,10
2002-04-02,1,17.9,5.59
2003-04-01,1.5,18.1,8.29
2004-03-30,1.85,29.75,6.22
2005-04-04,2,31,6.45
2006-04-03,2.25,42.25,5.33
2007-04-03,2.5,45,5.56
2008-04-02,3.65,46,7.93
2009-03-30,3.99,44.5,8.97
2010-03-25,3.75,56.5,6.64
2011-03-24,4.5,70,6.43
2012-03-26,4.5,90,5
2013-03-26,5,103,4.85
2014-04-01,5.5,121,4.55
2015-03-24,5.5,149,3.69
2016-03-24,5,150,3.33
2017-03-23,5,153.5,3.26
