,dividend,close_price,dividend_yield
2008-04-04,0.17,8.05,2.11
2009-04-24,0.11,1.6,6.88
2011-05-09,0.02,1.68,1.19
2012-05-08,0.05,1.94,2.58
2013-05-08,0.04,2.46,1.63
2014-05-09,0.11,3.82,2.88
2015-05-15,0.03,1.9,1.58
2016-05-12,0.04,1.58,2.53
2017-05-08,0.043,2.08,2.07
