,dividend,close_price,dividend_yield
2001-03-20,1,18.75,5.33
2001-10-08,1,23.5,4.26
2002-04-18,1,29.75,3.36
2002-10-07,1,31,3.23
2003-04-25,1,36.5,2.74
2003-11-07,1.5,52,2.88
2004-03-26,1.5,53,2.83
2004-10-05,1.5,50.5,2.97
2005-04-20,1.5,51.5,2.91
2005-10-04,1.75,47.5,3.68
2006-04-10,1.75,49.25,3.55
2006-10-06,1.75,54.5,3.21
2007-04-12,1.75,56,3.13
2007-11-13,2,69.5,2.88
2008-04-10,2,71.5,2.8
2008-10-03,2,62.5,3.2
2009-04-20,2,52.5,3.81
2009-09-23,2.25,66.25,3.4
2010-04-20,2.25,72,3.13
2010-09-22,2.5,99.75,2.51
2011-03-21,2.5,101,2.48
2011-09-22,2.5,98.25,2.54
2012-03-13,2.5,98,2.55
2012-10-15,2.75,122,2.25
2013-03-12,2.75,158,1.74
2013-10-14,2.75,159.5,1.72
2014-03-12,3,146,2.05
2014-10-20,0.3,16.5,1.82
2015-03-10,0.3,14.4,2.08
2015-10-19,0.3,14.3,2.1
2016-03-15,0.33,15,2.2
2016-10-18,0.33,15.1,2.19
2017-03-21,0.33,15.2,2.17
2017-09-19,0.33,15.9,2.08
