,dividend,close_price,dividend_yield
2005-12-13,0.09,5.05,1.78
2006-05-11,0.04,2.28,1.75
2007-04-09,0.02,1.92,1.04
2008-05-06,0.015,1.72,0.87
2009-04-30,0.04,1.12,3.57
2010-04-30,0.03,1.72,1.74
2011-05-03,0.0898,2.54,3.54
2012-04-30,0.076,2.28,3.33
2013-04-30,0.093,3.72,2.5
2014-04-29,0.078,2.6,3
2015-04-29,0.076,4.9,1.55
2016-05-04,0.11,6.3,1.75
2017-05-04,0.14,6.75,2.07
