,dividend,close_price,dividend_yield
2002-08-22,2,6.55,30.53
2003-03-25,0.3,6.9,4.35
2003-08-22,0.2,9.9,2.02
2004-03-26,0.3,12.2,2.46
2004-08-24,0.2,9,2.22
2005-03-28,0.3,8.45,3.55
2006-03-31,0.25,5.55,4.5
2007-04-03,0.25,4.84,5.17
2008-03-31,0.2,3.62,5.52
2009-03-13,0.13,1.31,9.92
2010-03-15,0.08,3.2,2.5
2010-08-27,0.15,6.55,2.29
2011-03-15,0.12,4.8,2.5
2012-03-15,0.15,4.3,3.49
2013-03-19,0.09,4.1,2.2
2014-10-10,0.0222222,8.45,0.26
2015-03-19,0.25,7.95,3.14
2015-08-26,0.18,12,1.5
2016-03-22,0.27,11.9,2.27
2016-08-23,0.2,15.4,1.3
2017-03-21,0.3,13.9,2.16
2017-08-23,0.15,11.3,1.33
