,dividend,close_price,dividend_yield
2003-08-25,0.14,4.55,3.08
2004-03-31,0.2,6.15,3.25
2004-08-25,0.16,3.96,4.04
2005-03-17,0.08,3.18,2.52
2006-03-28,0.1,3.16,3.16
2006-09-04,0.13,2.6,5
2007-03-27,0.1,2.56,3.91
2007-09-06,0.05,2.52,1.98
2008-03-18,0.05,2.94,1.7
2008-09-04,0.05,1.89,2.65
2009-03-31,0.05,1.6,3.13
2009-08-31,0.06,2.96,2.03
2010-03-30,0.1,3.7,2.7
2010-08-27,0.1,3.14,3.18
2011-03-24,0.06,3.06,1.96
2011-09-01,0.08,2.94,2.72
2012-04-18,0.04,3,1.33
2012-08-27,0.07,2.84,2.46
2013-04-25,0.03,3.88,0.77
2013-08-27,0.05,3.66,1.37
2014-04-25,0.02,3.3,0.61
