,dividend,close_price,dividend_yield
2001-01-04,1.5,26.5,5.66
2001-06-28,1.5,31.5,4.76
2001-12-26,1.5,33.5,4.48
2002-07-05,1.5,46,3.26
2002-12-26,1.25,40.75,3.07
2003-07-04,1.25,42,2.98
2003-12-29,1.25,48,2.6
2004-06-30,1.25,46,2.72
2004-12-28,1.25,43.75,2.86
2005-06-30,1.25,40.5,3.09
2005-12-29,1.25,40.5,3.09
2006-07-04,1.25,40,3.13
2006-12-27,1.25,37.5,3.33
2007-07-02,1.25,36,3.47
2007-12-28,1.25,28,4.46
2008-06-30,1.25,28,4.46
2008-12-26,1.25,24,5.21
2009-06-30,1.25,28.5,4.39
2009-12-28,1.25,35,3.57
2010-07-02,1.25,37.5,3.33
2010-12-29,1.25,41,3.05
2011-04-01,0.625,39.5,1.58
2011-10-06,1.25,42.5,2.94
2012-04-04,2.25,54.25,4.15
2012-10-05,1.25,49.5,2.53
2013-04-04,1.25,49,2.55
2013-10-07,1.25,47.75,2.62
2014-04-08,1.25,53,2.36
2014-10-10,1.25,71,1.76
2015-04-07,1.25,69.75,1.79
2015-07-07,0.625,70,0.89
2016-01-05,1.25,65,1.92
2016-07-06,1.25,67,1.87
2016-12-30,1.25,60.5,2.07
2017-07-03,1.25,63.25,1.98
2018-01-03,1.25,68.75,1.82
