,dividend,close_price,dividend_yield
2001-04-27,0.5,1.2398,40.33
2002-03-06,0.525,3.4094,15.4
2003-03-28,0.46,4.8235,9.54
2004-03-10,0.45,5.3756,8.37
2005-03-11,0.45,5.9083,7.62
2006-03-30,0.004,3.913,0.1
2007-04-02,0.004,3.39,0.12
2008-04-04,0.1,4.24,2.36
2008-08-25,0.18,4.88,3.69
2009-03-30,0.36,4,9
2010-03-30,0.2,4.2,4.76
2011-03-31,0.125,4.2,2.98
2012-04-02,0.24,4.62,5.19
2013-04-29,0.03,3.04,0.99
2014-04-30,0.03,2.58,1.16
2015-03-17,0.06,2.54,2.36
2016-03-15,0.03,1.62,1.85
2017-03-07,0.03,2.28,1.32
