,dividend,close_price,dividend_yield
2009-08-25,0.076,1.96,3.88
2010-05-10,0.0927,1.97,4.71
2010-08-26,0.08522,2.34,3.64
2011-05-09,0.10246,2.14,4.79
2011-08-23,0.129,2.56,5.04
2012-03-19,0.06,2.62,2.29
2012-08-24,0.082,2.68,3.06
2013-05-02,0.083,3.94,2.11
2013-08-27,0.048,2.78,1.73
2014-05-02,0.103,2.8,3.68
2014-10-01,0.007937,3.28,0.24
2015-04-29,0.015873,4.26,0.37
2015-08-28,0.050604,3.08,1.64
2016-05-04,0.050279,3.02,1.66
2016-08-23,0.19463,4.02,4.84
2017-05-02,0.00996,4,0.25
2017-08-23,0.05455,3.68,1.48
