,dividend,close_price,dividend_yield
2006-05-30,0.075,2.37,3.16
2007-04-19,0.06,1.86,3.23
2007-12-06,0.12,2.26,5.31
2008-03-04,0.13,2.1,6.19
2008-10-08,0.13,1.83,7.1
2009-03-10,0.075,1.55,4.84
2009-08-20,0.115,1.71,6.73
2010-05-04,0.08,1.78,4.49
2010-06-24,0.06,1.95,3.08
2011-01-06,0.13,2,6.5
2011-05-06,0.045,1.97,2.28
2011-08-23,0.1,2.02,4.95
2012-04-10,0.055,1.94,2.84
2012-08-20,0.045,2.02,2.23
2013-04-24,0.045,3.5,1.29
2013-08-19,0.074,4.04,1.83
2014-04-21,0.095,3.4,2.79
2014-08-22,0.14,7.2,1.94
2015-04-27,0.18,6.8,2.65
2015-08-25,0.14,5.6,2.5
2016-05-11,0.04,5.35,0.75
2016-08-26,0.08,6.8,1.18
2017-05-05,0.04,6.7,0.6
2017-10-05,0.03,7.2,0.42
