,dividend,close_price,dividend_yield
2009-03-11,0.2324,8.7,2.67
2009-05-25,0.1718,7.8,2.2
2009-08-24,0.1715,8.15,2.1
2009-11-23,0.1531,8.05,1.9
2010-03-18,0.3584,8.4,4.27
2010-05-26,0.1768,8.3,2.13
2010-08-24,0.1284,8.7,1.48
2010-11-23,0.154,8.65,1.78
2011-03-08,0.4502,8.9,5.06
2011-06-08,0.178,8.65,2.06
2011-08-24,0.154,8.65,1.78
2011-11-28,0.16,8.15,1.96
2012-02-23,0.4106,8.7,4.72
2012-05-28,0.165,8.8,1.88
2012-08-27,0.153,9.9,1.55
2012-11-27,0.153,10.1,1.51
2013-02-22,0.279,11,2.54
2013-06-04,0.145,9.7,1.49
2013-08-28,0.043,8.05,0.53
2014-06-04,0.12,5.2,2.31
2014-09-04,0.095,5.25,1.81
2014-11-27,0.095,4.24,2.24
2015-06-04,0.16,3.98,4.02
2015-09-04,0.055,4.1,1.34
2015-12-01,0.094,3.94,2.39
2016-06-07,0.158,4.1,3.85
2016-09-15,0.46,5.1,9.02
2016-11-25,0.1155,4.76,2.43
2017-06-02,0.16,4.74,3.38
2017-09-01,0.071,4.7,1.51
2017-11-30,0.1,5.2,1.92
