,dividend,close_price,dividend_yield
2003-04-04,1.45,22.5705,6.42
2004-04-05,2,31.8406,6.28
2005-03-31,2.25,37.6847,5.97
2006-04-27,3.2,110,2.91
2006-08-25,1,71,1.41
2007-04-02,2.1,83,2.53
2007-08-31,1.1,72,1.53
2008-03-31,2.01,72.5,2.77
2008-08-29,1.58,80,1.98
2009-03-27,2.87,84,3.42
2009-09-28,2.5,143,1.75
2010-05-04,3.15,173,1.82
2010-09-06,2.92,219,1.33
2011-05-09,3.93,243,1.62
2011-09-30,0.37,32.75,1.13
2012-04-30,0.54,47.25,1.14
2012-10-05,0.43,60.75,0.71
2013-04-30,0.52,52,1
2013-09-02,0.45,42.75,1.05
2014-04-29,0.6,44,1.36
2014-09-01,0.5,47,1.06
2015-04-30,0.66,42,1.57
2015-08-31,0.62,45.75,1.36
2016-04-28,0.83,55,1.51
2016-09-05,0.74,67.5,1.1
2017-04-27,0.91,64.75,1.41
2017-08-28,0.71,61,1.16
