,dividend,close_price,dividend_yield
2001-04-26,2,167,1.2
2002-04-02,3,214,1.4
2003-02-20,30,292,10.27
2003-04-01,10,260,3.85
2004-04-21,15,492,3.05
2005-03-07,5,464,1.08
2005-05-04,15,472,3.18
2006-03-29,20,488,4.1
2006-11-03,6,428,1.4
2008-04-24,5,340,1.47
2008-12-09,5,300,1.67
2009-04-24,5,212,2.36
2009-11-20,20,305,6.56
2010-04-05,10,283,3.53
2010-11-19,5,408,1.23
2011-03-31,20,395,5.06
2012-11-23,43,428,10.05
2013-03-06,20,482,4.15
2014-05-06,20,456,4.39
2015-05-06,20,432,4.63
2016-05-03,20,460,4.35
2017-04-27,20,468,4.27
