,dividend,close_price,dividend_yield
2007-04-09,0.1,2.64,3.79
2007-10-01,0.0277778,5.4,0.51
2008-04-08,0.1,4.18,2.39
2008-09-22,0.1,4.04,2.48
2009-04-20,0.04,3.1,1.29
2010-04-02,0.15,4.4,3.41
2010-08-26,0.1,5.05,1.98
2011-04-19,0.05,4.7,1.06
2011-08-25,0.035,4.1,0.85
2012-05-03,0.08,3.92,2.04
2012-08-22,0.17,6.05,2.81
2013-05-07,0.18,17.1,1.05
2013-08-26,0.05,7.4,0.68
2014-05-06,0.1,9.15,1.09
2014-08-26,0.125,13.2,0.95
2015-05-07,0.135,13.2,1.02
2015-08-25,0.125,11.7,1.07
