,dividend,close_price,dividend_yield
2013-08-28,0.118,9.1,1.3
2013-11-26,0.1625,9.35,1.74
2014-02-25,0.1595,9.4,1.7
2014-06-04,0.158,9.5,1.66
2014-09-04,0.157,9.85,1.59
2014-11-27,0.157,9.8,1.6
2015-03-05,0.162,9.95,1.63
2015-06-04,0.159,10,1.59
2015-09-04,0.14,10,1.4
2015-12-01,0.12,10.3,1.17
2016-03-04,0.126,10.1,1.25
2016-06-07,0.12,10.2,1.18
2016-09-06,0.115,10.1,1.14
2016-11-25,0.1,9.95,1.01
2017-03-01,0.1,9.75,1.03
2017-06-05,0.11,9.9,1.11
2017-09-08,0.115,10,1.15
2017-11-30,0.115,9.9,1.16
