,dividend,close_price,dividend_yield
2004-11-02,0.75,93,0.81
2005-04-22,1,103,0.97
2005-09-02,0.75,106,0.71
2006-04-21,1.25,115,1.09
2006-09-05,1,108,0.93
2007-04-24,1.75,112,1.56
2007-09-06,1,117,0.85
2008-04-22,2,139,1.44
2008-09-09,1,116,0.86
2009-04-21,2,79.75,2.51
2009-09-08,1,114,0.88
2010-04-22,3,124,2.42
2010-09-09,1.5,148,1.01
2011-04-26,3.5,176,1.99
2011-09-07,2,157.5,1.27
2012-04-19,4,189,2.12
2012-09-05,2,193,1.04
2013-04-19,4.5,229,1.97
2013-09-03,2,186,1.08
2014-04-18,4.5,194.5,2.31
2014-09-09,2,215,0.93
2015-04-17,4.5,192,2.34
2015-09-08,2,161,1.24
2016-04-21,4.5,168.5,2.67
2016-09-06,2,167.5,1.19
2017-04-20,4.5,183.5,2.45
2017-09-05,2,186,1.08
