,dividend,close_price,dividend_yield
2001-04-04,0.7,16,4.38
2002-04-05,1,26,3.85
2003-04-08,2,35,5.71
2004-04-09,2,49,4.08
2005-04-18,2,47,4.26
2006-03-21,2.2,50.5,4.36
2007-04-02,2.2,50,4.4
2008-04-23,2.2,46.25,4.76
2009-04-30,1.8,38,4.74
2010-05-11,1.9,48.5,3.92
2011-05-04,1.8,46.75,3.85
2012-05-02,1.4,39.75,3.52
2013-04-30,2,52,3.85
2014-04-29,2.35,57.5,4.09
2015-05-11,2.09,58.5,3.57
2016-05-17,2.04,62.25,3.28
2017-05-09,1.8,61,2.95
