,dividend,close_price,dividend_yield
2013-05-08,0.23,10,2.3
2013-08-29,0.195,10,1.95
2013-10-21,0.195,10.1,1.93
2013-11-27,0.131,10.2,1.28
2014-04-30,0.2433,10.2,2.39
2014-09-04,0.187,10.2,1.83
2014-10-24,0.187,10.1,1.85
2015-03-09,0.187,9.95,1.88
2015-05-12,0.187,10,1.87
2015-07-15,0.285,10.3,2.77
2015-10-27,0.177,9.6,1.84
2016-03-15,0.17,9.9,1.72
2016-05-17,0.165,9.85,1.68
2016-08-23,0.1647,10.1,1.63
2016-11-03,0.15,9.55,1.57
2017-03-16,0.148,9.1,1.63
2017-05-16,0.14,8.95,1.56
2017-08-24,0.135,8.8,1.53
2017-11-17,0.1,9.55,1.05
