,dividend,close_price,dividend_yield
2004-12-22,0.5,22.9,2.18
2005-04-01,0.09,22.6,0.4
2005-09-09,0.75,27.5,2.73
2006-03-29,0.55,36.5,1.51
2006-08-21,0.8,39.25,2.04
2007-04-02,0.8,24.9,3.21
2007-08-23,0.55,27,2.04
2008-03-31,0.74,28.5,2.6
2008-10-03,0.75,20.2,3.71
2009-03-31,0.85,13,6.54
2009-10-06,0.75,24.9,3.01
2010-03-17,1.05,24.9,4.22
2010-10-06,0.8,30.25,2.64
2011-03-16,1.1,31.5,3.49
2011-09-27,1,29.25,3.42
2012-03-14,1,29,3.45
2012-10-08,1,34,2.94
2013-03-14,1.3,53.5,2.43
2013-10-04,1,36,2.78
2014-03-10,1.11,30.75,3.61
2014-10-03,0.31,22.5,1.38
2015-03-09,0.24,15.2,1.58
2015-10-06,0.06,10.3,0.58
2016-03-10,0.02,9.35,0.21
