,dividend,close_price,dividend_yield
2001-04-09,6,1.6167,371.13
2001-10-17,2.5,1.4917,167.59
2002-04-05,5,2.6,192.31
2002-09-03,0.9,2.4533,36.69
2003-04-08,0.8,2.3333,34.29
2003-11-12,0.72,6.2,11.61
2004-04-05,0.09,3.54,2.54
2004-11-26,0.05,2.98,1.68
2005-04-05,0.09,3.22,2.8
2005-10-04,0.09,3.14,2.87
2006-04-03,0.11,2.86,3.85
2006-10-31,0.11,3.38,3.25
2007-04-03,0.19,3.46,5.49
2007-10-30,0.12,3.62,3.31
2008-04-03,0.14,3.1,4.52
2008-10-28,0.06,2.36,2.54
2009-04-03,0.06,2.12,2.83
2010-04-02,0.36,4.1,8.78
2011-04-04,0.21,3.28,6.4
2012-03-16,0.21,4.14,5.07
2013-03-27,0.21,3.58,5.87
2014-03-26,0.22,3.1,7.1
2015-03-26,0.17,3.04,5.59
2016-03-29,0.12,2.8,4.29
2017-03-24,0.24,3.26,7.36
