,ticker,dividend,close_price,dividend_yield
2003-05-06 00:00:00,PRG,1.0,26.0,3.85
2003-11-05 00:00:00,PRG,1.25,32.5,3.85
2004-04-08 00:00:00,PRG,1.25,30.75,4.07
2004-10-06 00:00:00,PRG,1.25,35.0,3.57
2005-10-11 00:00:00,PRG,1.25,30.75,4.07
2006-05-02 00:00:00,PRG,1.25,30.0,4.17
2006-10-06 00:00:00,PRG,1.25,29.75,4.2
2007-05-09 00:00:00,PRG,1.0,29.5,3.39
2007-10-04 00:00:00,PRG,1.5,34.0,4.41
2008-04-09 00:00:00,PRG,1.5,60.5,2.48
2008-10-13 00:00:00,PRG,1.5,38.0,3.95
2009-05-06 00:00:00,PRG,1.25,40.0,3.13
2009-10-09 00:00:00,PRG,1.75,52.0,3.37
2010-05-04 00:00:00,PRG,1.5,59.0,2.54
2010-09-13 00:00:00,PRG,2.0,66.0,3.03
2011-04-12 00:00:00,PRG,1.75,70.5,2.48
2011-09-22 00:00:00,PRG,2.25,86.0,2.62
2012-03-05 00:00:00,PRG,2.25,80.0,2.81
2012-10-09 00:00:00,PRG,2.0,99.5,2.01
2013-03-12 00:00:00,PRG,2.25,104.5,2.15
2013-10-15 00:00:00,PRG,2.25,112.0,2.01
2014-03-17 00:00:00,PRG,2.25,108.0,2.08
2014-10-15 00:00:00,PRG,0.25,15.0,1.67
2015-03-10 00:00:00,PRG,0.25,12.7,1.97
2015-10-09 00:00:00,PRG,0.25,14.0,1.79
2016-03-14 00:00:00,PRG,0.28,13.2,2.12
2016-10-12 00:00:00,PRG,0.28,13.0,2.15
2017-03-20 00:00:00,PRG,0.28,12.6,2.22
2006-03-30 00:00:00,PRIN,0.18,2.5368,7.1
2007-04-02 00:00:00,PRIN,0.27,2.86,9.44
2008-03-27 00:00:00,PRIN,0.03,2.88,1.04
2010-02-25 00:00:00,PRIN,0.15,2.4,6.25
2011-03-08 00:00:00,PRIN,0.12,2.18,5.5
2012-03-06 00:00:00,PRIN,0.05,1.36,3.68
2013-03-11 00:00:00,PRIN,0.1,2.46,4.07
2014-03-11 00:00:00,PRIN,0.02,1.35,1.48
2015-03-12 00:00:00,PRIN,0.05,1.96,2.55
2016-03-10 00:00:00,PRIN,0.05,1.32,3.79
2016-08-23 00:00:00,PRIN,0.06,1.54,3.9
2017-03-09 00:00:00,PRIN,0.06,1.56,3.85
2006-04-03 00:00:00,PRINC,0.35,8.25,4.24
2008-11-25 00:00:00,PRINC,0.12,1.11,10.81
2005-12-13 00:00:00,PRO,0.02,0.2,10.0
2003-11-28 00:00:00,PSL,0.5,12.875,3.88
2004-05-12 00:00:00,PSL,0.75,15.375,4.88
2004-09-02 00:00:00,PSL,1.0,19.0,5.26
2005-04-04 00:00:00,PSL,1.55,27.5,5.64
2005-09-05 00:00:00,PSL,1.5,24.125,6.22
2006-03-28 00:00:00,PSL,1.55,15.0,10.33
2006-09-07 00:00:00,PSL,1.0,20.125,4.97
2006-11-30 00:00:00,PSL,1.0,25.5,3.92
2007-03-30 00:00:00,PSL,2.11,23.0,9.17
2007-05-22 00:00:00,PSL,0.5,26.0,1.92
2007-08-29 00:00:00,PSL,0.5,32.25,1.55
2007-11-27 00:00:00,PSL,0.5,26.0,1.92
2008-03-04 00:00:00,PSL,0.75,28.5,2.63
2008-06-02 00:00:00,PSL,0.5,24.3,2.06
2008-08-26 00:00:00,PSL,0.75,20.9,3.59
2008-11-25 00:00:00,PSL,0.75,9.9,7.58
2009-02-17 00:00:00,PSL,0.8,13.6,5.88
2009-05-22 00:00:00,PSL,0.4,17.3,2.31
2009-08-17 00:00:00,PSL,0.4,17.1,2.34
2009-11-19 00:00:00,PSL,0.4,19.2,2.08
2010-02-12 00:00:00,PSL,0.6,19.4,3.09
2010-05-18 00:00:00,PSL,0.25,18.8,1.33
2010-08-17 00:00:00,PSL,0.2,18.4,1.09
2010-11-15 00:00:00,PSL,0.2,19.1,1.05
2011-02-08 00:00:00,PSL,0.22,18.2,1.21
2011-05-24 00:00:00,PSL,0.1,17.7,0.56
2011-08-17 00:00:00,PSL,0.15,16.9,0.89
2011-11-16 00:00:00,PSL,0.15,14.9,1.01
2012-02-16 00:00:00,PSL,0.15,16.3,0.92
2012-05-25 00:00:00,PSL,0.1,14.9,0.67
2012-08-17 00:00:00,PSL,0.1,14.4,0.69
2012-11-19 00:00:00,PSL,0.1,13.8,0.72
2013-02-15 00:00:00,PSL,0.1,17.0,0.59
2013-05-13 00:00:00,PSL,0.1,17.9,0.56
2013-08-13 00:00:00,PSL,0.1,15.8,0.63
2013-11-13 00:00:00,PSL,0.1,19.5,0.51
2014-02-20 00:00:00,PSL,0.1,23.2,0.43
2014-05-12 00:00:00,PSL,0.1,26.0,0.38
2014-08-13 00:00:00,PSL,0.1,24.1,0.41
2015-03-11 00:00:00,PSTC,0.0074,1.98,0.37
2016-03-10 00:00:00,PSTC,0.0018,0.42,0.43
2006-07-12 00:00:00,PT,2.0,6.4,31.25
2007-04-02 00:00:00,PT,0.1,3.44,2.91
2009-04-29 00:00:00,PT,0.1,1.32,7.58
2010-04-30 00:00:00,PT,0.1,1.39,7.19
2011-05-03 00:00:00,PT,0.15,3.42,4.39
2011-08-18 00:00:00,PT,0.1,3.52,2.84
2012-05-08 00:00:00,PT,0.1,3.84,2.6
2013-05-07 00:00:00,PT,0.15,12.4,1.21
2013-08-20 00:00:00,PT,0.15,9.1,1.65
2014-05-02 00:00:00,PT,0.25,9.2,2.72
2014-08-15 00:00:00,PT,0.12,8.65,1.39
2015-04-30 00:00:00,PT,0.28,12.5,2.24
2015-08-25 00:00:00,PT,0.12,8.75,1.37
2016-04-29 00:00:00,PT,0.28,9.1,3.08
2016-08-24 00:00:00,PT,0.12,11.1,1.08
2017-03-02 00:00:00,PT,0.88,14.0,6.29
2013-12-13 00:00:00,PTG,0.06,3.56,1.69
2014-03-18 00:00:00,PTG,0.05,3.36,1.49
2015-03-09 00:00:00,PTG,0.15,7.8,1.92
2016-03-08 00:00:00,PTG,0.2,14.3,1.4
2016-08-25 00:00:00,PTG,0.1,25.75,0.39
2017-03-07 00:00:00,PTG,0.2,26.0,0.77
2005-07-05 00:00:00,PTL,0.35,6.0,5.83
2006-07-05 00:00:00,PTL,0.28,4.38,6.39
2007-08-01 00:00:00,PTL,0.17,5.95,2.86
2008-08-04 00:00:00,PTL,0.4,5.8,6.9
2009-04-03 00:00:00,PTL,0.4,4.04,9.9
2009-08-03 00:00:00,PTL,0.12,5.15,2.33
2010-02-09 00:00:00,PTL,0.345,6.25,5.52
2010-07-28 00:00:00,PTL,0.175,11.7,1.5
2010-11-11 00:00:00,PTL,0.59,39.0,1.51
2011-08-03 00:00:00,PTL,1.35,23.8,5.67
2011-08-10 00:00:00,PTL,0.35,18.9,1.85
2012-08-03 00:00:00,PTL,0.17,14.6,1.16
2013-08-01 00:00:00,PTL,0.14,10.8,1.3
2015-08-03 00:00:00,PTL,0.1,9.6,1.04
2002-04-04 00:00:00,PTT,2.5,35.5,7.04
2003-04-02 00:00:00,PTT,2.85,44.75,6.37
2004-03-17 00:00:00,PTT,4.0,154.0,2.6
2005-03-17 00:00:00,PTT,6.75,206.0,3.28
2006-03-15 00:00:00,PTT,9.25,252.0,3.67
2006-09-07 00:00:00,PTT,5.0,238.0,2.1
2007-04-03 00:00:00,PTT,5.5,210.0,2.62
2007-09-17 00:00:00,PTT,5.0,324.0,1.54
2008-03-18 00:00:00,PTT,6.5,328.0,1.98
2008-09-02 00:00:00,PTT,6.0,262.0,2.29
2009-03-05 00:00:00,PTT,2.0,150.0,1.33
2009-09-02 00:00:00,PTT,4.0,243.0,1.65
2010-03-04 00:00:00,PTT,4.5,242.0,1.86
2010-09-07 00:00:00,PTT,4.75,302.0,1.57
2011-03-15 00:00:00,PTT,5.5,349.0,1.58
2011-09-06 00:00:00,PTT,6.0,324.0,1.85
2012-03-05 00:00:00,PTT,7.0,365.0,1.92
2012-09-05 00:00:00,PTT,5.0,336.0,1.49
2013-03-06 00:00:00,PTT,8.0,346.0,2.31
2013-09-18 00:00:00,PTT,5.0,339.0,1.47
2014-03-06 00:00:00,PTT,8.0,304.0,2.63
2014-09-15 00:00:00,PTT,6.0,354.0,1.69
2015-03-03 00:00:00,PTT,5.0,350.0,1.43
2015-09-10 00:00:00,PTT,6.0,263.0,2.28
2016-03-03 00:00:00,PTT,4.0,273.0,1.47
2016-08-31 00:00:00,PTT,6.0,354.0,1.69
2017-03-29 00:00:00,PTT,10.0,404.0,2.48
2001-04-04 00:00:00,PTTEP,3.0,20.0,15.0
2002-04-04 00:00:00,PTTEP,6.0,24.6,24.39
2003-04-01 00:00:00,PTTEP,6.75,25.8,26.16
2004-04-02 00:00:00,PTTEP,6.75,52.4,12.88
2005-03-11 00:00:00,PTTEP,9.0,65.2,13.8
2005-08-10 00:00:00,PTTEP,5.5,87.2,6.31
2006-03-13 00:00:00,PTTEP,8.0,104.8,7.63
2006-08-15 00:00:00,PTTEP,1.71,121.0,1.41
2007-03-01 00:00:00,PTTEP,1.5,98.0,1.53
2007-08-14 00:00:00,PTTEP,1.61,117.0,1.38
2008-03-04 00:00:00,PTTEP,1.67,158.0,1.06
2008-08-13 00:00:00,PTTEP,2.86,149.0,1.92
2009-02-12 00:00:00,PTTEP,2.56,99.5,2.57
2009-08-13 00:00:00,PTTEP,1.48,140.5,1.05
2010-02-11 00:00:00,PTTEP,1.2,131.5,0.91
2010-08-10 00:00:00,PTTEP,2.55,152.0,1.68
2011-02-10 00:00:00,PTTEP,2.48,172.0,1.44
2011-08-10 00:00:00,PTTEP,2.61,161.5,1.62
2012-02-13 00:00:00,PTTEP,2.79,178.5,1.56
2012-08-01 00:00:00,PTTEP,2.8,152.0,1.84
2013-02-12 00:00:00,PTTEP,3.0,165.0,1.82
2013-08-06 00:00:00,PTTEP,3.0,160.0,1.88
2014-02-11 00:00:00,PTTEP,3.0,153.0,1.96
2014-08-05 00:00:00,PTTEP,3.0,165.0,1.82
2015-02-10 00:00:00,PTTEP,1.5,119.0,1.26
2015-08-04 00:00:00,PTTEP,1.0,91.0,1.1
2016-02-09 00:00:00,PTTEP,2.0,58.75,3.4
2016-08-09 00:00:00,PTTEP,0.75,82.0,0.91
2017-02-07 00:00:00,PTTEP,2.5,98.5,2.54
2012-02-29 00:00:00,PTTGC,1.3,74.25,1.75
2012-08-29 00:00:00,PTTGC,0.95,64.25,1.48
2013-03-01 00:00:00,PTTGC,2.45,79.0,3.1
2013-08-29 00:00:00,PTTGC,1.62,66.5,2.44
2014-03-03 00:00:00,PTTGC,1.78,75.0,2.37
2014-08-27 00:00:00,PTTGC,1.37,66.25,2.07
2015-02-26 00:00:00,PTTGC,1.0,57.5,1.74
2015-09-04 00:00:00,PTTGC,1.5,57.5,2.61
2016-02-25 00:00:00,PTTGC,1.3,55.75,2.33
2016-09-01 00:00:00,PTTGC,1.05,61.0,1.72
2017-03-02 00:00:00,PTTGC,1.8,72.75,2.47
2004-04-01 00:00:00,Q-CON,0.2,18.0,1.11
2005-03-31 00:00:00,Q-CON,0.25,9.25,2.7
2011-03-31 00:00:00,Q-CON,0.05,4.2,1.19
2012-03-29 00:00:00,Q-CON,0.08,6.55,1.22
2013-03-28 00:00:00,Q-CON,0.32,21.6,1.48
2014-03-28 00:00:00,Q-CON,0.25,10.0,2.5
2015-03-27 00:00:00,Q-CON,0.14,8.8,1.59
2016-03-31 00:00:00,Q-CON,0.14,5.5,2.55
2003-04-16 00:00:00,QH,0.335,1.46,22.95
2004-04-05 00:00:00,QH,0.45,1.44,31.25
2005-04-22 00:00:00,QH,0.07,1.21,5.79
2006-04-03 00:00:00,QH,0.06,1.29,4.65
2007-04-24 00:00:00,QH,0.09,1.32,6.82
2008-04-01 00:00:00,QH,0.07,2.74,2.55
2009-05-04 00:00:00,QH,0.08,1.09,7.34
2010-05-04 00:00:00,QH,0.12,2.14,5.61
2011-05-09 00:00:00,QH,0.12,2.28,5.26
2012-05-09 00:00:00,QH,0.00926,1.9,0.49
2013-04-24 00:00:00,QH,0.12,4.1,2.93
2013-09-02 00:00:00,QH,0.07,2.64,2.65
2014-04-21 00:00:00,QH,0.09,3.2,2.81
2014-09-01 00:00:00,QH,0.07,4.44,1.58
2015-04-23 00:00:00,QH,0.01852,3.94,0.47
2015-09-07 00:00:00,QH,0.05,2.42,2.07
2016-04-26 00:00:00,QH,0.09,2.38,3.78
2016-09-05 00:00:00,QH,0.07,2.72,2.57
2017-04-24 00:00:00,QH,0.08,2.62,3.05
2009-08-26 00:00:00,QLT,0.15,4.28,3.5
2010-04-30 00:00:00,QLT,0.25,5.7,4.39
2010-08-19 00:00:00,QLT,0.1,5.55,1.8
2011-05-03 00:00:00,QLT,0.25,6.55,3.82
2011-08-18 00:00:00,QLT,0.2,6.6,3.03
2012-03-02 00:00:00,QLT,0.3,7.3,4.11
2012-08-24 00:00:00,QLT,0.2,8.0,2.5
2013-04-19 00:00:00,QLT,0.5,13.2,3.79
2013-08-23 00:00:00,QLT,0.25,11.6,2.16
2014-04-21 00:00:00,QLT,0.4,11.5,3.48
2014-08-25 00:00:00,QLT,0.2,12.2,1.64
2015-04-20 00:00:00,QLT,0.5,13.1,3.82
2015-08-25 00:00:00,QLT,0.25,13.4,1.87
2016-03-07 00:00:00,QLT,0.4,12.0,3.33
2016-08-23 00:00:00,QLT,0.1,9.6,1.04
2017-03-03 00:00:00,QLT,0.15,9.1,1.65
2012-03-08 00:00:00,QTC,0.19,3.74,5.08
2013-04-29 00:00:00,QTC,0.31,7.45,4.16
2014-04-29 00:00:00,QTC,0.21,4.24,4.95
2015-04-27 00:00:00,QTC,0.18,5.15,3.5
2016-04-05 00:00:00,QTC,0.32,5.55,5.77
2017-05-05 00:00:00,QTC,0.03,16.5,0.18
2002-09-24 00:00:00,RAM,1.0,45.25,2.21
2003-03-31 00:00:00,RAM,4.0,137.0,2.92
2003-10-02 00:00:00,RAM,2.0,133.0,1.5
2004-03-31 00:00:00,RAM,4.0,174.0,2.3
2004-10-27 00:00:00,RAM,4.5,210.0,2.14
2005-04-05 00:00:00,RAM,5.5,232.0,2.37
2005-10-13 00:00:00,RAM,5.0,280.0,1.79
2006-03-29 00:00:00,RAM,5.0,276.0,1.81
2006-10-18 00:00:00,RAM,5.0,380.0,1.32
2007-04-04 00:00:00,RAM,6.0,472.0,1.27
2007-10-03 00:00:00,RAM,6.0,548.0,1.09
2008-04-23 00:00:00,RAM,6.0,564.0,1.06
2008-10-03 00:00:00,RAM,6.0,508.0,1.18
2009-03-31 00:00:00,RAM,6.0,532.0,1.13
2009-10-01 00:00:00,RAM,6.0,512.0,1.17
2010-03-25 00:00:00,RAM,6.0,538.0,1.12
2010-09-29 00:00:00,RAM,6.0,592.0,1.01
2011-03-24 00:00:00,RAM,6.0,684.0,0.88
2011-09-28 00:00:00,RAM,6.0,750.0,0.8
2012-03-23 00:00:00,RAM,6.0,990.0,0.61
2012-10-30 00:00:00,RAM,6.0,1600.0,0.38
2013-04-02 00:00:00,RAM,6.0,1800.0,0.33
2013-10-21 00:00:00,RAM,6.0,1950.0,0.31
2014-03-26 00:00:00,RAM,6.0,1900.0,0.32
2014-10-29 00:00:00,RAM,6.0,2000.0,0.3
2015-04-27 00:00:00,RAM,6.0,2200.0,0.27
2015-10-22 00:00:00,RAM,6.0,2072.0,0.29
2016-03-28 00:00:00,RAM,6.0,2180.0,0.28
2016-10-11 00:00:00,RAM,8.0,3250.0,0.25
2017-03-16 00:00:00,RAM,8.0,2950.0,0.27
2002-03-28 00:00:00,RATCH,1.0,18.5,5.41
2003-03-18 00:00:00,RATCH,1.5,20.9,7.18
2003-09-10 00:00:00,RATCH,0.75,30.0,2.5
2004-03-18 00:00:00,RATCH,1.0,38.75,2.58
2004-09-22 00:00:00,RATCH,0.9,39.25,2.29
2005-04-28 00:00:00,RATCH,1.1,40.0,2.75
2005-08-29 00:00:00,RATCH,1.0,40.0,2.5
2006-04-28 00:00:00,RATCH,1.0,40.0,2.5
2006-08-31 00:00:00,RATCH,1.0,34.5,2.9
2007-04-30 00:00:00,RATCH,1.1,48.0,2.29
2007-08-30 00:00:00,RATCH,1.0,47.0,2.13
2008-04-11 00:00:00,RATCH,1.1,45.5,2.42
2008-08-28 00:00:00,RATCH,1.1,39.5,2.78
2009-04-07 00:00:00,RATCH,1.1,39.0,2.82
2009-08-28 00:00:00,RATCH,1.1,38.25,2.88
2010-02-25 00:00:00,RATCH,1.15,36.75,3.13
2010-09-07 00:00:00,RATCH,1.1,39.25,2.8
2011-02-25 00:00:00,RATCH,1.15,39.5,2.91
2011-08-25 00:00:00,RATCH,1.1,44.0,2.5
2012-02-27 00:00:00,RATCH,1.15,43.25,2.66
2012-08-31 00:00:00,RATCH,1.1,47.5,2.32
2013-03-04 00:00:00,RATCH,1.17,62.5,1.87
2013-08-30 00:00:00,RATCH,1.1,51.0,2.16
2014-02-28 00:00:00,RATCH,1.17,49.75,2.35
2014-08-29 00:00:00,RATCH,1.1,60.0,1.83
2015-03-06 00:00:00,RATCH,1.17,61.75,1.89
2015-08-28 00:00:00,RATCH,1.1,54.5,2.02
2016-03-02 00:00:00,RATCH,1.17,51.75,2.26
2016-09-06 00:00:00,RATCH,1.1,53.5,2.06
2017-03-01 00:00:00,RATCH,1.25,52.0,2.4
2004-03-31 00:00:00,RCI,1.0,3.3,30.3
2004-11-23 00:00:00,RCI,1.0,3.225,31.01
2005-03-24 00:00:00,RCI,1.0,2.75,36.36
2005-08-22 00:00:00,RCI,0.5,2.0,25.0
2007-03-29 00:00:00,RCI,0.1,1.98,5.05
2002-10-03 00:00:00,RCL,2.0,4.85,41.24
2003-04-04 00:00:00,RCL,2.0,5.3,37.74
2004-04-07 00:00:00,RCL,0.45,18.5,2.43
2004-08-18 00:00:00,RCL,0.45,17.7,2.54
2005-04-04 00:00:00,RCL,1.55,38.75,4.0
2005-08-19 00:00:00,RCL,1.0,34.5,2.9
2006-04-05 00:00:00,RCL,1.5,21.5,6.98
2006-08-22 00:00:00,RCL,0.5,20.0,2.5
2007-04-03 00:00:00,RCL,1.0,23.8,4.2
2007-08-23 00:00:00,RCL,0.5,29.25,1.71
2008-04-02 00:00:00,RCL,1.0,24.6,4.07
2015-04-01 00:00:00,RCL,0.1,9.1,1.1
2016-03-31 00:00:00,RCL,0.05,5.95,0.84
2005-04-07 00:00:00,RML,0.047,0.99,4.75
2006-05-10 00:00:00,RML,0.0363,1.24,2.93
2009-03-12 00:00:00,RML,0.0093,0.18,5.17
2016-04-28 00:00:00,RML,0.055,1.26,4.37
2017-04-28 00:00:00,RML,0.07,1.4,5.0
2007-05-03 00:00:00,ROBINS,0.32,11.0,2.91
2008-05-02 00:00:00,ROBINS,0.4,11.0,3.64
2009-03-13 00:00:00,ROBINS,0.4,6.0,6.67
2010-03-16 00:00:00,ROBINS,0.42,11.9,3.53
2011-03-15 00:00:00,ROBINS,0.62,23.3,2.66
2012-03-20 00:00:00,ROBINS,0.65,51.5,1.26
2013-03-19 00:00:00,ROBINS,0.9,78.75,1.14
2014-03-04 00:00:00,ROBINS,0.9,50.75,1.77
2015-03-06 00:00:00,ROBINS,0.9,49.75,1.81
2016-03-04 00:00:00,ROBINS,1.0,43.25,2.31
2017-05-08 00:00:00,ROBINS,1.25,62.5,2.0
2008-05-02 00:00:00,ROCK,0.5,15.0,3.33
2009-07-29 00:00:00,ROCK,0.25,11.0,2.27
2011-05-06 00:00:00,ROCK,1.0,35.0,2.86
2013-04-30 00:00:00,ROCK,0.5,42.5,1.18
2016-05-09 00:00:00,ROCK,0.5,20.4,2.45
2017-05-05 00:00:00,ROCK,0.25,17.7,1.41
2001-04-02 00:00:00,ROH,1.7,32.5,5.23
2002-04-19 00:00:00,ROH,1.38,28.0,4.93
2003-04-23 00:00:00,ROH,1.81,31.0,5.84
2004-04-29 00:00:00,ROH,0.86,31.0,2.77
2005-04-08 00:00:00,ROH,2.3,30.0,7.67
2006-04-10 00:00:00,ROH,2.53,34.0,7.44
2007-04-03 00:00:00,ROH,2.62,39.0,6.72
2007-12-04 00:00:00,ROH,1.6,39.5,4.05
2008-03-31 00:00:00,ROH,0.14,36.5,0.38
2009-05-12 00:00:00,ROH,0.8,32.0,2.5
2013-04-02 00:00:00,ROH,0.6,20.8,2.88
2014-04-01 00:00:00,ROH,0.6,29.25,2.05
2017-03-27 00:00:00,ROH,0.9,37.0,2.43
2001-03-22 00:00:00,ROJNA,1.0,1.6,62.5
2002-04-02 00:00:00,ROJNA,1.0,2.25,44.44
2003-04-28 00:00:00,ROJNA,2.0,3.525,56.74
2004-03-31 00:00:00,ROJNA,0.3,9.1,3.3
2005-03-31 00:00:00,ROJNA,0.5,7.4,6.76
2005-08-25 00:00:00,ROJNA,0.3,8.0,3.75
2006-03-28 00:00:00,ROJNA,0.5,13.9,3.6
2006-08-25 00:00:00,ROJNA,0.4,12.4,3.23
2007-03-27 00:00:00,ROJNA,0.6,12.2,4.92
2007-08-24 00:00:00,ROJNA,0.4,17.4,2.3
2008-04-01 00:00:00,ROJNA,0.6,16.1,3.73
2009-03-27 00:00:00,ROJNA,0.25,3.22,7.76
2009-09-18 00:00:00,ROJNA,0.25,8.6,2.91
2010-03-29 00:00:00,ROJNA,0.3,9.9,3.03
2010-08-20 00:00:00,ROJNA,0.3,10.7,2.8
2011-03-24 00:00:00,ROJNA,0.4,11.2,3.57
2011-08-26 00:00:00,ROJNA,0.2,8.95,2.23
2013-04-04 00:00:00,ROJNA,0.3,11.3,2.65
2013-08-27 00:00:00,ROJNA,0.3,8.05,3.73
2015-04-27 00:00:00,ROJNA,0.02,8.55,0.23
2015-08-27 00:00:00,ROJNA,0.2,5.85,3.42
2016-04-29 00:00:00,ROJNA,0.25,5.7,4.39
2016-04-19 00:00:00,RP,0.82,10.5,7.81
2017-04-12 00:00:00,RP,0.3,8.3,3.61
2004-03-29 00:00:00,RPC,1.0,6.25,16.0
2004-09-08 00:00:00,RPC,1.25,6.15,20.33
2005-04-11 00:00:00,RPC,0.4,8.2,4.88
2005-08-18 00:00:00,RPC,0.35,8.1,4.32
2006-04-05 00:00:00,RPC,0.1,7.35,1.36
2006-08-21 00:00:00,RPC,0.25,5.35,4.67
2007-03-13 00:00:00,RPC,0.1,3.72,2.69
2007-08-21 00:00:00,RPC,0.12,4.1,2.93
2008-03-12 00:00:00,RPC,0.3,4.9,6.12
2008-08-20 00:00:00,RPC,0.17,4.38,3.88
2010-11-24 00:00:00,RPC,0.08,3.22,2.48
2011-03-10 00:00:00,RPC,0.04,3.44,1.16
2012-03-01 00:00:00,RPC,0.05,1.88,2.66
2012-05-23 00:00:00,RPC,0.94,2.22,42.34
2007-03-27 00:00:00,RS,0.15,4.46,3.36
2011-03-07 00:00:00,RS,0.15,3.24,4.63
2011-08-23 00:00:00,RS,0.1,3.94,2.54
2012-03-05 00:00:00,RS,0.05,3.04,1.64
2012-08-21 00:00:00,RS,0.1,5.05,1.98
2013-03-08 00:00:00,RS,0.15,11.7,1.28
2013-08-20 00:00:00,RS,0.15,8.7,1.72
2014-03-10 00:00:00,RS,0.2,8.35,2.4
2014-08-26 00:00:00,RS,0.12,8.0,1.5
2015-03-06 00:00:00,RS,0.18,19.5,0.92
2016-03-08 00:00:00,RS,0.1,10.5,0.95
2008-04-02 00:00:00,S,0.25,4.66,5.36
2010-03-30 00:00:00,S,0.25,4.84,5.17
2011-03-28 00:00:00,S,0.3,6.3,4.76
2012-03-19 00:00:00,S,0.027780000000000003,2.44,1.14
2013-03-07 00:00:00,S,0.0111111,1.68,0.66
2008-08-25 00:00:00,SABINA,0.75,63.0,1.19
2009-05-06 00:00:00,SABINA,0.65,64.0,1.02
2010-05-07 00:00:00,SABINA,0.33,102.5,0.32
2011-04-12 00:00:00,SABINA,1.3,111.0,1.17
2012-04-23 00:00:00,SABINA,0.15,112.0,0.13
2012-08-22 00:00:00,SABINA,0.065,22.5,0.29
2013-04-23 00:00:00,SABINA,0.05,23.7,0.21
2013-08-27 00:00:00,SABINA,0.065,23.3,0.28
2014-04-23 00:00:00,SABINA,0.065,23.2,0.28
2014-08-26 00:00:00,SABINA,0.07,23.1,0.3
2015-05-07 00:00:00,SABINA,0.1,23.3,0.43
2015-08-26 00:00:00,SABINA,0.08,23.1,0.35
2016-05-03 00:00:00,SABINA,0.11,23.5,0.47
2016-08-23 00:00:00,SABINA,0.1,23.7,0.42
2017-04-21 00:00:00,SABINA,0.14,23.3,0.6
2005-08-26 00:00:00,SALEE,0.1,2.4627,4.06
2006-04-26 00:00:00,SALEE,0.06,2.2821,2.63
2007-04-10 00:00:00,SALEE,0.06,3.18,1.89
2009-05-06 00:00:00,SALEE,0.077,1.11,6.94
2009-11-25 00:00:00,SALEE,0.33,3.64,9.07
2010-04-30 00:00:00,SALEE,0.16,2.92,5.48
2011-05-03 00:00:00,SALEE,0.3,4.4,6.82
2011-08-26 00:00:00,SALEE,0.2,4.26,4.69
2012-08-17 00:00:00,SALEE,0.11,8.5,1.29
2013-04-25 00:00:00,SALEE,0.02222,13.6,0.16
2014-04-30 00:00:00,SALEE,0.02223,9.95,0.22
2015-05-07 00:00:00,SALEE,0.35,7.85,4.46
2016-05-03 00:00:00,SALEE,0.02,1.0,2.0
2017-05-04 00:00:00,SALEE,0.035,1.89,1.85
2008-08-25 00:00:00,SAM,0.09,1.44,6.25
2012-12-18 00:00:00,SAM,0.08,1.52,5.26
2013-05-07 00:00:00,SAM,0.11,3.24,3.4
2014-05-08 00:00:00,SAM,0.1,1.67,5.99
2005-11-22 00:00:00,SAMART,0.1,7.0,1.43
2006-03-31 00:00:00,SAMART,0.2,7.55,2.65
2006-08-22 00:00:00,SAMART,0.2,9.5,2.11
2007-03-30 00:00:00,SAMART,0.22,8.8,2.5
2007-08-21 00:00:00,SAMART,0.18,7.4,2.43
2008-04-01 00:00:00,SAMART,0.18,7.7,2.34
2008-10-27 00:00:00,SAMART,0.1,5.15,1.94
2009-04-02 00:00:00,SAMART,0.1,5.15,1.94
2009-11-24 00:00:00,SAMART,0.08,6.05,1.32
2010-04-01 00:00:00,SAMART,0.17,5.8,2.93
2011-01-05 00:00:00,SAMART,0.15,8.75,1.71
2011-03-23 00:00:00,SAMART,0.25,8.9,2.81
2011-08-25 00:00:00,SAMART,0.22,9.6,2.29
2012-03-29 00:00:00,SAMART,0.3,9.45,3.17
2012-08-24 00:00:00,SAMART,0.2,9.65,2.07
2013-03-19 00:00:00,SAMART,0.4,25.25,1.58
2013-08-26 00:00:00,SAMART,0.35,17.8,1.97
2014-03-18 00:00:00,SAMART,0.45,17.8,2.53
2014-08-19 00:00:00,SAMART,0.42,23.4,1.79
2015-03-17 00:00:00,SAMART,0.43,33.0,1.3
2015-08-25 00:00:00,SAMART,0.3,19.1,1.57
2016-03-16 00:00:00,SAMART,0.2,17.3,1.16
2016-08-19 00:00:00,SAMART,0.11,15.8,0.7
2017-03-17 00:00:00,SAMART,0.08,13.3,0.6
2001-03-13 00:00:00,SAMCO,1.0,1.125,88.89
2002-03-19 00:00:00,SAMCO,1.0,2.22,45.05
2003-03-18 00:00:00,SAMCO,1.2,2.15,55.81
2004-03-16 00:00:00,SAMCO,0.15,3.7,4.05
2005-03-15 00:00:00,SAMCO,0.09,2.78,3.24
2006-03-14 00:00:00,SAMCO,0.1,2.84,3.52
2007-03-13 00:00:00,SAMCO,0.05,2.56,1.95
2008-03-11 00:00:00,SAMCO,0.06,2.18,2.75
2009-04-10 00:00:00,SAMCO,0.07,1.11,6.31
2010-04-16 00:00:00,SAMCO,0.1,1.99,5.03
2011-04-19 00:00:00,SAMCO,0.1,2.32,4.31
2012-04-17 00:00:00,SAMCO,0.02,2.02,0.99
2013-04-12 00:00:00,SAMCO,0.04,2.5,1.6
