,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,410.64,35.33,1.18,0.0,83.25,58.79,101.32,0.16,351.85,53.81,55.18,313.35,318.47,730.12,1403.06,2136.44,274.93,184.1,74.42,729.71,1865.29,2595.0,300.0,-458.57,33.27,-18.63,-62.26,42.53,0.035,-0.11,-5.66,1.18,0.0,0.0,6.6,0.0,-30.8,0.0,16.72,8.71,8.6,1.0,0.56,3,2000,0.0,29.940677966101696,35.33
2000-06-30,402.86,-9.02,-0.3016951729380464,0.0,56.900000000000006,16.890000000000008,61.29000000000002,0.16,385.97,36.64999999999999,15.0,305.26,421.25,787.0,1360.38,2152.49,207.96,251.35,94.39,760.14,1859.94,2620.08,300.0,-467.59,36.79,-8.61,-68.36000000000001,44.400000000000006,-0.13855044345898004,-0.1,-5.6,0.88,0.0,0.0,-1.6730368681109844,-0.0,7.720653743823641,-0.0,-7.460098821740783,3.29,3.23,1.04,0.48,6,2000,0.0,29.89772727272727,26.31
2000-09-30,419.4200000000001,-19.07,-0.6321546961325967,0.0,72.0,4.289999999999992,51.56999999999999,1.06,415.13,43.69000000000001,14.35,309.58,450.09,840.74,1323.94,2172.86,188.78,196.12,61.43,643.99,2015.53,2659.52,300.0,-486.66,-49.85,-13.400000000000002,62.61,47.28,-0.4185684320922916,-0.65,-5.46,0.24,0.0,0.0,-3.476850828729282,-0.0,15.698508287292817,-0.0,-55.102817679558015,0.6,0.59,1.31,0.61,9,2000,0.0,30.166666666666668,7.24
2000-12-31,530.3299999999999,59.93,1.9985588804525831,0.0,51.099999999999994,89.77000000000001,139.89999999999998,0.77,440.55999999999995,24.23999999999998,8.86,325.46,362.24,732.04,1116.64,1851.22,147.9,172.92,117.0,535.59,1742.36,2277.95,300.0,-426.73,46.60999999999999,4.450000000000003,-56.55999999999999,50.129999999999995,0.09807066577673952,-0.54,-5.34,2.24,0.0,0.0,12.954944171505135,0.0,-56.17377996129225,0.0,46.03823135328272,4.01,3.81,1.37,0.69,12,2000,0.0,29.986607142857142,67.17
2001-03-31,600.52,74.91,2.5,0.0,111.3,96.4,137.54,0.41,504.12,78.33,38.92,414.36,333.63,818.42,1087.13,1909.38,81.13,227.29,117.0,535.69,1725.51,2261.2,300.0,-351.82,117.4,-15.82,-71.53,41.14,0.04,-0.35,-6.43,2.5,0.0,0.0,15.68,19.08,-85.16,-73.96,28.08,12.86,12.47,1.53,0.9,3,2001,0.0,29.964,74.91
2001-06-30,617.1400000000001,113.22999999999999,3.773530881258637,0.0,148.01,133.59,175.98999999999998,0.61,483.54999999999995,128.28000000000003,41.37,424.36,370.92,871.08,1059.61,1933.33,20.36,250.93,166.74,548.33,1623.6,2171.93,300.0,-238.6,130.91,-18.740000000000002,-109.71000000000001,42.400000000000006,0.04153934469663517,-0.77,-9.1,6.27,0.0,0.0,23.42357606038057,27.106831083235885,-189.82003826937384,-128.26393961943234,39.98618688210907,15.75,15.45,1.59,0.91,6,2001,0.0,30.006379585326954,188.14
2001-09-30,616.55,109.75999999999999,3.6586666666666665,0.0,138.95,127.45999999999998,170.12,0.81,489.09000000000003,120.97999999999996,122.86,380.19,401.84,959.59,1027.05,1988.53,22.27,263.38,164.0,550.7,1566.65,2117.36,300.0,-128.83,149.07,-14.849999999999994,-52.72999999999999,42.66,0.054282069970845476,-1.88,-16.44,9.93,0.0,0.0,22.077271567640146,25.319594494796913,-340.78287747566293,-142.66220879489762,36.63824907687143,16.51,16.24,1.74,1.01,9,2001,0.0,30.0,297.9
2001-12-31,574.94,83.98000000000002,2.799479941342831,0.0,119.95000000000005,102.50999999999999,147.82000000000005,1.02,472.4200000000001,93.64000000000004,12.99,458.44,387.2,911.04,1009.14,1922.82,79.92,173.38,121.0,464.73,1502.93,1967.67,300.0,-44.85,-24.24000000000001,-30.24000000000001,-54.390000000000015,45.30999999999999,0.0909454632055251,-6.81,-43.87,12.73,0.0,0.0,17.469810411647643,21.437023148633084,-748.9851345972559,-142.4677993086834,27.752896197758467,16.11,15.85,1.96,1.13,12,2001,0.0,29.99842890809112,381.88
2002-03-31,635.56,129.51,4.32,0.0,157.69,142.38,181.24,2.28,493.19,133.18,90.22,432.0,351.4,912.0,978.54,1893.34,17.18,225.43,121.0,462.52,1346.16,1808.68,300.0,84.66,254.26,-14.42,-162.6,38.86,0.1325,8.08,21.36,4.32,0.0,0.0,27.36,29.96,611.92,-387.8,39.8,20.68,20.38,1.97,1.21,3,2002,0.0,29.979166666666664,129.51
2002-06-30,523.4200000000001,102.84,3.4257869593285992,0.0,121.51999999999998,104.43,138.11,6.35,418.96999999999997,97.25999999999999,4.61,444.7,398.4,872.2,962.8,1837.8,49.95,290.73,122.0,559.06,1091.24,1650.3,300.0,187.5,188.75,-30.659999999999997,-243.71,33.68000000000001,0.4631636522753792,10.17,8.8,7.74,0.0,0.0,22.378267269205942,23.174961910910266,219.392,-1610.0136449322144,34.16934796642995,20.34,20.05,1.56,0.85,6,2002,0.0,30.01937984496124,232.35
2002-09-30,455.03,60.83000000000001,2.0271133774473022,0.0,73.66000000000003,65.75999999999999,106.04999999999995,5.17,389.2800000000001,51.69999999999999,17.17,291.56,382.62,710.77,946.46,1660.03,32.72,177.9,122.0,414.74,996.96,1411.7,300.0,248.33,163.45000000000005,-31.210000000000008,-119.68,40.28999999999999,0.6386051290481669,6.25,5.68,9.77,0.0,0.0,14.656631420970054,14.216766491575143,97.98198785728906,407.23193123678294,20.83133910907975,18.52,18.16,1.71,0.79,9,2002,0.0,30.008188331627434,293.18
