,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,66.11,-130.89,-7.300000000000001,0.0,6.87,-93.96,-73.15,0.19,0.0,160.07,-13.86,66.74,59.43,56.68,351.49,400.07,770.75,892.34,19.24,217.68,1550.5,337.83,1888.34,179.37,-1117.58,72.56,-12.54,-42.79,20.81,-0.0075,-0.03,-1.69,-7.3,0.0,0.0,-67.92,0.0,46.84,0.0,48.2,-204.74,-197.99,0.0,0.23,0.19,3,2000,0.0,17.930136986301367,-130.89
2000-06-30,66.2,-61.410000000000025,-3.4233759750390034,0.0,-1.8399999999999999,-20.120000000000005,-4.280000000000001,0.19,0.0,86.32,-17.51,125.52,66.78,76.33,322.41,398.52,737.25,881.07,19.3,200.21,1568.52,347.73,1916.24,179.37,-1178.99,88.37,-9.740000000000002,-19.85,15.84,-0.015657059110893986,-0.03,-1.63,-10.72,0.0,0.0,-33.31404680187209,0.0,20.834053042121692,0.0,17.52564118564743,-150.84,-145.34,0.0,0.21,0.16,6,2000,0.0,17.938432835820894,-192.3
2000-09-30,77.85,-82.26999999999998,-4.587368248534071,0.0,-0.3100000000000005,-31.299999999999997,-15.439999999999998,0.19,0.0,109.15000000000003,-17.819999999999997,126.18,78.18,69.71,319.59,388.47,723.76,893.58,28.14,207.37,1639.32,345.7,1985.02,179.37,-1261.27,9.030000000000001,-4.989999999999998,-3.3799999999999955,15.86,-0.008343563875045583,-0.03,-1.57,-15.31,0.0,0.0,-45.47217540153693,0.0,26.09196780420293,0.0,19.03263430090687,-134.99,-130.65,0.0,0.19,0.15,9,2000,0.0,17.934030045721748,-274.57
2000-12-31,85.35999999999999,-60.10000000000002,-3.3509606478023137,0.0,13.240000000000002,-12.77000000000001,0.21999999999999886,0.19,0.0,98.13,-10.170000000000002,137.35,79.45,56.36,325.0,330.81,718.39,906.86,24.06,208.04,1696.1,343.66,2039.75,179.37,-1321.37,-175.04000000000002,179.56,6.859999999999999,12.990000000000002,-0.013921381031613972,-0.03,-1.54,-18.66,0.0,0.0,-33.46650730570414,0.0,18.195033914004846,0.0,11.622410135357221,-116.61,-113.25,0.0,0.19,0.16,12,2000,0.0,17.935155412647376,-334.67
2001-03-31,90.69,-56.32,-3.14,0.0,6.98,-10.64,0.94,0.19,0.0,101.33,-3.84,128.76,91.38,57.26,332.13,320.66,714.71,915.42,20.58,213.15,1755.68,336.72,2092.4,179.37,-1377.69,-5.75,-2.8,-0.25,11.58,-0.015,-0.02,-1.52,-3.14,0.0,0.0,-31.520000000000003,-5.72,16.36,18.04,4.08,-62.55,-62.1,0.0,0.19,0.16,3,2001,0.0,17.936305732484076,-56.32
2001-06-30,118.42000000000002,-36.800000000000004,-2.051030927835052,0.0,4.67,-5.640000000000001,6.529999999999999,0.19,0.0,124.05999999999999,-8.31,132.52,108.1,54.66,350.04,310.04,721.45,918.06,33.19,214.49,1802.55,333.39,2135.94,179.37,-1414.48,6.63,-1.06,-1.7999999999999998,12.17,-0.025304347826086954,-0.02,-1.51,-5.19,0.0,0.0,-20.407560137457047,-3.5250859106529213,10.401374570446736,11.349828178694159,2.3869415807560137,-45.81,-44.53,0.0,0.19,0.16,6,2001,0.0,17.942196531791907,-93.12
2001-12-31,240.39999999999998,1527.29,64.91810482718226,0.0,6.619999999999999,7.050000000000001,32.65,0.19,0.0,233.35000000000002,-14.08,74.32,110.14,48.94,268.16,314.92,646.54,14.56,22.16,177.59,232.73,300.8,533.54,279.37,113.0,31.960000000000004,-25.12,-65.05,25.6,0.0,0.47,4.72,60.96,0.0,0.0,944.890683252334,-5.750619522092918,5406.349100036955,-1011.1293007105155,-9.499171506864597,339.89,319.05,0.0,1.15,0.94,12,2001,0.0,23.526410761154857,1434.17
2002-06-30,-220.67999999999998,-1431.68,-51.747469879518064,0.0,3.3900000000000006,12.09,-12.049999999999997,0.19,0.0,-232.77,28.36,44.11,104.6,54.25,214.13,292.01,602.74,13.7,19.24,54.58,104.3,382.95,487.25,279.37,115.49,-17.680000000000003,25.37,25.349999999999994,-24.14,-0.0009174361589181939,0.46,4.22,0.09,0.0,0.0,-942.9538955823292,-988.9516465863453,-4967.757108433735,873.9572690763051,-1310.9359036144576,1.09,1.09,0.0,2.05,1.53,6,2002,0.0,27.66666666666667,2.49
2002-12-31,242.21,-38.800000000000004,-1.3891489947672817,0.0,16.290000000000003,-38.45,-12.84,0.19,0.0,280.65999999999997,-13.41,36.1,106.76,53.71,222.79,267.49,585.08,13.55,17.28,0.72,47.06,461.34,508.4,279.37,76.69,-1.8200000000000003,-2.1999999999999997,-3.789999999999999,25.61,-0.035093427835051545,0.69,6.63,-1.3,0.0,0.0,-26.543431561553295,-24.7054805838612,-202.38832277609475,-163.62038006058938,-28.25315340126687,-7.76,-7.71,0.0,4.73,3.59,12,2002,0.0,27.930769230769233,-36.31
2003-06-30,-200.37,37.74,1.3195804195804197,0.0,-16.800000000000004,37.45,11.419999999999998,0.19,-1.5,-237.82999999999998,10.709999999999999,35.21,118.96,81.7,292.43,244.77,630.01,39.24,35.16,0.72,90.86,461.03,551.89,279.37,78.12,-36.4,2.6499999999999995,70.87,-26.03,0.035996290408055104,0.68,7.06,0.05,0.0,0.0,24.280279720279726,31.66993006993007,193.18657342657346,156.23832167832168,35.89258741258742,0.53,0.53,0.0,3.22,2.32,6,2003,0.0,28.599999999999998,1.43
