,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2016-09-30,,,,,,,,,,,35.21,32.69,0.45,70.82,3.26,190.09,45.9,0.0,47.48,4.37,51.84,50.0,138.25,,,,,,0.0,0.37,0.31,0.0,0.0,,,,,,20.58,20.51,449.75,1.49,1.48,9,2016,,58.70967741935484,18.2
2016-12-31,44.849999999999994,15.169999999999998,0.20456997302966734,0.0,34.18,15.430000000000003,18.500000000000004,9.55,29.42,15.68,191.35,36.08,0.23,330.68,4.55,448.87,32.47,0.0,36.22,4.46,40.68,67.0,408.19,0.00999999999999801,-100.56,256.68,3.0700000000000003,11.669601186552406,1.57,0.1,0.45,0.0,0.0,13.510710218759364,0.0,14.874510038957146,0.0,14.729038058136048,25.07,24.98,835.5,9.13,9.12,12,2016,0.0,74.15555555555555,33.37
2017-03-31,33.31,5.62,0.04,0.0,18.52,5.82,8.91,10.4,27.49,4.69,188.56,41.42,0.12,336.16,4.9,451.72,33.23,0.0,35.9,4.76,40.66,67.0,411.05,-2.22,-0.54,-0.03,3.09,65.0,1.7,0.1,0.04,0.0,0.0,4.96,0.0,5.48,0.0,5.6,17.46,16.87,0.0,9.36,9.36,3,2017,0.0,140.5,5.62
2017-06-30,41.22,1.92,0.015278514588859416,0.05,19.540000000000003,2.67,5.82,7.7,38.55000000000001,1.4799999999999995,184.62,50.62,1.86,319.22,6.31,480.78,50.27,0.19,60.59,6.97,67.56,67.0,406.16,22.529999999999998,-16.93,-9.55,3.1500000000000004,125.99065104166668,1.27,0.17,0.06,0.05,0.85,1.5991511936339524,0.0,1.8945358090185678,0.0,2.0575066312997348,10.44,10.12,0.0,5.27,5.24,6,2017,6.283333333333334,125.66666666666667,7.54
2017-09-30,47.44,9.07,0.06552679108970501,0.004605659241420826,29.92,10.270000000000001,14.239999999999998,7.1,37.16999999999999,9.41,184.6,52.92,2.74,321.29,6.12,490.14,49.44,0.17,53.23,9.28,62.51,67.0,415.22,3.0,-2.960000000000001,-0.05000000000000071,3.9700000000000006,27.089683020948183,1.15,0.15,0.12,0.05,0.43,7.404527393136665,12.05692956050572,8.736905478627333,13.105358217941,9.370331125827814,13.98,13.62,0.0,6.04,5.98,9,2017,0.6374999999999993,138.41666666666666,16.61
