,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2002-09-30,176.19000000000005,10.450000000000003,1.451619634340223,0.0011694110759731232,55.22999999999999,10.980000000000004,15.380000000000003,5.68,0.0,165.21000000000004,7.830000000000002,1.35,130.42,227.97,367.86,150.37,586.33,106.23,131.65,292.82,0.0,292.82,72.0,293.51,-8.950000000000003,-13.429999999999998,21.22,4.400000000000001,0.9751004784688992,1.39,1.0,6.99,4.0,0.57,7.127265500794914,7.899801271860097,14.237917329093804,14.977225755166936,15.492249602543723,9.19,8.81,1.26,0.48,9,2002,0.00841842136523141,7.198855507868383,50.32
2002-12-31,228.94999999999993,23.479999999999997,3.261111111111111,0.0006358289620091008,69.08000000000001,25.119999999999997,29.89999999999999,5.34,0.0,203.82999999999993,19.18,3.81,130.32,189.54,334.58,150.18,562.15,122.8,87.66,243.86,0.0,243.86,72.0,318.29,19.36,-19.26,2.3599999999999994,4.779999999999998,0.40860306643952304,1.21,0.77,10.25,4.0,0.39,16.70961517615176,18.63128455284553,29.512260162601624,32.00661246612466,31.930254742547422,9.58,9.22,1.37,0.59,12,2002,0.004577968526465526,7.199999999999999,73.8
2003-03-31,219.95,25.69,3.57,0.0,67.33,27.51,32.15,5.86,0.0,192.44,23.63,1.23,133.98,187.17,328.54,151.49,558.14,75.43,108.29,245.8,0.0,245.8,72.0,312.34,40.92,1.16,-44.66,4.64,0.41,1.35,0.79,3.57,0.0,0.0,18.4,20.16,32.92,35.56,35.24,11.97,11.68,1.34,0.58,3,2003,0.0,7.19607843137255,25.69
2003-06-30,185.06,16.34,0.22548655722103259,4.5,51.18000000000001,16.429999999999996,21.68,7.23,0.0,168.63,5.16,0.55,115.74,206.25,328.96,159.35,571.63,97.43,97.05,238.74,0.0,238.74,72.0,332.89,4.229999999999997,-4.12,-0.7900000000000063,5.250000000000001,8.018881578947369,1.56,0.72,0.58,4.5,7.76,11.429835831548893,12.611696407328097,19.640656673804425,21.366795146324055,20.527052105638827,10.86,10.38,1.38,0.51,6,2003,326.0948275862069,72.46551724137932,42.03
2003-09-30,199.95000000000005,11.449999999999996,0.1584330590875093,-0.012157300183116905,61.010000000000005,11.920000000000002,17.47,9.9,0.0,188.03000000000003,8.219999999999999,1.81,123.12,231.4,362.64,158.24,614.27,91.75,117.66,259.85,0.0,259.85,72.0,354.42,12.469999999999999,-4.42,-6.799999999999997,5.549999999999999,15.623633187772931,2.01,0.73,0.74,4.5,6.08,7.459199700822736,7.9730366492146585,12.92299925205684,14.139080029917722,13.496783844427817,9.19,8.84,1.4,0.51,9,2003,-0.878611369990665,72.27027027027027,53.48
2003-12-31,252.70999999999992,25.9,0.35890652557319225,-0.006649506649507777,72.13999999999999,25.900000000000006,32.0,9.04,0.0,226.79999999999995,21.28,0.5,131.43,181.71,317.64,165.74,593.07,74.0,88.86,201.58,0.0,201.58,72.0,391.49,42.37,-17.73,-25.950000000000003,6.1,6.298297297297298,1.66,0.51,1.1,4.5,4.09,17.462433862433862,18.4673721340388,26.467724867724872,29.195414462081132,27.250793650793646,9.58,9.26,1.58,0.67,12,2003,-0.47985257985266117,72.16363636363636,79.38
2004-03-31,238.72,30.5,0.42,0.0,80.15,32.98,39.36,9.9,0.0,205.73,29.47,0.93,157.88,195.15,362.83,171.66,647.15,61.54,128.75,258.19,0.0,258.19,72.0,388.96,28.24,-12.3,-15.51,6.38,5.895,1.83,0.66,0.42,0.0,0.0,18.84,21.88,31.359999999999996,34.8,33.92,13.07,12.78,1.41,0.65,3,2004,0.0,72.61904761904762,30.5
2004-06-30,226.46,30.409999999999997,0.42437202429814475,0.5,81.19999999999999,32.06000000000001,38.989999999999995,9.04,0.0,194.41,26.810000000000002,1.86,142.88,223.09,373.63,182.64,671.84,83.5,122.8,249.55,0.0,249.55,72.0,422.3,26.66,-11.120000000000001,-14.610000000000001,6.930000000000001,5.327872410391319,1.54,0.59,0.85,0.5,0.59,18.11319651945493,20.889088819569857,28.797386307667047,32.21233295025447,30.754490231489083,13.45,13.09,1.5,0.6,6,2004,35.82941176470588,71.65882352941176,60.91
2004-09-30,233.32999999999998,20.049999999999997,0.2773715415019763,0.004336200883515422,72.62,22.22,29.77000000000001,9.9,0.0,211.10000000000002,19.189999999999998,0.34,148.01,236.53,389.78,189.25,702.01,84.07,119.35,252.31,0.0,252.31,72.0,449.69,11.080000000000005,-13.600000000000001,1.0,7.549999999999999,8.923770573566085,1.59,0.56,1.12,0.5,0.45,11.421763833992093,13.135523715415017,17.831027667984188,19.950938735177864,19.21788537549407,11.88,11.59,1.54,0.61,9,2004,0.3134453781512576,72.28571428571428,80.96
2004-12-31,295.72,24.960000000000008,0.3464048338368581,0.5983950151057404,79.60999999999999,25.689999999999998,34.0,11.54,0.0,270.03999999999996,22.150000000000006,0.47,196.17,191.87,394.18,186.02,702.6,116.92,84.54,271.45,0.0,271.45,72.0,431.16,-3.280000000000001,-3.799999999999997,7.199999999999999,8.310000000000002,8.32804487179487,1.93,0.63,1.47,1.1,0.75,14.214380664652571,16.429486404833842,23.159637462235654,24.271903323262848,24.696072507552877,10.9,10.65,1.45,0.75,12,2004,43.11700680272111,72.05442176870748,105.92
2005-03-31,272.4,36.1,0.5,0.0,95.98,45.32,53.58,11.11,0.0,227.08,39.79,2.77,176.5,197.06,383.85,179.81,690.19,66.85,104.72,229.51,0.0,229.51,72.0,460.68,74.69,-5.31,-67.08,8.26,5.555,1.74,0.5,0.5,0.0,0.0,20.92,27.12,31.36,34.0,39.36,13.53,13.25,1.67,0.81,3,2005,0.0,72.2,36.1
2005-06-30,296.81000000000006,48.839999999999996,0.6784930539204143,0.1,101.71,50.589999999999996,59.06,12.92,0.0,246.22,43.88,4.97,187.08,177.57,383.04,185.6,700.65,16.43,99.89,185.66,0.0,185.66,72.0,514.99,64.03,-3.71,-58.120000000000005,8.47,4.760918304668305,1.81,0.36,1.18,0.1,0.08,27.875714622086175,32.15367082646574,37.926611725924175,41.675573345891216,42.825561572874975,15.42,14.92,2.06,1.11,6,2005,7.198305084745764,71.98305084745763,84.94
2005-09-30,283.24,37.45,0.520181387368249,1.5371810868558973e-05,97.30000000000001,41.890000000000015,51.05999999999999,13.09,0.0,241.34999999999997,40.36,33.91,185.16,215.38,448.9,187.94,777.04,1.19,148.93,221.23,0.0,221.23,72.0,555.81,71.16,-27.48,-14.749999999999986,9.169999999999998,6.291074766355139,1.7,0.4,1.7,0.1,0.06,19.277310237764524,22.80230410981289,26.95151564670316,29.79109404363102,30.341874336138574,14.75,14.36,2.03,1.06,9,2005,0.0011066799601193722,71.99411764705883,122.39
2005-12-31,347.27,48.13000000000001,0.6689426460239268,-6.219729271018298e-05,121.87,57.16999999999999,66.97,19.98,0.0,290.1,52.05000000000001,83.07,208.52,179.56,477.17,190.98,811.77,0.0,112.68,202.81,0.0,202.81,72.0,608.96,53.64999999999998,-3.3100000000000023,-1.170000000000016,9.800000000000004,7.466671514647827,2.36,0.33,2.37,0.1,0.04,23.720649777152246,29.072190945343657,31.612479474548444,37.02047149894441,36.15112831339433,14.54,14.21,2.35,1.47,12,2005,-0.004475055845122533,71.9493670886076,170.52
2006-03-31,333.89,43.26,0.6,0.0,113.29,51.43,61.13,20.67,0.0,282.46,49.03,153.84,195.08,182.34,540.4,184.4,875.77,0.0,144.55,288.17,0.0,288.17,72.0,587.6,73.86,-3.08,0.0,9.7,8.61,2.53,0.49,0.6,0.0,0.0,19.76,26.28,29.44,33.0,35.0,13.21,12.96,1.88,1.24,3,2006,0.0,72.1,43.26
2006-06-30,307.38,42.940000000000005,0.5977726218097448,1.0,110.83999999999999,48.51,58.23,19.1,0.0,258.87000000000006,40.36,370.86,187.68,198.4,773.44,200.32,1133.19,0.0,136.54,221.63,0.0,221.63,72.0,911.57,44.61,-39.050000000000004,211.45,9.720000000000002,7.989659990684676,1.51,0.24,1.2,1.0,0.83,15.163498839907193,21.71907192575406,18.849763341067288,24.090236658932717,21.838626450116013,13.82,13.44,3.49,2.59,6,2006,71.83333333333334,71.83333333333334,86.2
2006-09-30,304.35,39.39999999999999,0.5050477707006369,0.07920647558386387,105.88999999999999,44.33000000000001,55.36,16.9,0.0,260.02,37.879999999999995,184.87,194.28,223.91,813.96,197.72,1179.46,0.0,139.43,220.29,0.0,220.29,96.0,959.17,14.069999999999993,-204.6,4.550000000000011,11.029999999999998,8.36802030456853,1.69,0.23,1.61,1.0,0.62,13.363375796178342,18.507961783439487,16.425031847133756,20.804203821656046,18.871847133757957,13.66,13.28,3.69,2.68,9,2006,6.1790890269150935,78.01242236024844,125.6
2006-12-31,397.91999999999996,56.08000000000001,0.6790841039189786,0.05533174156458297,114.67000000000002,66.51999999999998,77.5,16.0,0.0,331.4,52.16000000000001,194.82,264.53,181.1,880.46,183.42,1242.79,0.0,131.5,223.3,0.0,223.3,96.0,1019.49,43.30000000000001,-33.349999999999994,0.0,10.98,5.888077746077031,1.51,0.22,2.2,1.0,0.45,18.051290180537208,25.336010568031707,22.002324966974907,27.546120651695293,25.53356230735359,13.93,13.52,3.94,3.13,12,2006,4.569395821569742,82.58181818181818,181.68
2007-03-31,379.49,51.54,0.54,0.9,128.14,64.6,75.48,16.5,0.0,314.89,56.46,275.42,245.7,225.87,962.09,186.7,1329.56,0.0,182.64,345.55,0.0,345.55,96.0,984.0,63.65,16.94,0.0,10.88,7.639999999999999,1.61,0.35,0.54,0.9,1.67,15.520000000000001,23.44,20.96,26.24,26.24,14.02,13.58,2.78,2.13,3,2007,85.9,95.44444444444444,51.54
2007-06-30,349.80999999999995,50.12,0.5225968915994491,0.004328152665748568,126.53,60.43000000000001,71.45,16.0,0.0,289.38,51.27,163.49,207.34,254.24,852.74,233.85,1263.67,0.0,138.56,231.87,0.0,231.87,96.0,1031.8,42.57,-68.1,-86.4,11.019999999999998,7.651882482043097,1.49,0.22,1.06,0.9,0.85,15.855392484753095,20.568624827857562,19.424827857564427,20.627786740114107,23.90141255164273,14.42,13.94,3.68,2.58,6,2007,0.415094339622641,95.90566037735849,101.66
2007-09-30,253.32000000000005,26.14,0.27203599374021914,0.0017286739303746842,87.76000000000002,31.919999999999987,42.849999999999994,16.3,0.0,221.39999999999998,25.489999999999995,305.36,121.51,261.12,791.43,275.91,1240.05,0.0,95.98,184.05,0.0,184.05,96.0,1056.0,72.84,69.03999999999999,0.0,10.93,14.98496557000765,1.48,0.17,1.33,0.9,0.68,8.435161189358373,10.611449139280126,9.899655712050079,10.374184663536775,12.157758998435055,13.46,13.01,4.3,2.88,9,2007,0.16610866789615386,96.09022556390977,127.8
2007-12-31,327.35,33.7,0.3505634674922601,0.40038129379175497,95.27999999999997,42.0,54.16999999999999,15.5,0.0,285.35,31.900000000000006,282.06,193.12,190.82,738.46,299.53,1212.12,0.0,70.25,159.7,0.0,159.7,96.0,1052.41,21.80000000000001,-6.699999999999999,-38.39999999999999,12.170000000000002,11.058197329376853,1.41,0.15,1.68,1.3,0.77,11.11786996904025,13.53008049535604,12.812260061919506,13.012582043343656,15.775356037151703,12.73,12.33,4.62,3.43,12,2007,38.4890350877193,96.13095238095238,161.5
2008-03-31,309.09,36.74,0.38,0.42999999999999994,112.19,46.67,59.81,13.0,0.0,262.42,39.06,316.06,165.34,183.24,803.78,291.13,1271.55,0.0,105.04,224.66,0.0,224.66,96.0,1046.89,100.83,-66.84,0.0,13.14,8.5525,1.19,0.21,0.38,0.43,1.13,11.56,14.36,14.04,14.479999999999999,17.84,12.35,11.89,3.58,2.76,3,2008,41.57421052631579,96.6842105263158,36.74
2008-06-30,249.36000000000007,25.39,0.2656285208433929,-0.0049466737824764365,84.92000000000002,29.0,42.36,12.8,0.0,220.34999999999997,17.909999999999997,241.89,148.09,192.22,779.42,281.18,1242.26,0.0,92.45,171.18,0.0,171.18,96.0,1071.08,25.090000000000003,-57.97,-41.28,13.36,12.045487396612842,1.15,0.16,0.65,0.43,0.66,8.17318525671978,9.873207790117496,9.480894897794945,9.660704973442781,11.54053758248833,11.64,11.13,4.55,3.43,6,2008,-0.47282591093117077,95.58461538461539,62.13
2008-09-30,217.56999999999994,18.1,0.18950517262869251,-0.0003273473379418554,70.0,18.049999999999997,32.60000000000001,13.5,0.0,199.51999999999998,9.260000000000005,261.18,127.03,199.68,745.76,293.63,1238.54,0.0,79.51,151.7,0.0,151.7,96.0,1086.84,23.17,-3.8700000000000045,0.0,14.549999999999997,17.80795718232044,1.19,0.14,0.84,0.43,0.51,5.847588183971084,6.8221862146329295,6.659753209522623,6.7590178237567,7.778736133615854,10.81,10.34,4.92,3.6,9,2008,-0.03126556776556555,95.51190476190477,80.23
2008-12-31,298.6200000000001,36.72,0.38305600684053015,0.0015643844540808305,91.45999999999998,40.650000000000006,55.44,12.0,0.0,257.98,32.7,249.1,189.17,171.08,751.7,284.96,1277.9,0.0,71.98,130.5,17.02,147.51,96.0,1130.39,11.449999999999989,-23.539999999999992,0.0,14.790000000000006,7.834885620915033,1.02,0.13,1.22,0.43,0.35,11.491680205215905,13.55139119281744,12.998785805899955,13.463476699444206,14.706838820008551,11.32,10.88,5.76,4.45,12,2008,0.14996291959405994,95.86065573770492,116.95
2009-03-31,290.43,38.28,0.4,0.0,102.63,43.07,57.2,10.8,0.0,247.36,37.17,160.71,200.49,152.8,765.4,272.07,1316.88,0.0,84.07,132.56,19.52,152.08,96.0,1164.8,56.75,-145.14,0.0,14.13,6.749999999999999,0.89,0.13,0.4,0.0,0.0,11.640000000000002,13.32,13.16,13.839999999999998,14.56,13.64,13.18,5.77,4.62,3,2009,0.0,95.7,38.28
2009-06-30,243.67000000000002,35.010000000000005,0.3630454359394188,0.54,86.13,36.24,49.959999999999994,11.8,0.0,207.41999999999996,23.019999999999996,127.18,151.69,170.38,737.27,260.7,1324.7,0.0,83.98,141.9,22.96,164.87,96.0,1159.83,83.31,-65.0,-51.84,13.72,8.127632819194515,0.98,0.14,0.76,0.54,0.71,10.5665329512894,11.808530495292672,12.076037658616457,12.55372902169464,12.82123618501842,14.38,13.72,5.2,3.99,6,2009,52.07447368421053,96.4342105263158,73.29
2009-09-30,197.36,16.14,0.16784300570278432,-0.0015326012111796016,69.23000000000002,16.569999999999993,29.849999999999994,11.2,0.0,180.80000000000007,8.799999999999997,222.2,123.76,191.9,727.92,250.53,1345.77,0.0,66.1,128.05,24.46,152.52,96.0,1193.26,17.05000000000001,77.97,0.0,13.280000000000001,16.678085501858735,0.9,0.13,0.93,0.54,0.58,4.800670915800067,5.356538074471653,5.407071452532707,5.659738342837974,5.681395504864139,12.82,12.23,5.68,4.19,9,2009,-0.1473769100169804,96.16129032258064,89.43
2009-12-31,295.64999999999986,38.91,0.40625993454885456,-0.0021716509071166815,98.75,45.120000000000005,58.03,11.5,0.0,250.53999999999996,34.7,225.13,176.22,165.56,774.45,243.15,1424.69,0.0,83.0,145.77,26.38,172.15,96.0,1252.54,41.27999999999997,-38.35000000000002,0.0,12.909999999999997,7.075026985350811,0.88,0.14,1.34,0.54,0.4,10.926573165030385,12.648630201028515,12.430341280972415,13.06095371669004,13.364132772323513,13.05,12.5,5.31,4.18,12,2009,-0.20799229658160812,95.77611940298507,128.34
2010-03-31,232.97,25.09,0.26,0.0,83.05,28.96,41.33,11.5,0.0,204.02,23.29,267.63,151.49,188.42,772.41,235.98,1443.51,0.0,100.86,139.28,27.78,167.06,96.0,1276.45,27.76,14.74,0.0,12.37,11.0575,0.86,0.13,0.26,0.0,0.0,6.96,8.4,7.879999999999999,8.24,8.88,11.11,10.77,5.55,4.19,3,2010,0.0,96.5,25.09
2010-06-30,231.17999999999998,29.110000000000003,0.3007675276752768,0.6,75.57000000000001,30.560000000000002,43.0,13.0,0.0,200.6,14.310000000000002,178.01,139.14,214.03,746.32,227.42,1426.28,0.0,94.72,140.77,29.21,169.98,96.0,1256.3,15.260000000000002,-47.28,-57.6,12.44,10.803692889041567,0.99,0.14,0.56,0.6,1.07,8.16369003690037,9.302309963099631,9.259343173431734,9.646044280442805,9.946811808118081,12.34,11.68,5.3,3.78,6,2010,58.07142857142856,96.78571428571428,54.2
2010-09-30,265.6,29.64,0.3075715648854962,-0.0026018947655396894,99.33999999999997,33.54999999999999,45.38000000000001,11.8,0.0,232.05999999999995,26.96999999999999,183.73,163.42,233.96,701.78,225.25,1498.47,0.0,103.28,162.82,32.28,195.1,96.0,1303.37,20.209999999999994,25.509999999999998,0.0,11.830000000000002,9.588987854251013,0.87,0.15,0.87,0.6,0.69,7.919083969465647,9.248358778625954,9.092805343511449,9.502900763358777,9.856431297709923,12.03,11.49,4.31,2.87,9,2010,-0.25073891625614664,96.36781609195403,83.84
2010-12-31,312.22,37.78,0.3945124157210985,-0.0037845408820010714,109.5,43.75,55.28,11.4,0.0,268.47,37.07000000000001,162.69,202.74,253.41,769.74,226.31,1563.23,0.0,115.33,182.31,35.4,217.7,96.0,1345.53,8.020000000000003,-29.060000000000002,0.0,11.530000000000001,7.2270222339862356,0.81,0.16,1.27,0.6,0.47,9.667107383654004,11.381838513402402,11.23273145864167,11.630350271336951,12.313757605656964,12.15,11.67,4.22,2.83,12,2010,-0.36242193863698446,95.76377952755905,121.62
2011-03-31,372.16,32.41,0.34,0.0,110.68,41.0,52.04,12.0,0.0,331.16,35.11,125.45,263.48,251.49,889.62,219.98,1632.88,0.0,149.69,208.99,74.97,283.96,96.0,1348.92,7.46,-44.7,0.0,11.04,8.8225,0.85,0.21,0.34,0.0,0.0,7.92,10.68,9.6,9.88,11.52,8.89,8.71,4.26,3.05,3,2011,0.0,95.3235294117647,32.41
2011-06-30,305.22999999999996,29.260000000000005,0.30365493757094214,0.6,90.53,34.72,45.9,11.4,0.0,270.50999999999993,17.28,190.26,208.8,301.02,860.34,225.56,1609.74,0.0,128.26,193.99,74.86,268.86,96.0,1340.88,11.739999999999998,110.67,-57.6,11.18,9.384336124401912,0.82,0.2,0.64,0.6,0.94,7.268740068104428,9.47023836549376,8.730079455164587,9.014755959137345,10.153461975028378,9.48,9.1,4.43,2.88,6,2011,57.815625,96.359375,61.67
2011-09-30,317.72,18.92,0.19720560863630723,-0.0026197419034618384,98.96000000000001,26.159999999999997,37.03999999999999,11.8,0.0,291.56000000000006,16.700000000000003,200.13,213.78,325.54,929.31,231.98,1671.28,0.0,129.65,208.08,78.89,286.98,96.0,1384.3,10.080000000000002,-0.21999999999999886,0.0,10.880000000000003,14.961542019027483,0.82,0.21,0.84,0.6,0.71,4.526338255366671,6.0382479215783595,5.46541258220623,5.6344459610373505,6.535957314803325,8.42,8.1,4.47,2.9,9,2011,-0.25133928571427333,95.9404761904762,80.59
2011-12-31,318.80000000000007,29.659999999999997,0.30937868480725617,-0.0004437965662455841,105.06,37.25,46.33000000000001,11.1,0.0,281.54999999999995,28.00999999999999,171.63,217.66,295.83,886.51,240.13,1674.19,0.0,100.75,150.51,79.68,230.19,96.0,1444.0,11.530000000000001,-40.03,0.0,9.079999999999998,8.967569959541471,0.74,0.16,1.15,0.6,0.52,7.091497505668933,9.25445804988662,8.221402267573694,8.501188208616778,9.824790929705216,8.71,8.39,5.89,3.92,12,2011,-0.04254658385093535,95.86956521739131,110.25
2012-03-31,366.61,39.06,0.41,0.0,119.42,44.91,55.37,11.1,0.0,321.7,37.51,166.63,286.76,267.03,930.4,233.39,1797.69,0.0,143.57,188.26,81.03,269.3,96.0,1528.39,40.9,-45.9,0.0,10.46,6.767499999999999,0.7,0.18,0.41,0.0,0.0,8.68,10.48,10.24,10.880000000000003,11.16,10.93,10.65,4.94,3.52,3,2012,0.0,95.26829268292684,39.06
2012-06-30,290.66999999999996,34.53999999999999,0.3613559782608695,0.6,95.08999999999999,38.34,49.17000000000001,12.0,0.0,252.33999999999997,19.770000000000003,162.37,203.58,301.91,879.31,233.28,1781.67,0.0,148.6,189.67,80.57,270.24,96.0,1511.43,78.99000000000001,-25.65,-57.6,10.829999999999998,8.2997104806022,0.76,0.18,0.77,0.6,0.78,7.752728260869564,9.216923913043477,9.141836956521736,9.686217391304346,9.817619565217392,11.73,11.2,4.64,3.04,6,2012,57.35064935064935,95.58441558441558,73.6
2012-09-30,271.47,19.460000000000008,0.2028390285837095,0.00221223006522817,90.84000000000003,22.510000000000005,33.62999999999998,13.7,0.0,248.95000000000005,14.299999999999997,36.31,197.56,322.13,851.31,235.77,1885.31,0.0,135.05,176.86,83.07,259.93,96.0,1625.38,-0.3100000000000023,-125.75000000000001,0.0,11.119999999999997,16.880873586844803,0.81,0.16,0.97,0.6,0.62,4.132061035890825,4.976875134321944,4.792856221792394,5.169258542875566,5.177623038899636,10.46,10.02,4.81,2.99,9,2012,0.21223724728879745,95.93814432989691,93.06
2012-12-31,320.02,22.299999999999997,0.2319694868238557,0.0012182392724880773,81.22999999999996,29.33,40.59,12.7,0.0,290.69000000000005,17.730000000000004,70.8,205.7,317.58,905.0,231.59,1888.98,0.0,122.48,166.65,100.26,266.9,96.0,1622.08,19.239999999999995,15.25,0.0,11.260000000000005,13.682834080717491,0.75,0.16,1.2,0.6,0.5,4.724445214979196,5.8610957004160875,5.497676837725381,5.8147018030513165,6.062135922330096,9.63,9.24,5.43,3.52,12,2012,0.11711340206185383,96.13333333333334,115.36
2013-03-31,308.2,26.96,0.28,0.0,93.2,29.16,39.36,12.9,0.0,279.04,19.87,110.65,259.72,335.53,1000.8,225.76,1958.05,0.0,179.76,194.5,173.48,367.98,96.0,1590.07,-14.29,54.14,0.0,10.2,11.5175,0.78,0.23,0.28,0.0,0.0,5.52,6.2,6.8,6.92,6.6,9.02,8.75,5.15,3.42,3,2013,0.0,96.28571428571428,26.96
