,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
1999-09-30,,,,,,,,3.9,0.0,,,86.2,335.17,472.3,928.91,779.29,1748.18,198.39,341.08,195.43,806.55,289.76,1096.3,455.72,651.88,,,,,,2.73,1.68,-0.37,,,,,,-3.92,-3.88,1.15,0.57,9,1999,,45.297297297297305,-16.76
1999-12-31,403.46,72.62,1.586043680630147,0.0,60.64,50.1,82.94999999999999,5.2,0.0,353.35999999999996,18.360000000000007,77.93,282.52,456.21,912.67,747.95,1689.41,175.98,312.24,124.8,662.45,302.46,964.91,455.72,724.5,63.080000000000005,28.89,-101.27,32.85,0.8192082071054805,3.27,1.33,1.22,17.21247404224848,0.0,40.09310418904404,0.0,28.18477622627999,6.76,6.68,1.38,0.69,12,1999,0.0,45.78688524590164,55.86
2000-03-31,1242.11,82.22,1.8,0.0,178.15,101.46,211.41,4.8,0.0,1140.65,105.6,56.71,325.2,490.67,894.83,719.22,1642.68,164.93,255.53,130.83,612.22,279.59,891.81,455.72,750.86,107.66,-4.37,-149.85,109.95,0.6675,2.91,1.19,1.8,20.04,0.0,43.79999999999999,0.0,39.4,6.71,6.62,1.46,0.66,3,2000,0.0,45.67777777777778,82.22
2000-06-30,428.6400000000001,30.210000000000008,0.6636902961842926,0.0,57.5,45.58,79.00000000000003,4.3,0.0,383.05999999999995,36.5,96.62,323.79,455.59,902.67,678.05,1608.35,154.82,253.12,166.36,634.53,204.49,839.02,455.72,769.33,54.28,-3.0300000000000002,-11.370000000000005,33.42,1.61890268123138,2.55,1.09,2.47,7.512866672596284,0.0,15.702858667615407,0.0,16.229511696166508,6.83,6.73,1.42,0.7,6,2000,0.0,45.51821862348178,112.43
2000-09-30,-1250.19,-93.91000000000001,-2.079001079913607,0.0,-188.99,-111.96,-225.05,4.0,0.0,-1138.23,-116.53,135.64,288.18,469.91,916.22,649.0,1592.76,307.73,74.8,168.99,619.75,185.16,804.91,455.72,787.85,-77.06,10.55,112.19999999999999,-113.09,-0.48119263124267914,2.31,1.02,0.41,-23.52820734341253,-42.59416846652268,-47.664902807775384,-52.12714902807775,-73.221403887689,4.51,4.4,1.48,0.72,9,2000,0.0,45.170731707317074,18.52
2000-12-31,354.96,10.850000000000001,0.2364317330609466,0.0,34.28,24.18,52.31,6.5,0.0,330.78,17.75,76.82,266.81,445.25,812.8,623.19,1463.42,239.53,50.11,177.33,534.62,130.1,664.72,455.72,798.7,56.890000000000015,-2.2399999999999998,-113.48999999999998,28.129999999999995,6.8755576036866355,3.71,0.83,0.64,2.9701736465781408,5.556145726932244,5.437929860401771,5.703915560095336,9.427715355805244,3.87,3.79,1.52,0.69,12,2000,0.0,45.890625,29.37
2001-03-31,1123.17,37.46,0.82,0.0,105.76,79.96,164.28,4.4,0.0,1043.21,53.18,38.99,284.87,475.03,825.67,602.5,1455.4,243.32,52.63,176.63,541.16,107.44,648.6,455.72,806.79,128.66,-4.2,-182.12,84.32,1.3425,2.49,0.8,0.82,10.28,20.64,18.56,19.24,35.0,3.42,3.34,1.53,0.65,3,2001,0.0,45.6829268292683,37.46
2001-06-30,377.80999999999995,2.960000000000001,0.06517565561603168,0.0,24.049999999999997,14.39,42.870000000000005,6.1,0.0,363.4200000000001,7.469999999999999,43.74,324.8,463.54,858.64,578.76,1461.93,301.72,60.48,172.62,605.2,46.98,652.18,455.72,809.74,12.280000000000001,-1.5999999999999996,-5.939999999999998,28.480000000000004,23.38488175675675,3.43,0.81,0.89,0.8084710539336963,1.8014844136566062,1.4616922315685308,1.4997723899059874,3.22509648688768,2.76,2.69,1.42,0.65,6,2001,0.0,45.41573033707865,40.42
2001-09-30,-1146.42,-22.57,-0.49312605042016805,0.0,-90.43,-66.74,-155.28,4.9,0.0,-1079.68,-38.959999999999994,61.12,276.16,416.96,784.88,561.44,1370.85,215.58,62.1,166.04,503.88,39.38,543.26,455.72,827.59,-16.61,-1.12,88.02,-88.53999999999999,-2.4833407177669473,2.7,0.66,0.39,-6.57501400560224,-9.407327731092437,-10.924638655462186,-11.177523809523809,-16.08349579831933,5.12,5.03,1.56,0.73,9,2001,0.0,45.769230769230774,17.85
2001-12-31,322.93,4.689999999999998,0.10195652173913039,0.0,22.409999999999997,13.020000000000003,30.990000000000002,5.05,0.0,309.91,6.669999999999998,32.96,253.31,415.99,720.47,546.11,1290.73,216.17,48.98,132.56,452.44,6.0,458.44,455.72,832.28,40.290000000000006,-2.33,-66.12999999999998,17.969999999999995,12.387388059701498,2.77,0.55,0.49,1.4565217391304341,2.455279503105589,2.255527950310558,2.297142857142856,4.0366459627329165,3.39,3.33,1.59,0.67,12,2001,0.0,46.0,22.54
2002-03-31,1001.19,24.62,0.54,0.0,78.99,45.96,103.03,5.8,0.0,955.23,30.32,70.09,266.96,338.96,682.34,557.96,1264.38,191.46,43.7,110.7,397.43,32.59,430.02,455.72,834.37,247.98,-35.94,-185.7,57.07,2.685,3.17,0.52,0.54,7.799999999999999,13.52,11.8,12.0,21.2,2.5,2.46,1.72,0.86,3,2002,0.0,45.59259259259259,24.62
