,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2011-06-30,,,,,,,,,,,64.61,7.7,48.4,123.68,71.21,198.5,0.0,1.72,0.89,37.91,6.15,44.05,93.0,154.45,,,,,,0.0,0.29,0.25,0.0,0.0,,,,,,16.22,16.12,3.26,1.99,6,2011,,91.44,22.86
2011-09-30,77.55000000000001,13.46,0.12600220264317183,0.0,60.269999999999996,19.54,21.189999999999998,,57.999999999999986,19.240000000000002,128.88,7.83,44.77,185.04,72.28,261.01,0.0,1.7,0.87,30.03,6.07,36.1,150.0,224.91,9.25,-1.75,56.78,1.65,0.0,0.0,0.16,0.34,0.0,0.0,20.634713656387664,0.0,23.940418502202643,0.0,34.242951541850225,16.65,16.56,6.16,4.67,9,2011,0.0,106.8235294117647,36.32
2011-12-31,75.71999999999997,13.839999999999996,0.11036682615629982,0.0,59.46000000000001,17.980000000000004,19.700000000000003,7.9,57.75,14.819999999999993,53.58,11.69,42.3,334.94,71.08,410.22,0.0,1.64,0.86,32.61,5.99,38.6,200.0,371.61,18.259999999999998,-226.2,132.63,1.7200000000000006,17.894869942196536,4.25,0.1,0.4,0.0,0.0,13.497862838915468,0.0,14.899521531100477,0.0,20.84829346092504,17.25,17.0,10.27,8.97,12,2011,0.0,125.39999999999999,50.16
2012-03-31,65.4,12.41,0.06,0.0,53.33,15.95,17.79,7.35,49.46,13.73,282.08,10.39,43.68,337.86,82.25,424.12,0.0,18.36,0.84,34.18,5.91,40.09,200.0,384.02,16.54,212.19,-0.23,1.84,30.624999999999996,3.83,0.1,0.06,0.0,0.0,11.72,0.0,12.92,0.0,16.36,19.64,18.98,9.88,8.61,3,2012,0.0,206.83333333333334,12.41
2012-06-30,62.609999999999985,10.899999999999999,0.056113256113256106,0.25,50.71000000000001,14.34,16.200000000000003,6.1,48.27,12.469999999999999,54.51,9.3,42.9,291.36,81.84,377.18,0.0,16.8,0.85,26.42,5.84,32.26,200.0,344.92,6.060000000000002,-183.43,-50.21,1.86,27.175396788990827,3.54,0.09,0.12,0.25,2.08,11.559330759330757,19.677048477048476,12.644187044187042,17.469927069927067,16.16061776061776,18.81,18.21,11.03,9.4,6,2012,48.5625,194.25,23.31
2012-09-30,75.48000000000002,14.489999999999998,0.07283333333333333,0.005902777777777741,62.45,19.240000000000002,21.159999999999997,7.15,56.230000000000004,17.570000000000004,205.39,7.7,44.55,307.39,82.11,393.46,0.0,21.4,0.87,28.3,5.75,34.05,200.0,359.41,18.259999999999998,132.84,-0.21000000000000085,1.92,24.541304347826088,3.98,0.09,0.19,0.25,1.32,14.735333333333333,23.214666666666666,16.130666666666666,19.84133333333333,20.792,19.12,18.58,10.86,9.29,9,2012,1.1743421052631504,198.9473684210526,37.8
2012-12-31,90.88,17.93,0.09008433518751123,0.00011096735198843221,72.85999999999999,22.47,24.449999999999996,8.1,68.41,19.879999999999995,84.14,7.68,40.77,330.41,88.08,423.54,0.0,27.9,0.88,40.53,5.66,46.2,200.0,377.34,32.459999999999994,-153.5,-0.21000000000000085,1.9799999999999995,22.480046012269938,4.29,0.12,0.28,0.25,0.89,16.93585501525211,22.225092409833124,19.007794724564867,19.14935582271667,24.194078593217302,19.49,18.93,8.15,7.15,12,2012,0.022086466165411878,199.03571428571425,55.73
2013-03-31,65.51,10.96,0.05,0.0,54.62,13.84,15.91,8.25,51.67,12.12,244.78,4.39,41.1,337.86,87.68,433.08,0.0,22.42,0.0,36.58,5.58,42.16,200.0,390.91,14.95,145.91,-0.21,2.07,41.25,4.22,0.11,0.05,0.0,0.0,10.12,12.92,11.2,11.32,13.96,17.22,16.73,9.24,8.11,3,2013,0.0,219.20000000000002,10.96
2013-06-30,90.82000000000001,21.049999999999997,0.10521711965010934,0.27,71.02000000000001,26.919999999999998,28.959999999999997,8.85,63.89999999999999,25.200000000000003,234.16,12.02,42.96,304.4,86.02,399.02,0.0,23.37,0.92,35.55,5.49,41.05,200.0,357.97,14.100000000000001,29.49000000000001,-54.22,2.0400000000000005,21.026996437054635,4.94,0.11,0.16,0.27,1.69,21.09603248984692,27.6194939081537,23.516026241799434,23.9631990003124,29.487097781943145,20.97,20.48,8.56,7.35,6,2013,54.016875,200.06249999999997,32.01
2013-09-30,90.36999999999998,21.46,0.10836356835608754,-0.0027614783991023006,74.88000000000001,27.110000000000007,29.199999999999996,9.4,63.26000000000002,25.54,261.53,14.98,43.29,322.94,84.66,417.48,0.68,24.6,0.7,32.41,5.64,38.06,200.0,379.43,15.459999999999997,11.460000000000008,0.46000000000000085,2.09,21.683256057781918,4.95,0.1,0.27,0.27,1.0,20.564997194688612,26.874164952309705,22.619891527959606,23.22993828314943,28.302958668412195,22.15,21.67,9.96,8.63,9,2013,-0.546875,198.037037037037,53.47
