,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,cash,account_receivable,total_asset,total_liability,cash_flow_operation,cash_flow_financing,month,year,EPS,operating_profit,cash_flow_investment,depreciation,dividend,P/E,ROA%,ROAA%,ROE%,ROAE%,ROCE%,number_of_shares,return_old
2017-09-30,,,,,,,,10.6,,1.45,50.16,3654.81,2.75,,,9,2017,,,,,,,,,,,,,
