,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2009-12-31,,,,,,,,,0.0,,,2.45,73.5,67.42,146.24,51.39,198.24,27.31,30.64,1.01,107.88,0.74,108.62,60.0,89.62,,,,,,0.0,1.21,0.1,0.0,0.0,,,,,,7.99,7.89,1.36,0.73,12,2009,,236.29999999999998,23.63
2010-03-31,86.23,8.83,0.04,0.0,23.15,13.06,15.06,,0.0,73.17,13.19,5.52,71.06,69.15,150.64,52.31,211.77,20.19,32.41,1.32,111.72,1.59,113.32,60.0,98.45,14.07,-7.9,-3.1,2.0,0.0,0.0,1.15,0.04,0.0,0.0,16.68,0.0,35.88,0.0,52.2,10.37,10.24,1.35,0.73,3,2010,0.0,220.75,8.83
2010-06-30,75.14999999999999,3.9800000000000004,0.01553473848555816,0.05,18.480000000000004,4.33,6.450000000000001,1.54,0.0,70.82000000000001,5.58,40.02,70.36,81.74,195.18,52.95,256.81,4.4,36.62,32.0,87.81,1.28,89.09,80.0,167.72,-5.15,-1.25,40.9,2.12,24.783165829145727,0.73,0.53,0.05,0.05,1.0,6.201467603434817,0.0,9.494832162373147,0.0,12.788196721311476,8.03,7.94,2.22,1.29,6,2010,12.81,256.2,12.81
2010-09-30,85.92000000000002,4.959999999999999,0.016747326955543047,0.006747326955543055,20.839999999999996,7.309999999999999,9.549999999999997,1.33,0.0,78.62,10.190000000000001,9.82,73.11,97.4,182.26,51.99,245.28,2.5,41.01,1.55,86.2,2.4,88.6,80.0,156.68,-8.75,-3.33,-18.109999999999996,2.24,19.85690020161291,0.68,0.57,0.06,0.05,0.83,8.083376477208779,0.0,12.660979178390544,0.0,17.33906584130557,7.26,7.19,2.11,0.98,9,2010,1.9983333333333348,296.1666666666667,17.77
2010-12-31,101.40999999999997,6.670000000000002,0.021833060556464817,0.0015275504637206712,24.450000000000003,9.970000000000002,12.27,1.28,0.0,91.43,7.43,9.95,80.84,85.25,178.08,59.84,245.76,0.0,33.65,1.6,80.13,2.28,82.41,80.0,163.35,10.68,-7.84,-2.710000000000001,2.3,14.656671664167913,0.63,0.5,0.08,0.05,0.63,10.851031096563014,17.051620294599022,16.331129296235684,21.090736497545013,22.848297872340428,7.09,7.01,2.22,1.16,12,2010,0.466666666666665,305.5,24.44
2011-03-31,86.46,7.33,0.02,0.0,22.34,8.4,10.77,1.22,0.1,78.06,9.34,9.42,74.07,95.39,188.96,67.44,264.12,5.43,36.47,1.58,91.06,3.13,94.19,80.0,169.93,3.56,-9.09,5.0,2.37,15.25,0.57,0.55,0.02,0.0,0.0,11.12,14.12,17.24,21.84,19.4,8.61,8.48,2.08,1.03,3,2011,0.0,366.5,7.33
2011-06-30,81.46,2.959999999999999,0.008629737609329443,0.05,19.470000000000002,3.92,6.530000000000001,1.2,0.16,77.53999999999999,6.4,5.5,69.02,114.5,195.59,74.86,278.12,28.84,39.31,1.38,118.11,3.12,121.23,80.0,156.89,-6.9399999999999995,-9.79,12.809999999999999,2.6100000000000003,34.76351351351352,0.61,0.77,0.03,0.05,1.67,4.257337220602526,5.3044120505344985,7.548143828960153,7.2950048590864895,8.85986394557823,6.21,6.13,1.66,0.69,6,2011,17.150000000000002,343.0,10.29
2011-09-30,104.50000000000003,3.99,0.01397058823529412,-0.010049019607843148,23.78,5.120000000000001,8.189999999999998,0.88,0.33,99.38,7.279999999999999,6.25,86.2,107.12,205.54,76.55,289.46,32.59,44.62,1.39,125.38,3.2,128.58,80.0,160.87,4.56,-4.5,0.7000000000000028,3.0700000000000003,15.74736842105263,0.44,0.8,0.05,0.05,1.0,5.51,7.287058823529412,9.924705882352944,10.047647058823532,11.88058823529412,5.31,5.24,1.64,0.78,9,2011,-2.8700000000000028,285.59999999999997,14.28
2011-12-31,108.31,5.540000000000001,0.016770938446014128,0.006770938446014136,25.83,6.209999999999997,8.850000000000005,1.17,0.48,102.1,9.260000000000002,1.68,94.07,107.94,211.55,75.96,294.72,37.89,34.32,1.28,125.34,2.95,128.3,80.0,166.42,-12.15,-1.6900000000000013,9.27,2.639999999999999,17.440884476534293,0.56,0.77,0.06,0.05,0.83,7.524561049445007,9.783047426841575,13.31612512613522,13.439112008072657,15.608153380423818,5.27,5.21,1.69,0.83,12,2011,2.23666666666667,330.33333333333337,19.82
2012-03-31,125.06,14.53,0.05,0.0,34.17,15.98,18.48,1.22,0.14,109.09,18.83,1.8,108.08,113.18,231.79,78.5,321.21,32.28,51.55,1.39,137.03,3.23,140.26,80.0,180.95,17.26,-8.19,-8.95,2.5,6.1,0.54,0.78,0.05,0.0,0.0,18.08,21.84,32.12,33.12,34.72,11.71,11.62,1.69,0.87,3,2012,0.0,290.59999999999997,14.53
2012-06-30,105.99000000000001,8.640000000000002,0.026102719033232635,0.0,28.46,9.46,12.129999999999999,1.26,0.16,96.53,11.270000000000003,0.96,107.56,131.39,247.46,87.59,342.37,31.8,47.31,1.49,144.47,8.31,152.78,96.0,189.59,-9.450000000000003,-5.17,13.77,2.67,12.067708333333332,0.64,0.81,0.07,0.0,0.0,10.098023305999137,12.230988347000434,18.22715580492016,19.942477341389733,19.166853690116533,10.12,10.03,1.71,0.8,6,2012,0.0,331.0,23.17
2012-09-30,110.47999999999996,5.649999999999999,0.015683553088133236,0.0,27.660000000000004,6.620000000000001,9.329999999999998,3.64,0.16,103.83999999999997,6.759999999999998,1.34,108.14,152.32,266.78,93.1,367.03,33.73,47.61,2.2,156.99,14.8,171.79,96.0,195.24,-7.029999999999999,-10.57,17.99,2.71,58.02256637168143,1.79,0.88,0.08,0.0,0.0,6.155794587092295,7.661415683553086,11.574462179042328,12.695836224843855,11.96655100624566,8.55,8.44,1.7,0.73,9,2012,0.0,360.25,28.82
2012-12-31,122.04000000000002,3.9200000000000017,0.010775809407452661,0.0,33.11999999999999,4.719999999999999,7.460000000000001,2.3,0.21,117.33000000000004,6.82,2.13,115.78,151.71,274.87,98.27,381.49,37.6,46.06,2.92,163.73,18.61,182.34,96.0,199.16,-4.08,-5.300000000000001,10.169999999999998,2.7399999999999993,53.369540816326506,1.11,0.92,0.09,0.0,0.0,4.109175320708615,5.210702504581555,7.873524740378745,8.57754428833232,8.089040928527798,7.15,7.06,1.68,0.75,12,2012,0.0,363.7777777777778,32.74
2013-03-31,114.41,7.75,0.02,0.04,32.67,9.09,11.75,2.3,0.44,105.32,10.29,2.24,101.55,166.09,275.43,103.0,386.06,36.78,35.94,4.01,158.39,20.2,178.59,96.0,207.47,2.9,-5.35,2.56,2.66,28.75,1.06,0.86,0.02,0.04,2.0,8.04,10.28,14.96,15.96,15.96,6.92,6.77,1.74,0.69,3,2013,15.5,387.5,7.75
