,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2004-09-30,,,,,,,,,,,108.71,77.11,0.0,209.26,4.92,215.5,0.0,16.67,0.17,38.73,0.27,39.0,125.0,176.5,,,,,,0.0,0.22,0.14,,,,,,6.22,6.21,0.0,5.4,5.4,9,2004,,100.2142857142857,14.03
2004-12-31,22.110000000000014,-12.19,-0.1325,0.0,-7.960000000000001,-12.98,-12.66,3.78,35.09,-15.55,98.69,52.2,2.11,183.86,4.62,203.18,0.0,11.62,0.17,40.87,0.23,41.1,125.0,162.08,-0.020000000000003126,-9.889999999999999,-0.10000000000000853,0.31999999999999995,-7.132075471698113,2.92,0.25,0.02,-24.115,-0.0,-30.209999999999994,-0.0,-31.004999999999995,0.74,0.74,0.0,4.5,4.45,12,2004,0.0,92.0,1.84
2005-03-31,42.54,-2.87,-0.02,0.0,2.84,-2.86,-2.5,4.0,45.41,-4.0,105.06,36.73,1.54,187.91,5.96,209.45,0.0,10.42,0.17,47.07,0.18,47.26,125.0,162.2,5.48,0.93,-0.04,0.36,-50.0,3.08,0.29,-0.02,-5.48,0.0,-7.079999999999999,0.0,-7.04,-6.93,-6.75,0.0,3.99,3.96,3,2005,0.0,143.5,-2.87
2005-06-30,86.71000000000001,0.73,0.0068224299065420555,0.0,4.75,0.73,1.08,3.86,85.97,-0.16000000000000014,101.13,33.84,3.07,239.31,4.28,258.93,0.0,17.89,0.18,95.99,0.14,96.12,125.0,162.81,-3.7100000000000004,-0.18000000000000005,-0.04,0.35,141.44520547945208,2.96,0.59,-0.02,1.1325233644859811,-0.0,1.7874766355140186,-0.0,1.7874766355140186,-1.68,-1.66,0.0,2.49,2.46,6,2005,0.0,107.0,-2.14
2005-09-30,112.19999999999999,0.8600000000000001,0.006718750000000001,0.0,5.359999999999999,0.8599999999999999,1.17,3.86,111.34,0.3400000000000003,102.59,43.56,10.32,244.23,4.83,265.29,0.0,17.46,0.18,100.93,0.09,101.03,125.0,164.26,0.8599999999999999,0.6499999999999999,-0.05,0.31000000000000005,143.62790697674416,2.94,0.62,-0.01,1.29,1.4243750000000002,2.0962500000000004,2.0156250000000004,2.0693750000000004,-0.54,-0.53,0.0,2.42,2.32,9,2005,0.0,128.0,-1.28
2005-12-31,143.75,3.54,0.031327433628318586,0.0,6.920000000000002,4.25,4.66,2.96,139.50000000000003,-0.30000000000000027,64.45,71.46,10.04,268.07,7.51,277.77,0.0,25.41,0.48,110.26,1.0,111.26,125.0,166.51,-53.120000000000005,15.069999999999999,-0.1,0.4099999999999999,23.621468926553668,2.22,0.67,0.02,5.075044247787612,7.76920353982301,8.521061946902655,8.64637168141593,11.152566371681418,0.6,0.59,0.0,2.43,2.34,12,2005,0.0,112.99999999999999,2.26
2006-03-31,165.92,3.39,0.03,0.0,9.47,4.39,4.93,3.46,161.53,3.51,48.0,84.36,16.14,315.07,8.35,326.15,0.0,47.41,0.48,155.38,0.87,156.26,125.0,169.9,-14.96,-1.37,-0.12,0.54,28.8325,2.55,0.92,0.03,4.16,6.56,8.0,8.16,10.28,2.05,2.04,0.0,2.03,1.92,3,2006,0.0,113.00000000000001,3.39
2006-06-30,124.20000000000002,-9.35,-0.07843959731543625,0.0,-5.140000000000001,-10.3,-9.739999999999998,2.6,134.51000000000002,-11.03,35.14,150.88,17.28,356.96,8.06,380.42,0.0,29.31,0.44,219.07,0.8,219.87,125.0,160.55,-12.509999999999998,-0.24,-0.12,0.56,-8.286631016042781,2.02,1.37,-0.05,-9.852013422818793,-11.609060402684564,-23.280872483221476,-23.155369127516778,-22.967114093959733,-2.07,-2.05,0.0,1.63,1.55,6,2006,0.0,119.19999999999999,-5.96
2006-09-30,244.11,6.73,0.08740259740259741,0.0,12.270000000000001,8.370000000000001,9.03,2.5,235.72999999999996,6.52,31.62,176.35,31.58,456.34,9.47,488.16,0.0,82.05,0.53,319.76,1.12,320.88,125.0,167.28,-1.8599999999999994,-1.4999999999999998,-0.15000000000000002,0.6599999999999999,7.1508172362555715,1.87,1.92,0.01,5.5937662337662335,22.724675324675328,16.08207792207792,16.08207792207792,51.04311688311689,0.15,0.14,0.0,1.43,1.33,9,2006,0.0,77.0,0.77
2006-12-31,290.78999999999996,6.390000000000001,0.053547486033519553,0.0,21.229999999999997,8.93,9.620000000000001,2.4,281.86,8.35,5.45,88.83,78.52,539.01,9.26,572.45,4.59,167.6,0.64,397.91,0.86,398.78,125.0,173.67,-30.14,-0.4700000000000002,4.4399999999999995,0.6900000000000002,11.205007824726133,1.73,2.3,0.06,4.462290502793296,9.567150837988828,14.707709497206706,15.028994413407823,23.31100558659218,0.87,0.87,0.0,1.35,1.16,12,2006,0.0,119.33333333333334,7.16
2007-03-31,382.03,16.56,0.13,0.0,30.21,22.0,22.71,2.68,360.03,21.63,27.08,257.41,8.48,612.71,9.01,645.71,53.02,201.43,0.45,454.58,0.89,455.48,125.0,190.23,-26.18,-0.46,48.27,0.71,5.155,1.76,2.39,0.13,10.24,18.12,34.84,36.8,46.04,4.34,4.33,0.0,1.35,1.33,3,2007,0.0,127.38461538461537,16.56
2007-06-30,178.75,1.1799999999999997,0.00931228861330327,0.0,10.589999999999996,1.9899999999999984,2.6999999999999993,3.34,176.76,1.5500000000000007,68.34,95.16,2.23,484.09,8.38,515.92,0.0,168.88,0.46,323.73,0.78,324.51,125.0,191.41,94.47,-0.08000000000000002,-53.13,0.71,89.67720338983052,2.18,1.7,0.14,0.9152649379932354,1.4234498308906423,2.466426155580608,2.6819391206313408,3.320496054114994,3.17,3.16,0.0,1.5,1.49,6,2007,0.0,126.7142857142857,17.74
2007-09-30,88.14999999999998,-7.149999999999999,-0.054013220018885734,0.0,5.380000000000003,-7.919999999999998,-7.109999999999999,2.94,96.07000000000005,-8.23,51.09,117.06,33.91,441.27,8.65,473.88,0.0,156.02,0.46,288.95,0.66,289.61,125.0,184.27,-16.040000000000006,-1.0999999999999999,-0.10999999999999943,0.81,-13.607779720279723,1.99,1.57,0.08,-6.022474032105759,-9.020207743153916,-15.528800755429646,-16.257979225684604,-23.46874409820585,1.63,1.63,0.0,1.53,1.41,9,2007,0.0,132.375,10.59
2007-12-31,58.270000000000095,0.10999999999999943,0.0009252336448598084,0.0,9.219999999999999,0.3500000000000014,1.1499999999999986,3.06,57.91999999999996,-2.9499999999999993,48.26,32.44,2.42,256.24,9.76,312.63,0.0,43.65,0.47,130.71,0.54,131.25,125.0,181.39,25.47,-28.18,-0.11000000000000032,0.7999999999999998,826.818181818186,2.11,0.72,0.09,0.14063551401869087,0.1525607476635506,0.24261682242990532,0.24796261682242868,0.37132710280373643,1.52,1.51,0.0,1.96,1.94,12,2007,0.0,118.88888888888889,10.7
2008-03-31,127.74,0.24,0.0,0.0,8.62,0.7,1.8,2.76,127.05,-0.38,7.66,53.83,2.46,188.25,20.49,320.57,24.88,86.02,0.48,138.83,0.42,139.25,125.0,181.33,-57.05,-7.93,24.38,1.1,0.0,1.9,0.77,0.0,0.28,0.56,0.52,0.52,1.56,0.19,0.19,0.0,1.36,1.34,3,2008,0.0,inf,0.24
2008-06-30,97.11,-7.220000000000001,-0.062063037249283665,0.0,5.760000000000002,-6.99,-5.39,2.64,104.10000000000001,-9.049999999999999,4.93,42.89,82.57,267.03,27.61,398.49,43.14,129.7,0.48,230.23,0.29,230.52,125.0,167.97,-6.280000000000001,-14.280000000000001,17.830000000000002,1.6,-10.634349030470913,1.96,1.37,-0.06,-7.240687679083095,-5.709799426934097,-17.212148997134673,-16.053638968481376,-15.47438395415473,-3.15,-3.1,0.0,1.16,0.8,6,2008,0.0,116.33333333333334,-6.98
2008-09-30,194.77,-2.74,-0.02255144032921811,0.0,7.08,-1.0099999999999998,0.9099999999999997,2.84,195.76000000000002,-2.030000000000001,1.08,86.63,77.72,360.88,28.4,491.92,147.0,125.69,0.49,331.37,0.16,331.54,125.0,160.39,-107.08,1.2200000000000024,102.01999999999998,1.92,-31.483576642335763,2.21,2.07,-0.08,-2.2325925925925927,-1.702633744855967,-6.833086419753085,-6.359506172839506,-5.1304526748971195,-2.34,-2.32,0.0,1.09,0.85,9,2008,0.0,121.5,-9.72
2008-12-31,295.77,3.3200000000000003,0.025937500000000002,0.0,8.48,6.24,8.3,1.76,289.55,1.3800000000000008,20.44,140.57,33.83,382.1,32.01,511.75,125.01,115.76,4.9,352.62,0.79,353.41,125.0,158.34,50.14,-10.930000000000003,-19.859999999999985,2.0599999999999996,16.96385542168675,1.39,2.23,-0.05,2.59375,0.5395000000000001,8.383000000000001,7.82275,1.3902500000000002,-0.91,-0.89,0.0,1.08,0.99,12,2008,0.0,128.0,-6.4
2009-03-31,266.46,1.1,0.01,0.0,10.22,2.53,4.74,1.77,263.93,2.86,17.08,176.7,33.46,396.12,31.48,527.74,74.37,127.75,4.42,370.41,0.04,370.45,125.0,157.29,51.1,-1.16,-53.3,2.21,44.25,1.41,2.36,0.01,0.84,2.4,2.8,2.5999999999999996,6.44,0.42,0.41,0.0,1.07,0.98,3,2009,0.0,110.0,1.1
2009-06-30,138.97000000000003,0.47,0.0029936305732484077,0.0,5.859999999999998,1.85,4.07,1.82,137.12,-5.18,17.41,128.8,21.14,331.69,31.84,469.23,107.29,76.63,3.2,308.15,0.0,308.15,125.0,161.08,-25.610000000000003,-4.35,30.289999999999996,2.2199999999999998,151.98936170212767,1.41,1.91,0.01,0.3951592356687898,1.2094267515923565,1.161528662420382,1.1375796178343949,3.2570700636942673,0.39,0.39,1.56,1.08,1.01,6,2009,0.0,157.0,1.57
2009-09-30,131.8,0.6700000000000002,0.005982142857142858,0.0,9.39,2.1799999999999997,4.629999999999999,1.99,129.62999999999994,0.4099999999999999,33.14,90.27,22.76,283.34,34.63,426.02,76.14,88.11,2.06,261.14,0.64,261.77,125.0,164.24,52.17,-2.5199999999999996,-33.91,2.45,83.1641791044776,1.51,1.59,0.02,0.634107142857143,1.7108928571428574,1.6271428571428574,1.6510714285714287,4.761785714285715,0.42,0.42,1.53,1.09,1.0,9,2009,0.0,112.00000000000001,2.24
