,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,6131.05,3293.56,1.48,0.0,3447.76,3373.73,4668.41,53.0,0.0,2757.32,1115.46,3581.63,439.49,759.92,13585.97,9018.14,107913.58,11.95,960.29,3386.26,8420.52,68127.3,76547.82,29250.0,30897.02,1016.9,1274.1,-1559.16,1294.68,8.9525,50.17,2.48,1.48,0.0,0.0,12.2,0.0,42.64,0.0,13.56,85.28,53.72,1.61,1.52,3,2000,0.0,2225.3783783783783,3293.56
2000-06-30,2884.2400000000007,-3427.4,-1.5364913329348475,0.0,-733.9100000000003,-2870.84,-384.6199999999999,41.5,0.0,5755.08,-87.42000000000007,649.58,5990.28,754.29,14523.6,67335.73,96778.16,0.0,1727.13,0.0,9047.34,69546.47,78593.81,29250.0,17704.73,-222.92999999999995,-1893.69,511.8000000000002,2486.2200000000003,-6.752429888545253,68.56,4.44,-0.06,0.0,0.0,-14.34058577405858,0.0,-77.84889420203228,0.0,58.386670651524206,-1.41,-1.48,1.61,1.52,6,2000,0.0,2230.666666666667,-133.84
2000-09-30,4615.299999999999,-4679.9,-2.1096658731049036,0.0,1284.31,252.56000000000006,2222.2200000000003,27.75,0.0,4362.74,443.09000000000015,893.65,5921.11,1039.89,13979.13,66044.01,93745.06,0.0,1450.59,0.0,7446.45,73576.56,81023.01,29250.0,12261.85,1528.09,209.40000000000003,-1242.11,1969.6600000000003,-3.288944988140772,66.2,6.61,-2.17,0.0,0.0,-19.949467150282317,0.0,-152.67369986746272,0.0,3.4221308172024245,-33.64,-35.32,1.88,1.74,9,2000,0.0,2218.3133640552996,-4813.74
2000-12-31,7124.060000000001,1505.5899999999997,0.787349636503786,0.0,1581.83,297.94000000000005,2290.699999999999,18.0,0.0,6826.119999999999,1078.2799999999997,1054.62,5834.25,875.72,13601.18,64262.6,88383.65,0.0,1700.68,0.0,6100.78,73655.99,79756.77,29250.0,8128.24,906.5799999999999,165.56,-937.7900000000004,1992.7599999999993,5.71283682808733,64.77,9.81,-1.73,0.0,0.0,6.808526336472045,-0.0,74.09278660278402,-0.0,-2.330190831733748,-17.06,-15.94,2.23,2.09,12,2000,0.0,1912.2254335260116,-3308.15
2001-03-31,4744.86,-1277.55,-0.65,0.0,1445.19,396.4,2326.61,19.0,0.0,4348.47,644.68,1158.25,5744.03,791.4,13848.48,62613.81,86439.45,0.0,1673.45,0.0,6024.05,73640.92,79664.97,29250.0,6277.45,1081.28,-596.2,-381.44,1930.21,-7.307500000000001,88.53,12.69,-0.65,0.0,0.0,-5.92,1.64,-81.4,-27.48,1.96,-25.64,-26.92,2.3,2.17,3,2001,0.0,1965.4615384615383,-1277.55
2001-06-30,4859.349999999999,-1371.1299999999999,-0.6988482942446804,0.0,1374.4299999999998,335.80000000000007,2276.03,18.75,0.0,4523.54,576.43,1096.27,5820.56,879.86,14474.79,62184.92,86257.88,0.0,1653.46,0.0,7522.62,73546.69,81069.31,29250.0,4702.17,1459.1699999999998,-1294.1399999999999,-227.02000000000004,1940.23,-6.708000918950063,116.63,17.24,-1.35,0.0,0.0,-6.35693115061087,1.6565292900614645,-116.64036863645288,-48.95044052131628,1.9257152996964526,-26.3,-27.58,1.92,1.81,6,2001,0.0,1961.985185185185,-2648.68
2001-09-30,5129.68,-520.8400000000001,-0.2727840177692522,0.0,1460.9099999999999,534.26,2545.7299999999996,9.2,0.0,4595.41,556.99,1164.46,6092.49,963.98,14573.66,61251.69,82940.5,0.0,1400.48,0.0,7610.39,73058.92,80669.31,29250.0,1809.34,789.4700000000003,-199.47000000000003,-521.71,2011.4699999999998,-8.428279702019813,148.73,44.58,-1.66,0.0,0.0,-2.5109275852495023,0.9399545672530858,-115.14772104293398,-29.61185542290316,1.1042822888008283,-20.84,-21.51,1.91,1.79,9,2001,0.0,1909.3493975903616,-3169.52
2001-12-31,5321.389999999999,-255.61000000000013,-0.13507636206508955,0.0,1429.79,-945.8100000000001,1162.4299999999994,10.2,0.0,6267.210000000001,-830.56,2684.26,5540.69,1113.38,16884.28,64032.66,86472.29,0.0,2584.8,0.0,10593.59,70983.67,81577.25,32325.0,4440.68,1149.1099999999997,690.3299999999999,-319.75,2108.24,-18.893757286491127,74.25,18.37,-1.81,0.0,0.0,-1.182104737630397,0.11044918003112296,-23.024176367028414,-16.26886570728703,0.12537474490019362,-16.6,-17.08,1.59,1.49,12,2001,0.0,1892.3370165745857,-3425.13
2002-03-31,6265.51,-6253.28,-2.54,0.0,1628.03,-447.82,1671.04,9.9,0.0,6713.33,482.08,2996.14,5657.52,1588.7,18139.85,63683.79,87097.06,0.0,2819.21,3963.26,12068.3,71685.3,83753.6,32325.0,2892.96,204.37,-1869.49,1977.0,2118.86,-0.975,110.62,28.95,-2.54,0.0,0.0,-28.719999999999995,-2.08,-864.64,-545.52,-2.4,-111.85,-99.8,1.5,1.37,3,2002,0.0,2461.9212598425197,-6253.28
2002-06-30,9298.88,1011.4200000000001,0.4264208124596994,0.0,1684.6299999999999,-2870.6,-703.5999999999999,6.7,0.0,12169.480000000001,203.47999999999996,2201.94,6163.26,1356.3,17733.76,65908.88,89684.93,0.0,2755.5,4781.83,14462.75,70861.92,85324.67,32325.0,3903.01,3002.62,-4984.14,1187.3200000000002,2166.9999999999995,3.9258754523343407,55.49,21.86,-2.21,0.0,0.0,4.5073258728771854,2.9096949556073612,103.65305902866542,94.02868340627182,3.4036484759226693,-42.9,-33.68,1.23,1.13,6,2002,0.0,2371.8823529411766,-5241.86
