,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,NPMA%,month,year,operating_profit,depreciation,dividend,ROCE%,number_of_shares,return_old
2000-03-31,760.86,123.8,6.1899999999999995,2.5,,168.87,168.87,44.44,0.0,51.69,632.85,0.0,1288.85,10193.39,5143.7,200.0,5049.69,249.87,-203.28,-50.0,1.795,1.76,1.02,6.19,2.5,0.4,4.84,0.0,9.8,0.0,16.27,3,2000,,,50.0,,20.0,123.8
2000-06-30,671.17,108.14,5.408398723807882,2.4993532810209533,,146.89,146.89,45.78,0.0,55.3,515.74,0.0,1285.54,9415.42,4648.25,200.0,4767.17,124.21999999999997,-194.21,-47.120000000000005,2.1180021268725726,1.92,0.98,11.6,5.0,0.43,4.5878140898508235,0.0,9.08237992584289,0.0,16.2,6,2000,,,49.97413793103448,,19.994827586206895,231.94
2000-09-30,731.3,115.14999999999998,5.7560070874989195,2.502589261852982,,152.7,152.7,49.33,0.0,52.66000000000001,567.42,0.0,1277.79,8973.74,4478.85,200.0,4494.88,13.29000000000002,87.99000000000001,-49.599999999999994,2.1401120277898396,2.2,1.0,17.35,7.5,0.43,5.135619003716615,0.0,10.244697340747356,0.0,16.04,9,2000,,,50.06476696810094,,20.005187319884723,347.09
2000-12-31,802.77,109.53000000000003,5.476260128772285,2.4983833409678473,,172.57999999999998,172.57999999999998,52.0,0.0,50.109999999999985,542.23,0.0,1267.68,9909.26,5234.0,200.0,4675.26,244.12,-80.19999999999999,-49.72999999999999,2.37627499315256,2.22,1.12,22.83,10.0,0.44,4.423225439095967,0.0,9.374167579168676,0.0,15.39,12,2000,,,49.96985550384312,,20.000876040297854,456.62
2001-03-31,825.16,127.53,6.37,4.5,,172.41,172.41,62.22,0.0,55.91,545.16,0.0,1280.86,11082.22,6079.3,200.0,5002.91,165.06,-119.32,-90.0,2.4425,2.49,1.22,6.37,4.5,0.71,4.6,6.48,10.2,10.16,15.46,3,2001,,,90.09183673469387,,20.020408163265305,127.53
2001-06-30,732.16,100.07,5.003500000000001,2.7454081632653056,,145.75000000000003,145.75000000000003,76.0,4.64,57.25,501.79,0.0,1267.73,10228.97,4963.63,200.0,5265.34,84.21000000000001,-74.83000000000001,-54.47,3.7982612171479966,2.89,0.94,11.38,7.25,0.64,3.9218998242530754,5.698186291739894,7.59758172231986,7.984495606326889,14.61,6,2001,,,54.9081632653061,,19.999999999999996,227.6
2001-09-30,711.6200000000001,184.51000000000002,9.227514741209871,2.748416684865693,,248.76999999999992,248.76999999999992,69.78,4.64,56.5,494.02,0.0,1213.67,10191.57,4974.39,200.0,5217.18,60.77000000000001,10.289999999999992,-54.22999999999999,1.8929230123028562,2.67,0.95,20.61,10.0,0.49,7.235159544781734,10.602015966610857,14.147960495984083,15.204580330494286,18.16,9,2001,,,54.9563318777293,,19.995633187772928,412.11
2001-12-31,711.06,120.67999999999995,6.034113252876366,2.751995755883729,,155.09000000000003,155.09000000000003,73.78,7.45,53.75,514.97,0.0,1202.2,10836.47,5252.04,200.0,5584.43,152.29999999999995,76.10000000000001,-54.99000000000001,3.0573174925422615,2.64,0.94,26.64,12.75,0.48,4.457633213836594,6.305920156159084,8.643459524390469,9.413579083691507,17.88,12,2001,,,55.03888208623468,,19.999624624624623,532.79
2002-03-31,855.62,146.62,7.33,3.7499999999999996,,189.73,189.73,120.0,0.0,52.21,496.83,0.0,1197.96,11679.68,5392.75,200.0,6286.93,101.06,-264.92,0.0,4.0925,3.82,0.86,7.33,3.75,0.51,5.04,6.68,9.32,10.400000000000002,17.14,3,2002,,,75.01023192360164,,20.002728512960438,146.62
2002-06-30,764.4899999999999,175.01,5.833122532102105,3.9998921548953468,,228.71,228.71,128.0,0.0,59.60999999999999,524.94,0.0,1184.93,12008.78,5482.16,300.0,6526.62,263.52,-77.90999999999997,-157.5,5.485775384263756,5.88,0.84,10.72,6.5,0.61,5.833122532102104,8.183783851008922,10.730333613157976,11.883898890028915,19.85,6,2002,,,120.00795837490581,,30.002798507462686,321.63
