,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2012-01-31,187.87000000000003,39.85,0.13155433287482807,0.1,52.88999999999999,41.529999999999994,53.720000000000006,2.04,146.34,42.209999999999994,265.07,134.82,36.42,445.81,549.85,1017.01,0.0,23.66,72.4,0.66,73.06,300.0,943.95,35.27,-4.82,-30.0,12.190000000000001,3.8767252195734003,0.65,0.08,0.24,0.1,0.42,15.676891334250344,16.729325997248967,16.8828060522696,17.67213204951857,17.430949105914717,20.53,20.38,6.16,5.65,1,2012,30.29166666666667,302.9166666666667,72.7
2012-04-30,186.37999999999994,34.39999999999999,0.11563025210084031,-0.0018207282913165425,48.01000000000002,34.41000000000001,47.31999999999999,2.56,151.96999999999997,35.28,249.71,95.7,27.65,457.5,540.22,1018.95,0.0,32.78,39.6,0.68,40.29,300.0,978.66,109.04999999999998,-124.41000000000001,0.0,12.91,5.534018895348838,0.78,0.04,0.36,0.1,0.28,13.503043884220352,14.1197385620915,14.055499533146588,14.826367880485522,14.363846872082163,19.86,19.72,11.55,10.85,4,2012,-0.5416666666666714,297.5,107.1
2012-07-31,185.1500000000001,31.650000000000006,0.10492972972972975,0.0013693693693693741,43.69999999999999,32.12999999999998,46.03999999999999,3.1,153.01999999999998,32.86999999999999,250.99,100.98,25.83,463.17,569.02,1053.31,0.0,35.53,41.75,0.71,42.45,300.0,1010.86,42.27000000000001,-40.98999999999998,0.0,13.909999999999997,7.386848341232227,0.92,0.04,0.46,0.1,0.22,12.016735135135137,12.974789189189192,12.5276972972973,13.239394594594597,12.774054054054055,19.19,19.05,11.09,10.48,7,2012,0.41304347826087096,301.6304347826087,138.75
2012-10-31,-554.01,-104.94,-0.34141969831410823,-0.09813471702480614,-142.99,-107.52999999999999,-144.35999999999999,3.38,-446.47999999999996,-108.95999999999998,250.22,99.9,27.14,490.56,557.57,1085.22,0.0,31.35,87.26,0.73,88.0,300.0,997.23,-224.97,155.79999999999998,30.0,-36.83,-2.4751793882218416,1.02,0.09,0.11,0.0,0.0,-38.73561668145519,-40.47375332741792,-42.08773735581189,-44.19833185448092,-42.460195208518186,19.46,19.41,5.62,5.31,10,2012,-30.16304347826087,307.3636363636364,33.81
2013-01-31,201.7,44.56,0.14783207860150568,0.16,57.51,44.870000000000005,59.559999999999995,3.32,156.82999999999998,44.77,252.25,106.36,54.78,496.87,556.09,1096.98,0.0,47.33,53.9,0.76,54.66,300.0,1042.32,67.37,-17.34,-48.0,14.690000000000001,5.614816539497307,0.96,0.05,0.26,0.16,0.62,16.2387852494577,16.989317340819188,17.10303432435881,17.944540002551996,17.21675130789843,20.99,20.85,9.22,8.2,1,2013,48.22769230769231,301.4230769230769,78.37
2013-04-30,136.10000000000002,21.560000000000002,0.07119783848694086,0.0007371313765789946,35.14,21.689999999999998,36.209999999999994,4.6,114.41000000000003,23.159999999999997,262.72,71.28,67.59,485.03,553.49,1082.3,0.0,12.76,17.14,0.78,17.92,300.0,1064.38,23.75999999999999,-13.29,0.0,14.52,16.1528780148423,1.3,0.02,0.33,0.16,0.48,7.965527869508657,8.26757930551386,8.103608525968179,8.440180126088261,8.155388772140498,19.64,19.52,28.3,24.35,4,2013,0.22321678321678462,302.8181818181818,99.93
2013-07-31,189.23000000000002,25.319999999999993,0.08490538922155687,-0.002470114316820907,37.78,25.760000000000005,40.85000000000002,3.0,163.46999999999997,25.85000000000001,300.9,105.67,34.08,525.72,567.29,1113.75,0.0,15.98,23.08,0.81,23.88,300.0,1089.86,42.73000000000002,-4.560000000000002,0.0,15.090000000000003,8.829828199052134,0.83,0.02,0.42,0.16,0.38,9.09700598802395,9.436627544910177,9.291075449101795,9.638783233532932,9.371937724550895,17.99,17.86,22.78,21.3,7,2013,-0.7366233766233776,298.2142857142857,125.25
2013-10-31,-547.6600000000001,-97.74,-0.31976008724100324,-0.15609908085371552,-135.97,-98.62,-142.43,3.14,-449.03999999999996,-100.9,325.58,76.1,85.2,571.72,555.16,1189.8,0.0,33.94,118.73,1.46,120.19,300.0,1069.61,-83.07000000000001,9.850000000000001,48.0,-43.81,-2.4550437384898713,0.88,0.11,0.09,0.0,0.0,-32.828702290076336,-34.676205016357684,-36.52370774263903,-37.80274809160305,-36.950054525627046,18.06,17.92,4.82,4.1,10,2013,-47.714285714285715,305.6666666666667,27.51
2014-01-31,213.45999999999998,40.78999999999999,0.13736017569546116,0.16,54.5,41.099999999999994,56.849999999999994,2.56,172.36,41.28,302.36,121.38,51.33,560.96,590.45,1172.45,0.0,15.05,60.03,1.59,61.62,300.0,1110.83,32.28,-7.5,-48.0,15.750000000000002,4.659101495464576,0.69,0.06,0.23,0.16,0.7,13.927127379209368,14.500456808199122,14.69156661786237,15.145452415812588,14.787121522693996,18.77,18.61,9.34,8.49,1,2014,47.51304347826087,296.95652173913044,68.3
2014-04-30,229.87,49.3,0.16349489795918368,0.002431233362910358,63.69,49.64,65.56,3.1,180.22999999999996,50.56,421.19,88.74,23.48,618.6,548.79,1188.22,0.0,17.26,25.96,1.72,27.68,300.0,1160.54,91.89999999999999,26.93,0.0,15.920000000000002,4.740973630831643,0.8,0.02,0.39,0.16,0.41,16.601020408163265,17.506530612244894,16.98670068027211,17.72452380952381,17.10408163265306,19.84,19.7,23.83,22.92,4,2014,0.7331103678929694,301.5384615384615,117.6
2014-07-31,170.47000000000003,30.980000000000018,0.10425360075380272,-0.0023574971266450083,45.370000000000005,31.11999999999999,47.78,3.72,139.34999999999997,31.28,506.21,76.66,19.79,690.5,535.22,1246.69,0.0,25.43,52.98,1.84,54.82,300.0,1191.88,86.29000000000002,-1.2700000000000031,0.0,16.659999999999997,8.920555196901223,0.94,0.05,0.5,0.16,0.32,9.941623367882627,10.575485260465747,10.400339211199361,10.85905505451609,10.458721227621487,19.52,19.36,13.03,12.66,7,2014,-0.7005538461538308,297.16,148.58
2014-10-31,-559.13,-101.08000000000001,-0.34048000000000006,-0.16015360000000003,-144.21,-101.94,-148.56,4.6,-457.18999999999994,-103.98,455.34,139.2,16.8,753.08,521.83,1296.71,0.0,24.13,103.07,1.92,104.98,300.0,1191.73,-276.19,22.01,48.0,-46.620000000000005,-3.377584586466165,1.16,0.09,0.16,0.0,0.0,-31.153920000000006,-32.686080000000004,-33.962880000000006,-35.750400000000006,-34.048,23.04,22.81,7.31,7.14,10,2014,-47.54560000000001,296.875,47.5
2015-01-31,204.00000000000003,39.0,0.1307514450867052,0.16,50.43,39.190000000000005,55.96000000000001,4.3,164.81,38.769999999999996,495.35,86.9,20.81,740.56,505.83,1268.2,0.0,30.93,35.06,2.04,37.11,300.0,1231.1,86.83999999999999,1.1800000000000002,-48.0,16.77,8.223044871794873,1.05,0.03,0.29,0.16,0.55,12.299653179190752,12.840693641618497,12.678381502890174,13.327630057803468,12.714450867052022,21.22,20.98,21.12,20.53,1,2015,47.724137931034484,298.2758620689655,86.5
2015-04-30,139.17999999999995,29.42,0.09898033126293997,-0.0005625758549296817,40.71000000000001,30.159999999999997,46.359999999999985,4.3,109.01999999999998,29.159999999999997,542.6,66.53,16.38,705.8,492.09,1290.83,0.0,24.43,29.82,1.76,31.58,300.0,1259.25,60.72,-13.49,0.0,16.200000000000003,10.865037389530931,1.02,0.03,0.39,0.16,0.41,9.116342305037959,9.593478260869563,9.349834368530022,9.72545203588682,9.420897170462387,21.32,21.02,23.67,23.12,4,2015,-0.1672148541114069,297.2307692307692,115.92
2015-07-31,129.32000000000005,22.16000000000001,0.07382387022016226,0.0015687672698101473,33.41,22.239999999999995,39.02000000000001,4.06,107.07999999999998,21.870000000000005,581.62,64.46,15.4,740.65,480.68,1314.28,0.0,24.09,30.84,1.84,32.68,300.0,1281.6,43.01000000000002,-3.9799999999999986,0.0,16.779999999999994,13.755036101083029,0.95,0.03,0.46,0.16,0.35,6.746859791425263,6.984380069524916,6.913765932792586,7.164125144843572,6.971541135573583,20.56,20.28,24.02,23.52,7,2015,0.4709030100334459,300.17391304347825,138.08
2015-10-31,-545.28,-125.15,-0.3871616395978345,-0.14857796159924677,-156.81,-126.14999999999999,-175.76,4.0,-419.14,-123.77,580.54,82.02,32.79,772.19,471.47,1335.48,0.0,31.76,75.28,1.83,77.11,300.0,1258.37,-193.99,19.49,48.0,-49.61,-2.582900519376748,0.95,0.06,0.04,0.0,0.0,-37.554679040989946,-38.71616395978345,-39.877648878576956,-41.03913379737046,-40.651972157772626,9.68,9.55,10.26,9.82,10,2015,-48.02782608695652,323.25,12.93
2016-01-31,157.05,24.229999999999997,0.0782454251883746,0.12000000000000001,45.06999999999999,24.46,41.25,3.28,132.60000000000002,24.81,588.39,73.9,9.38,767.44,460.03,1319.29,0.0,19.05,35.06,1.81,36.87,300.0,1282.42,67.6,-23.75,-35.99,16.790000000000003,10.47856789104416,0.77,0.03,0.12,0.12,1.0,7.3550699677072116,7.589806243272335,7.56372443487621,7.72021528525296,7.641969860064585,12.89,12.7,21.89,21.62,1,2016,37.16,309.66666666666663,37.16
2016-04-30,123.26999999999998,13.970000000000006,0.0464482691179347,-0.00355173088206533,32.400000000000006,14.0,29.159999999999997,3.4,109.26999999999998,14.86,601.26,46.39,13.82,788.26,445.64,1325.71,0.0,24.79,27.22,1.88,29.09,300.0,1296.62,42.370000000000005,-29.5,0.0,15.159999999999997,18.299928418038647,0.79,0.02,0.17,0.12,0.71,4.218595736358304,4.316956776843342,4.306027772345005,4.37160179933503,4.349743790338355,12.47,12.3,28.96,28.45,4,2016,-1.068235294117649,300.7647058823529,51.13
2016-07-31,110.00999999999999,16.669999999999995,0.05655014749262536,-0.0024351900052056283,29.150000000000006,16.749999999999993,31.220000000000013,3.26,93.26999999999998,16.71,566.89,56.55,6.67,800.6,434.33,1326.76,0.0,6.49,12.35,1.78,14.13,300.0,1312.63,10.349999999999994,-44.720000000000006,0.0,14.469999999999999,14.40800839832034,0.75,0.01,0.23,0.12,0.52,5.025587020648966,5.094430678466075,5.0845958702064875,5.143604719764011,5.114100294985249,13.1,12.9,64.83,64.29,7,2016,-0.7178516624040938,294.78260869565213,67.8
2016-10-31,-422.19,-52.099999999999994,-0.1659235668789809,-0.11265577402381612,-105.86000000000001,-53.239999999999995,-102.24000000000001,3.0,-368.95,-55.55,579.96,57.76,5.7,843.08,420.03,1355.6,0.0,15.38,49.23,1.84,51.06,300.0,1304.53,-77.68,69.48,35.99,-49.0,-4.520153550863724,0.69,0.04,0.05,0.0,0.0,-15.397707006369425,-14.99949044585987,-15.928662420382164,-16.326878980891717,-15.397707006369425,15.36,15.16,17.13,17.01,10,2016,-35.373913043478254,313.99999999999994,15.7
2017-01-31,119.52,27.349999999999998,0.08894308943089432,0.08,41.4,27.46,41.7,3.26,92.05,26.47,579.29,52.74,5.13,847.26,407.24,1346.93,0.0,10.14,12.84,1.9,14.74,300.0,1332.19,33.12,-9.790000000000003,-24.0,14.239999999999998,9.164849177330895,0.73,0.01,0.14,0.08,0.57,8.131939605110338,8.131939605110338,8.208176538908246,8.360650406504066,8.106527293844366,19.57,19.3,65.99,65.59,1,2017,24.599999999999994,307.49999999999994,43.05
2017-04-30,69.1,0.2600000000000051,0.0008404525513738333,0.0004802586007850525,14.549999999999997,0.5399999999999991,14.329999999999998,3.12,68.56,-1.490000000000002,657.62,52.19,12.63,869.36,393.25,1355.01,0.0,13.13,21.59,1.7,23.3,300.0,1331.71,13.030000000000001,65.3,0.0,13.79,928.2499038461356,0.7,0.02,0.14,0.08,0.57,0.07684137612560761,0.07732163472639265,0.07804202262757022,0.07924266912953284,0.0778018933271777,15.13,14.82,40.27,39.68,4,2017,0.14857142857143302,309.35714285714283,43.31
