,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,208.22,897.94,2.38,0.0,13.82,-165.85,-161.34,3.09,0.0,374.07,-12.79,11.73,0.0,0.0,1490.64,241.62,1834.68,3850.7,107.62,2500.0,10014.87,4064.74,14079.61,3780.03,-12247.53,-27.54,5.97,22.04,4.51,0.325,-0.95,-1.15,2.38,195.76,0.0,-29.320000000000004,0.0,8.12,3907.48,431.25,0.15,0.15,3,2000,0.0,377.28571428571433,897.94
2000-06-30,206.91,97.93999999999994,0.2586478290557094,0.0,13.79,170.12,174.65,3.09,0.0,36.79000000000002,-12.3,16.07,0.0,0.0,1517.12,238.96,1852.47,3643.06,103.35,2500.0,9929.94,4071.03,14000.97,3780.03,-12151.02,-21.660000000000004,4.090000000000001,21.910000000000004,4.529999999999999,2.974217888503167,-0.96,-1.15,2.63,21.148147969634884,0.0,-3.225721974535082,0.0,-0.01966903643009197,2167.78,239.9,0.15,0.15,6,2000,0.0,378.6615969581749,995.88
2000-09-30,212.81000000000006,-493.87,-1.308434294137567,0.0,12.660000000000004,-335.19,-330.64,3.09,0.0,547.99,-357.81,16.36,0.0,0.0,1540.39,234.78,1871.25,3643.28,103.09,2500.0,10090.41,4423.35,14513.76,3780.03,-12645.03,-21.789999999999992,-0.20000000000000107,22.28,4.550000000000001,-0.5895596007046389,-0.92,-1.15,1.33,-105.57982589988247,-0.0,15.622508714965837,-0.0,-15.858617159020739,732.01,79.95,0.15,0.15,9,2000,0.0,377.45112781954884,502.01
2000-12-31,209.26999999999998,-1735.64,-4.586615435746536,0.0,13.18,-1577.6899999999998,-1573.5,3.09,0.0,1786.9700000000003,-132.08000000000004,15.55,0.0,0.0,91.66,230.71,420.68,3643.39,104.38,2500.0,10253.95,4544.94,14798.89,3780.03,-14380.71,-22.930000000000007,-0.4900000000000002,22.58999999999999,4.190000000000001,-0.1688063913023438,-0.81,-1.03,-3.26,-1650.3373945186158,0.0,48.286086427859246,0.0,109.23460810777948,-1343.09,-147.35,0.01,0.01,12,2000,0.0,378.41411042944793,-1233.63
2001-03-31,2611.77,2161.91,5.72,0.0,13.28,2306.14,2310.34,3.09,0.0,305.63,-104.73,10.7,0.0,0.0,91.29,226.98,324.2,3558.39,111.89,2500.0,10314.07,2226.4,12540.47,3780.03,-12218.77,-32.01,92.95,-64.78,4.2,0.135,-0.96,-1.03,5.72,2667.36,854.56,-70.76,-70.68,-92.32,9403.7,82.78,0.01,0.01,3,2001,0.0,377.9562937062937,2161.91
2001-06-30,200.38999999999987,-200.1199999999999,-0.5294260853608183,0.0,13.9,-59.75999999999976,-55.620000000000346,3.09,0.0,260.15,-59.89999999999999,5.45,0.0,0.0,82.3,223.41,314.72,3558.39,108.75,2500.0,10449.34,2283.97,12733.31,3780.03,-12418.59,20.879999999999995,-0.8599999999999994,-20.22,4.14,-1.4459525534679198,-0.94,-1.03,5.19,-254.34486015322727,-84.58984335734198,6.446961193603798,6.516327231762826,9.046147446974443,4236.21,69.76,0.01,0.01,6,2001,0.0,377.99421965317913,1961.79
2001-12-31,350.05999999999995,-212.89999999999986,-0.5636300739326082,0.0,27.689999999999998,70.88000000000011,78.95000000000027,3.09,0.0,279.18000000000006,-586.07,7.22,0.0,7.52,92.15,217.51,319.07,3558.39,108.72,2500.0,10736.86,2213.91,12950.77,3780.03,-12631.7,3.950000000000001,-2.780000000000001,0.0,8.07,-1.3759468060122135,-0.92,-1.03,4.63,-266.90014351960366,-305.0662991954895,6.744083390035961,6.305839704040844,10.829488418368214,1855.39,55.31,0.01,0.01,12,2001,0.0,377.7300215982722,1748.89
2002-06-30,-2746.6899999999996,-2126.1400000000003,-5.635891318754143,0.0,-15.909999999999997,-2416.25,-2424.7000000000003,3.09,0.0,-330.44000000000005,309.58000000000004,10.7,0.0,0.0,92.44,212.22,315.04,3558.42,106.34,4076.72,11004.54,2319.57,13324.11,3780.03,-13009.07,14.39,-92.48,85.03,-8.45,-0.13706793767108466,-0.9,-1.02,-1.0,-2699.5919416832344,-708.769692246521,65.37633929754806,66.95438886679922,20.965515705765412,-513.96,-90.79,0.01,0.01,6,2002,0.0,377.25,-377.25
2002-12-31,-284.91999999999996,12261.7,21.078512762475334,0.0,28.839999999999996,-67.55,-59.24000000000001,3.09,0.0,-217.37,268.22,23.28,0.0,0.0,35.05,206.09,250.48,0.0,6.14,132.8,178.79,713.17,891.95,10607.9,-641.47,-2.7199999999999998,-1.12,16.43,8.309999999999999,0.03634625500542339,-51.06,-1.39,20.43,19581.123279243046,-241.34536002928195,-7646.000941734788,-739.016990773658,-958.7370141655693,9564.18,9099.19,0.2,0.2,12,2002,0.0,581.7156142927068,11884.45
2003-03-31,56.4,6.64,0.0,0.0,14.08,9.85,20.96,3.09,167.85,46.55,-4.62,21.11,0.0,0.0,59.83,562.52,2443.44,200.0,11.83,130.62,425.12,708.95,1134.07,201428.72,1309.36,-14.62,-2129.45,2141.9,11.11,0.0,474.97,0.87,0.0,1.08,0.0,2.04,0.0,1.96,15.85,11.77,0.14,0.14,3,2003,0.0,inf,6.64
