,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,1083.12,886.34,2.19,0.0,7.97,1113.01,1131.42,0.88,0.0,-29.89,-43.02,19.57,2306.0,2617.59,5064.08,1163.56,12955.28,4329.18,97.07,7769.67,18260.34,163.5,18423.84,4095.0,-5468.57,22.35,-9.24,-19.42,18.41,0.10000000000000002,-0.29,-3.37,2.19,27.36,0.0,-64.84,0.0,-83.92,-1207.05,81.83,0.0,0.28,0.13,3,2000,0.0,404.72146118721463,886.34
2000-06-30,105.04000000000019,-288.11,-0.8139108704010163,0.0,54.56,19.65000000000009,38.49000000000001,0.88,0.0,85.39,-8.469999999999999,18.31,31.78,2347.99,4675.74,1156.22,12536.88,3643.68,94.14,7532.49,17537.52,693.5,18231.02,1023.75,-5694.15,37.23,0.3800000000000008,-38.4,18.84,-0.26993127624865504,-0.07,-3.2,1.69,-9.189005566420942,-0.0,20.246634906306937,-0.0,43.6333283185397,20074.83,50.35,0.0,0.27,0.13,6,2000,0.0,353.9822485207101,598.23
2000-09-30,-735.45,1133.1399999999999,4.175556466844175,0.0,111.57,69.00999999999999,87.08999999999992,0.88,0.0,-804.46,88.55000000000001,28.98,1233.7,3204.96,4621.06,1140.0,12466.04,2469.46,94.38,5019.29,13018.09,3583.25,16601.34,1023.75,-4135.31,77.61999999999999,31.169999999999998,-105.85,18.08,0.05347790211271335,-0.09,-4.01,6.38,36.362682962047394,0.0,-109.6116296343358,0.0,-569.8391072965339,-215.58,382.45,0.0,0.35,0.11,9,2000,0.0,271.3746081504702,1731.37
2000-12-31,6.910000000000025,-274.65999999999985,-1.182197005581069,0.0,44.46000000000001,-75.16000000000008,-55.799999999999955,1.67,0.0,82.07000000000005,-50.370000000000005,24.43,1211.74,3066.18,4596.06,1134.07,12308.66,2461.78,88.39,4719.51,12848.93,3642.46,16491.38,2359.23,-4182.73,28.05000000000001,-35.06,2.969999999999999,19.36,-0.3579987074929005,-0.41,-3.94,6.27,-8.922099251052023,-0.0,26.268530592911407,-0.0,157.25671300396087,-213.52,316.94,0.0,0.36,0.12,12,2000,0.0,232.33014354066987,1456.71
2001-03-31,68.09,-296.35,-2.04,0.0,13.17,-14.9,2.01,1.84,0.0,83.0,-51.24,44.67,1149.67,3092.19,4575.31,1129.75,12285.33,2463.38,86.81,4762.54,13194.89,3569.52,16764.4,2359.23,-4479.08,54.96,-22.81,-29.63,16.91,-0.225,-0.42,-3.74,-2.04,-9.64,-0.48000000000000004,26.48,23.84,6.56,-948.32,-435.23,0.0,0.35,0.11,3,2001,0.0,145.26960784313727,-296.35
2001-06-30,365.87,835.71,5.686472300504302,0.0,82.09,152.08,144.37,2.11,0.0,213.76999999999998,44.86,41.96,1189.26,2921.14,4551.92,1119.04,12438.48,597.35,91.0,3886.72,9584.24,5016.22,14600.46,3840.62,-2161.98,14.699999999999996,-10.790000000000003,-7.260000000000002,-7.710000000000001,0.09196826650393079,-1.63,-6.75,3.67,26.898408484129337,6.817568970631861,-154.6348598338772,-85.09565633343222,29.811369771581134,346.01,124.29,0.0,0.47,0.17,6,2001,0.0,146.96457765667574,539.36
2001-09-30,94.99000000000007,-108.40000000000003,-0.7143493595693339,0.0,10.349999999999994,2.1899999999999977,3.950000000000017,1.84,0.0,92.81,-42.089999999999996,37.65,1175.18,2942.47,4486.59,1119.85,12345.34,595.8,91.88,3665.61,9367.6,5077.05,14444.65,4011.68,-2099.32,-31.709999999999994,5.34,28.47,1.7600000000000016,-0.6460424354243541,-1.53,-6.88,2.84,-3.511379246333768,-1.1268609615741605,20.65576387599778,13.9046593651383,-4.708669018006313,209.11,81.47,0.0,0.48,0.16,9,2001,0.0,151.74647887323943,430.96
2001-12-31,-104.97000000000003,-128.19,-0.08467813852098953,0.0,-31.060000000000002,-188.14000000000001,-189.3,2.56,0.0,83.17000000000002,-94.5,38.77,1078.59,2961.24,4245.83,1122.18,12178.87,599.67,100.2,3841.85,9540.21,4866.16,14406.37,4011.68,-2227.51,-4.8700000000000045,-6.959999999999997,9.87,-1.1600000000000001,-7.5639357594196115,-2.01,-6.47,0.2,-4.216971298345279,0.6774251081679163,23.015518050004957,16.004168180467023,3.133091125276613,155.87,71.41,0.0,0.45,0.13,12,2001,0.0,1513.85,302.77
2002-03-31,143.5,-118.21,-0.73,0.0,14.67,2.79,6.12,3.95,0.0,140.71,-29.93,8.28,1060.32,2959.39,4204.79,1122.08,12174.48,597.86,106.97,3906.79,9740.25,4779.96,14520.2,4011.68,-2345.72,22.54,-3.82,-15.54,3.33,-1.3525,-2.94,-6.19,-0.73,-3.88,0.08,20.16,13.84,0.44,-107.22,-82.38,0.0,0.43,0.13,3,2002,0.0,161.93150684931507,-118.21
2002-06-30,135.06,36.55,2.2200342885133475,0.0,38.089999999999996,31.93,33.75,5.18,0.0,103.13,-18.200000000000003,7.59,1039.08,2938.46,4176.38,1122.57,12156.99,503.11,83.9,4553.66,10249.17,4113.13,14362.3,4115.54,-2205.31,13.689999999999998,-1.4499999999999997,-12.93,1.8200000000000003,0.5808919288645691,-4.2,-6.51,-4.96,1.1995346558902766,-0.5012980651481753,-6.624295860886604,-6.695909870193486,-3.25843742346314,-41.95,-29.32,0.0,0.41,0.12,6,2002,0.0,16.463709677419356,-81.66
2002-09-30,124.07999999999998,-58.75999999999999,-0.34732089445947867,0.0,21.509999999999998,-7.059999999999999,-1.1299999999999955,3.9,0.0,131.14000000000001,-30.919999999999995,5.69,1026.49,2925.4,4137.56,1117.16,12093.4,456.39,95.45,4629.46,10241.44,4028.21,14269.65,4201.44,-2176.25,31.000000000000007,44.06,-76.96000000000001,5.93,-2.80194775357386,-3.27,-6.56,-0.83,-1.941649337701182,0.3849821962683378,10.796239851872953,10.997100128186867,2.4940150975644495,-47.7,-34.87,0.0,0.4,0.12,9,2002,0.0,169.18072289156626,-140.42
2002-12-31,-1004.3199999999999,-1176.27,-6.5482832709293755,0.0,-871.8,-1064.67,-1061.02,5.44,0.0,60.339999999999975,-957.0,4.75,433.21,3147.24,3720.51,1111.96,11509.0,458.35,79.48,4639.48,10307.35,3969.09,14276.44,4201.44,-2767.45,13.829999999999998,-2.490000000000002,-12.279999999999987,3.6500000000000004,-0.20708481046018345,-3.59,-5.16,-7.33,-40.87986936940357,-31.30311675489295,170.02309305911035,188.3904469541046,-308.3857278478609,176.78,218.84,0.0,0.36,0.06,12,2002,0.0,179.63028649386086,-1316.69
2003-03-31,1255.91,549.17,2.43,0.0,5.95,-2040.48,-2029.11,4.26,0.0,3296.39,-55.7,5.64,320.24,1117.92,1560.97,798.81,6768.49,273.56,89.05,884.98,3292.14,2525.65,5817.8,4790.44,950.7,32.74,1.9,-33.74,11.37,0.44,9.34,6.12,2.43,32.44,-86.16,231.04,-314.92,-234.8,2424.59,43.73,0.0,0.47,0.13,3,2003,0.0,225.9958847736625,549.17
2003-06-30,-124.91000000000008,116.97000000000003,0.4916624133065122,0.0,31.890000000000004,-15.460000000000036,-648.28,5.84,30.08,-109.44999999999982,-31.22,6.45,338.44,1132.01,1615.57,793.44,6821.6,684.95,73.0,430.04,3170.8,2475.11,5645.91,4953.91,1125.84,103.22,-25.759999999999998,-76.66,-632.82,2.9613815508249974,11.16,5.01,2.8,6.8622025400066065,-15.220463566217317,41.559521421923336,-86.68710721469964,-39.55072927612815,426.82,58.9,0.0,0.51,0.15,6,2003,0.0,237.90714285714287,666.14
2003-09-30,1075.77,111.80000000000007,0.458444095945703,0.0,-284.56,103.79999999999995,750.3899999999999,19.83,-46.19,971.9699999999998,-340.10999999999996,5.42,555.44,1118.45,1697.19,778.82,6409.19,674.04,68.75,405.19,2946.1,2125.46,5071.56,8015.57,1337.63,141.42999999999998,119.92999999999999,-262.39,646.59,10.820185152057238,51.67,3.79,3.19,6.978697585932081,-12.129367303391016,33.43336504100575,-106.65220454019597,-32.40438080057589,86.46,35.25,0.0,0.58,0.2,9,2003,0.0,243.86833855799375,777.94
2003-12-31,666.25,119.30999999999995,0.4787027027027025,0.0,83.94,158.70000000000005,164.73000000000002,17.55,16.14,507.53999999999996,-10.590000000000032,123.17,537.04,900.3,1583.84,852.25,6427.86,538.0,92.96,266.57,2584.02,2186.9,4770.92,8315.57,1656.94,101.18,-29.33,45.900000000000034,6.030000000000001,9.174796747967484,38.3,2.88,3.6,7.425210810810808,-10.637837837837832,28.801945945945935,-85.94841081081078,-24.81807567567566,79.84,31.23,0.0,0.61,0.26,12,2003,0.0,249.23611111111111,897.25
2004-03-31,214.78,17.93,0.060000000000000005,0.0,47.13,32.02,37.18,8.99,0.47,182.76,-14.96,1491.27,617.49,922.84,4159.55,849.08,9007.16,551.42,83.87,326.28,2636.49,2124.86,4761.35,10029.53,4245.82,-100.15,-1102.26,2570.51,5.16,37.4425,9.23,1.12,0.06,0.8,1.64,1.68,2.76,2.0,10.75,8.35,0.0,1.58,1.23,3,2004,0.0,298.8333333333333,17.93
2004-06-30,297.93000000000006,30.380000000000003,0.0754626371351687,0.0,58.93999999999999,27.72,35.919999999999995,7.58,0.47,270.21000000000004,-21.269999999999996,479.81,86.02,1747.3,4696.75,861.25,9570.6,558.67,91.04,461.82,2783.1,2473.07,5256.17,4636.82,4314.3,-746.1700000000001,-892.21,626.9199999999996,8.2,25.117065503620804,3.54,1.22,0.12,1.2577106189194784,1.8362575036224384,2.817271786379632,4.477449803353344,2.213570689298282,11.63,9.42,0.0,1.69,1.06,6,2004,0.0,402.58333333333337,48.31
2004-09-30,214.8499999999999,19.659999999999997,0.046279240841547734,0.0,124.21000000000001,17.82,26.710000000000008,5.43,0.01,197.02999999999997,50.87,410.33,514.91,1848.95,4111.68,869.11,9392.74,555.34,72.88,533.4,2715.44,2343.22,5058.66,4636.82,4333.96,651.0300000000001,109.21000000000004,-829.7199999999998,8.89,29.326323753814858,2.53,1.17,0.16,0.8330263351478592,1.1338414006179196,1.8164602030307486,2.776754450492864,1.3420979844048841,10.06,9.34,0.0,1.51,0.83,9,2004,0.0,424.8125,67.97
2004-12-31,-217.48999999999995,-341.32000000000005,-0.7991395646606916,0.0,-317.57,-320.8,-306.27,4.06,2.75,103.30999999999995,-408.78999999999996,171.34,53.34,2159.53,3128.45,871.27,9240.34,24.58,78.04,1486.89,2636.95,2648.74,5285.68,4636.82,3954.53,-268.04999999999995,111.08999999999992,-82.0300000000002,14.530000000000001,-1.2713674118129612,2.07,1.34,-0.64,-14.784081946222793,-15.483329065300897,-34.512839948783615,-48.647620998719596,-18.380209987195904,-77.12,-53.59,0.0,1.19,0.37,12,2004,0.0,427.109375,-273.35
2005-03-31,198.31,-17.66,-0.04,0.0,60.86,-8.02,3.19,3.74,0.0,206.33,-30.73,235.6,46.26,2456.67,3176.4,884.55,9321.03,51.9,237.4,1344.79,2568.99,2815.04,5384.03,4636.82,3936.87,-113.09,241.43,-64.08,11.21,-23.4025,1.92,1.37,-0.04,-0.76,-0.36,-1.8,-1.72,-0.48,-9.76,-8.91,0.0,1.24,0.28,3,2005,0.0,441.5,-17.66
2005-06-30,179.42000000000002,-4.98,-0.010998233215547704,0.0,32.44,6.2299999999999995,13.74,3.41,0.0,173.18999999999997,-69.32,153.04,18.06,2621.05,3048.98,894.96,9450.58,63.42,129.2,1227.5,2510.74,3007.81,5518.56,4636.82,3931.89,-370.20000000000005,-82.1,369.74,7.509999999999998,-77.44425702811245,1.75,1.4,-0.05,-0.2111660777385159,-0.017597173144876327,-0.5103180212014135,-0.48392226148409906,-0.026395759717314487,-8.1,-5.99,0.0,1.21,0.17,6,2005,0.0,452.8,-22.64
2005-09-30,131.66999999999996,-41.32,-0.09044402751719825,0.0,34.7,-30.96,-21.189999999999998,3.46,0.0,162.64,-52.35000000000001,49.23,119.75,2760.05,3080.96,897.58,9503.63,108.14,213.51,1518.21,2730.71,2882.22,5612.93,4636.82,3890.57,-122.93,-18.360000000000014,37.47999999999996,9.77,-9.5738770571152,1.79,1.44,-0.14,-1.7313570981863666,-0.9044402751719823,-4.237948717948718,-4.031219512195122,-1.240375234521576,-16.41,-12.56,0.0,1.13,0.12,9,2005,0.0,456.85714285714283,-63.96
2005-12-31,279.78,-2347.55,-5.0134075745072595,0.0,92.6,-1378.99,-1366.33,3.33,17.57,1658.7600000000002,-52.53,25.98,60.58,2154.69,2371.51,894.19,5700.75,91.3,197.68,1189.01,2356.49,1800.73,4157.22,4640.16,1543.4,45.25999999999999,10.830000000000013,-79.34999999999997,12.66,-0.16692738173840813,4.36,2.69,-5.15,-164.71234205953945,-73.59487623936869,-608.4232493334051,-341.5736795617683,-164.36189026792343,-419.51,-305.57,0.0,1.01,0.09,12,2005,0.0,468.25436893203886,-2411.51
2006-03-31,443.65,66.81,0.14,0.0,130.44,71.28,81.98,2.9,0.0,372.36,44.13,19.49,20.85,2025.78,2402.92,888.79,5722.99,116.47,211.35,1347.23,2487.28,1625.36,4112.64,4640.16,1610.22,-26.27,1.59,18.2,10.7,5.1825,3.64,2.55,0.14,4.68,3.8,16.6,9.639999999999999,8.8,16.04,15.06,0.0,0.97,0.15,3,2006,0.0,477.21428571428567,66.81
2006-06-30,262.85,17.08,0.036647991417332215,0.0,84.00999999999999,21.75,31.0,2.06,0.0,241.11,-9.520000000000003,45.78,148.84,2016.3,2326.05,881.68,5569.98,41.17,195.97,1601.91,2721.17,1220.87,3942.04,4644.75,1627.82,229.77,20.16,-223.64999999999998,9.25,14.047154566744732,2.55,2.42,0.18,1.2297437120038144,1.009855763499821,4.194159017761354,2.4594874240076288,2.663087376326141,12.94,11.87,0.0,0.85,0.11,6,2006,0.0,466.0555555555556,83.89
2006-09-30,687.24,52.709999999999994,0.11190263543191799,0.0,106.44999999999999,55.53,66.64,1.7,0.0,631.71,4.549999999999997,28.39,301.75,2010.7,2450.27,876.64,5377.99,82.18,157.86,1620.86,2561.47,1135.86,3697.33,4644.75,1680.52,-353.36,335.23,0.7299999999999898,11.11,3.803082906469361,2.05,2.2,0.29,3.920450951683748,3.08696925329429,12.548530014641289,7.56307467057101,8.134163982430453,10.73,9.8,0.0,0.96,0.17,9,2006,0.0,471.0344827586207,136.6
2006-12-31,228.33999999999992,23.590000000000003,0.05006929271490106,0.0,12.210000000000036,28.810000000000002,43.859999999999985,1.46,10.25,199.52999999999997,-145.5,467.64,10.58,2129.68,2695.95,872.02,5625.65,58.42,102.32,1594.75,2346.29,1049.42,3395.71,4644.75,2229.81,154.06,-99.68,384.89,15.05,7.282906952098346,1.32,1.52,0.34,1.6787939322055063,1.8437280729134156,4.229382608152819,5.001038766464824,3.1867632186778208,12.17,9.88,0.0,1.15,0.24,12,2006,0.0,471.1470588235294,160.19
2007-03-31,155.48,-83.51,-0.1,0.0,60.65,-77.65,-67.23,1.03,0.0,233.12,-79.28,13.67,31.07,2121.85,2462.41,867.69,5398.14,23.58,97.56,1686.63,2352.83,898.88,3251.71,2020.02,2146.3,-156.64,-207.01,-31.67,10.42,-2.575,0.42,1.52,-0.1,-6.2,-5.6,-15.56,-17.8,-10.2,-56.1,-53.71,0.0,1.05,0.14,3,2007,0.0,835.1,-83.51
2007-06-30,83.79000000000002,-104.33999999999999,-0.1277519297311685,0.0,-19.25,-94.98999999999998,-85.96999999999998,1.1,4.97,178.79000000000002,-131.38,24.07,15.93,2126.19,2410.26,858.56,5282.24,14.09,100.55,2167.97,2795.54,444.62,3240.16,2020.02,2041.96,-67.42000000000002,62.26999999999998,-43.099999999999994,9.020000000000001,-2.1514352118075526,0.47,1.59,-0.23,-7.909510779877562,-7.0652371573063615,-20.440308756986955,-22.750952355602873,-15.419102475379292,-95.71,-78.51,0.0,0.86,0.1,6,2007,0.0,816.7391304347825,-187.85
2007-09-30,168.83,-38.81,-0.04794317479925881,0.0,23.330000000000005,14.309999999999974,23.72999999999999,1.15,0.0,154.50999999999993,-69.70000000000002,50.95,10.25,2299.44,2488.18,852.97,5364.09,0.0,60.02,2260.31,2856.59,503.63,3360.22,2021.4,2003.74,-72.92000000000002,88.16000000000001,11.629999999999995,9.419999999999998,-6.000854161298634,0.5,1.68,-0.28,-2.897137562869497,-2.0204623665401926,-7.746247242565959,-8.424300714726904,-4.321734756904615,-79.67,-55.54,0.0,0.87,0.07,9,2007,0.0,809.4999999999999,-226.66
2007-12-31,430.14,-429.6,-0.5171486910675648,0.0,28.739999999999995,-411.9,-399.28,0.84,0.02,842.0500000000001,-62.47999999999996,22.69,5.32,2468.11,2770.31,847.16,5023.6,0.0,60.17,2253.09,2889.75,559.57,3449.32,2021.4,1574.15,-34.379999999999995,171.44,-165.31,12.619999999999997,-0.4048158752327747,0.47,2.19,-0.79,-34.19727547008808,-28.043860664980347,-109.1641971169963,-90.33736628775182,-69.96563557126748,-95.19,-78.29,0.0,0.96,0.1,12,2007,0.0,830.7088607594936,-656.26
