,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,month,year,dividend,ROCE%,number_of_shares,return_old
2008-09-30,3408.1900000000005,749.8299999999999,1.434055625905667,1.003514875784911,0.0,820.47,869.1600000000001,17.0,488.73,1827.31,0.0,249.4,0.0,682.76,106565.68,89751.42,5230.75,16774.19,4888.57,-1467.8999999999999,-3404.0699999999997,48.69,2.962576850752838,1.22,5.35,2.93,2.3,0.78,2.8191673737940754,3.758889831725434,17.874304251902718,17.247822613281812,9,2008,524.7115563139929,,522.8737201365187,1532.02
2008-12-31,2792.3100000000004,334.97,0.6405191779281089,0.00040754581387433895,0.0,241.20000000000005,291.90999999999985,10.2,988.29,1666.5900000000001,0.0,211.13,0.0,716.45,114732.78,97565.28,5231.52,17134.16,2778.5799999999995,1620.4799999999998,-4437.32,50.71000000000001,3.985126578499566,0.6,5.69,3.57,2.3,0.64,1.1697997311180028,1.442513778863304,7.8225871590099585,7.506812998462767,12,2008,0.21313276163732553,,522.9663865546219,1866.99
2009-03-31,2267.48,378.84,0.72,0.0,0.0,461.23,529.5,10.6,0.0,1761.14,0.0,198.82,0.0,703.74,115148.77,97702.61,5231.52,17412.53,2306.31,-2366.62,48.0,68.27,3.68,0.6,5.61,0.72,0.0,0.0,1.32,1.72,8.72,8.32,3,2009,0.0,,526.1666666666666,378.84
2009-06-30,2251.0099999999998,607.55,1.1641130790052616,0.75,0.0,789.77,876.21,16.5,19.27,1326.93,0.0,217.98,0.0,711.88,121908.75,104514.85,5231.52,17359.9,9643.460000000001,-8598.96,-1025.3400000000001,86.44000000000001,3.5434057690725047,0.96,6.02,1.89,0.75,0.4,1.9956224211518772,2.734741836393313,13.993994261904518,13.525885298918277,6,2009,391.42460317460313,,521.8994708994709,986.39
2009-09-30,2721.99,742.9499999999999,1.4220248765424959,0.7508035224374985,0.0,1047.48,1147.7799999999997,23.7,103.68,1693.6299999999997,0.0,232.14,0.0,715.95,123198.91,105509.83,5231.52,17654.95,542.289999999999,-120.75,-407.39,100.29999999999998,4.166523453799044,1.29,5.98,3.31,1.5,0.45,2.405842691431413,3.4369181306163044,16.840898840019893,17.27051360634693,9,2009,392.26421857766275,,522.4592145015106,1729.34
2009-12-31,3047.91,499.43000000000006,0.954594597019881,0.0020821436645987383,0.0,798.94,901.25,25.5,682.54,1870.1900000000005,0.0,228.65,0.0,727.81,127354.05,109408.02,5231.52,17912.36,3554.8999999999996,-603.1499999999996,-2955.2400000000002,102.31,6.682784524357767,1.42,6.11,4.26,1.5,0.35,1.5685826711594288,2.2946123646675076,11.150381959556169,11.401355186941679,12,2009,1.089347261818716,,523.1854460093897,2228.77
2010-03-31,2731.26,818.69,1.56,0.0,0.0,1091.67,1191.63,27.5,103.74,1741.52,0.0,241.89,0.0,783.66,129508.24,110268.15,5231.52,19044.13,-3764.06,-859.28,4636.59,99.96,4.4075,1.65,5.79,1.56,0.0,0.0,2.52,3.56,17.2,17.96,3,2010,0.0,,524.8012820512821,818.69
2010-06-30,2900.0699999999997,765.3,1.4397780289016975,1.25,0.0,1007.4899999999998,1121.5699999999997,27.25,255.22,2086.71,0.0,281.88,0.0,798.87,128792.62,109056.7,5427.23,19497.69,2490.59,-1468.91,-981.69,114.08,4.729409577943291,1.63,5.59,2.98,1.25,0.42,2.377083188656494,3.2274218902897114,15.692614221049373,16.62025644101288,6,2010,664.4253355704699,,531.5402684563759,1583.99
2010-09-30,3053.4799999999996,765.2499999999998,1.4202422911239376,1.0168801556727924,-1009.16,1009.6800000000003,1129.0500000000002,39.0,533.61,-1305.1799999999998,-1009.16,260.56,0.0,844.34,133332.34,112514.98,5543.41,20560.39,-3418.4299999999994,-19.909999999999854,3417.0099999999998,119.37000000000003,6.861223652401177,2.46,5.47,4.36,2.25,0.52,2.293235259062505,3.1531984812109437,14.892999438116155,16.01355757606715,9,2010,547.9118203928327,,538.8165137614678,2349.24
2010-12-31,3259.7800000000007,490.9100000000003,0.8988018238473326,0.030344977902866402,-1127.08,970.8499999999999,1094.87,39.0,646.79,1699.0900000000001,-1127.08,282.13,0.0,901.15,141900.09,120989.0,5658.26,20670.55,-642.7600000000002,-470.3000000000002,1134.630000000001,124.01999999999998,10.847775050416567,2.28,5.85,5.2,2.25,0.43,1.3827720366882037,2.0948996355826286,9.49964389204796,10.177202190025183,12,2010,16.573901729005,,546.1826923076923,2840.15
2011-03-31,3127.5,605.18,0.9600000000000001,0.0,-872.7,860.0,986.58,35.25,157.52,1153.1,-872.7,350.4,0.0,910.18,154261.41,131433.92,6343.29,22584.86,-3559.97,-474.32,3773.64,126.58,9.18,2.36,5.82,0.96,0.0,0.0,1.56,2.4400000000000004,10.72,11.64,3,2011,0.0,,630.3958333333333,605.18
2011-06-30,3471.41,696.59,1.1023263710179219,1.4,-872.1499999999999,964.05,1092.8600000000001,33.0,439.62,1230.62,-872.1499999999999,337.02,264.47,916.35,173018.87,150465.99,6343.29,22307.73,443.8499999999999,-111.45999999999998,-253.19000000000005,128.81,7.4844440057996815,2.39,6.75,2.06,1.4,0.68,1.6053296665309542,2.5899318620032723,12.500167003387697,13.334938429983792,6,2011,884.6980582524271,,631.9271844660194,1301.77
2011-09-30,4104.33,874.4200000000001,1.382234455631172,1.0015185620794373,-604.04,1104.4399999999998,1216.4,28.75,811.7,1152.73,-604.04,394.43,547.59,955.59,184920.67,162135.03,6343.29,22410.23,-993.8299999999999,1976.06,-647.0499999999997,111.96000000000004,5.201433064202556,2.01,7.23,3.44,2.4,0.7,1.8965542530753288,2.957338835303903,15.606391353696141,16.2814360878416,9,2011,633.5740347708287,,632.6133720930233,2176.19
2011-12-31,3855.1100000000006,682.77,1.0794556062344347,-0.0003798096038822674,-1014.94,493.0,608.0499999999997,32.0,1277.64,1294.08,-1014.94,381.61,279.19,938.48,189326.73,165731.39,6343.29,23216.21,-688.9899999999998,205.53999999999996,375.1399999999999,115.04999999999995,7.411513686893097,2.2,7.14,4.52,2.4,0.53,1.4424583764725634,1.977409827349805,11.759379214819376,12.447173937375828,12,2011,-0.24023461617593966,,632.5132743362833,2858.96
2012-03-31,3733.89,577.38,0.9099999999999999,0.0,-1106.9,702.42,801.12,37.0,156.1,1327.26,-1106.9,492.8,445.96,938.49,201956.57,177213.89,6346.48,24363.03,-3869.51,-149.21,4095.95,98.7,10.165,2.3,7.27,0.91,0.0,0.0,1.16,1.56,9.48,9.84,3,2012,0.0,,634.4835164835165,577.38
2012-06-30,4657.720000000001,817.68,1.2836144681949162,1.4,-855.48,963.39,945.9899999999999,36.0,715.78,1212.3300000000002,-855.48,665.55,347.87,926.34,223864.91,199043.94,6365.69,24436.13,-4981.23,-103.47,5358.000000000001,-17.400000000000006,7.012152186674494,1.75,8.15,2.19,1.4,0.64,1.4535908132983526,1.9693811018880905,13.387102490215474,13.996672831276074,6,2012,891.8191780821918,,637.013698630137,1395.06
2012-09-30,4913.0999999999985,927.5900000000001,1.429734225991863,1.0254008750632913,-1059.88,1099.17,1043.6700000000003,46.25,1143.1,1506.94,-1059.88,990.31,5960.57,1391.67,252096.76,218417.2,8287.84,33394.19,6010.139999999999,575.06,-4756.320000000001,-55.5,8.087796871462606,2.13,6.54,3.58,2.4,0.67,1.4696709362150993,2.028784879340409,11.118380126149011,13.290937162293073,9,2012,665.2646208004898,,648.7849162011173,2322.65
2012-12-31,5406.120000000003,1068.6399999999999,1.5377520648484795,0.15938685911629896,-1452.08,1268.25,1310.73,48.5,1554.97,1882.9,-1452.08,1392.28,4818.08,1369.83,233012.68,199815.12,8328.32,32898.17,8036.959999999999,108.84000000000003,-8385.630000000001,42.480000000000004,7.886056716948645,2.17,6.07,4.88,2.4,0.49,1.8402606677694915,2.40746429824639,12.995265400481822,15.238870872145995,12,2012,110.7637421009249,,694.936475409836,3391.29
2013-03-31,5183.22,1162.24,1.39,0.0,-1524.85,1442.95,1508.68,69.0,596.03,1685.8,-1524.85,1025.1,10468.18,1298.7,244322.64,209866.77,8336.78,34159.11,3748.31,-2118.87,-3217.4,65.73,12.41,3.03,6.14,1.39,0.0,0.0,1.9199999999999997,2.6,13.6,15.88,3,2013,0.0,,836.1438848920864,1162.24
2013-06-30,5688.5199999999995,1237.1899999999998,1.4849806829121914,1.4,-1522.0700000000002,1509.6499999999999,1638.09,53.0,1343.49,1667.74,-1522.0700000000002,1106.35,16247.94,1270.52,256915.13,222855.53,8349.1,33801.63,-2138.99,-100.0,2570.25,128.44,8.921328171097407,2.3,6.59,2.88,1.4,0.49,1.9181000487615807,2.536841999974994,14.643559512050777,16.99477892666175,6,2013,1166.3895833333331,,833.1354166666666,2399.43
2013-09-30,5225.719999999999,989.27,1.1852439578599463,1.0025491461819187,-1636.0100000000002,1219.2800000000002,1384.2500000000005,42.5,1687.84,1513.3599999999997,-1636.0100000000002,1155.34,10622.23,1260.31,246482.47,212381.28,8358.29,33837.19,-16402.77,3858.39,12208.369999999999,164.97,8.966128812154416,1.96,6.28,4.06,2.4,0.59,1.5997874111016026,1.950105822291734,11.688957653377402,11.770698615988433,9,2013,836.7828304597704,,834.6551724137931,3388.7
2013-12-31,5457.93,1029.4899999999998,1.232631937512873,0.0015558251307619534,-1469.63,1219.04,1302.54,37.25,2240.16,1712.58,-1469.63,1230.77,10207.07,1223.43,249109.12,213964.7,8388.33,34943.93,-4995.540000000001,-252.26999999999998,5233.24,83.5,7.55326851159312,1.73,6.12,5.29,2.4,0.45,1.6497228955748844,2.0877849073942043,11.781071977438723,12.13524977422881,12,2013,1.2994198552894431,,835.196597353497,4418.19
2014-03-31,4879.58,700.23,0.83,0.0,-1689.45,703.73,840.38,42.5,776.54,1528.68,-1689.45,1157.65,11050.12,1160.87,254958.69,218850.82,8389.88,35953.74,-11969.17,-1099.99,11652.01,136.65,12.8,1.97,6.09,0.83,0.0,0.0,1.08,1.12,7.799999999999999,8.0,3,2014,0.0,,843.6506024096386,700.23
2014-06-30,5275.08,601.22,0.7160405701333129,1.65,-1894.14,767.1399999999999,906.6999999999999,44.0,1103.85,2329.8,-1894.14,1309.7,10014.32,1135.62,259457.99,223999.63,8398.44,35303.04,7640.15,-270.6400000000001,-7292.55,139.55999999999997,15.363829172349556,1.92,6.35,1.55,1.65,1.06,0.9239233163010488,1.0532725805831955,6.81855407430174,6.966381804909908,6,2014,1385.414516129032,,839.6451612903226,1301.45
2014-09-30,5346.91,846.9399999999998,1.0092052187917464,0.49915394258476214,-1820.9099999999999,1039.8900000000003,1172.46,42.25,1673.72,2003.7599999999998,-1820.9099999999999,1117.12,9673.78,1056.07,255606.2,219590.18,8404.52,35854.95,8869.34,-1316.8599999999997,-7339.32,132.57,10.463679540463316,1.9,6.12,2.56,2.15,0.84,1.3245818496641668,1.5768831543621036,9.445530094629001,9.729369062414179,9,2014,418.8973979334676,,839.2148437499999,2148.39
2014-12-31,5163.420000000002,487.69000000000005,0.5809181056720586,0.0007710653105178547,-1591.1599999999999,495.28999999999996,570.5700000000002,39.5,3198.84,1702.4800000000005,-1591.1599999999999,1301.07,7323.46,1017.47,240406.53,204211.66,8428.34,36048.05,-6651.37,619.8299999999999,7988.6900000000005,75.28000000000003,16.99947015522155,1.98,5.66,3.14,2.15,0.68,0.8140253710054325,0.9102283693969835,5.4095686018633735,5.498371369609421,12,2014,0.6473216062897791,,839.5159235668789,2636.08
2015-03-31,5007.75,664.09,0.79,0.0,-1656.02,794.98,904.22,39.0,918.19,1881.14,-1656.02,1152.92,9887.1,1382.9,235906.16,198279.44,8434.14,37382.61,-6354.35,2244.25,4221.6,109.24,12.3425,1.98,5.3,0.79,0.0,0.0,1.12,1.28,7.12,7.24,3,2015,0.0,,840.620253164557,664.09
2015-06-30,5002.09,749.16,0.8852624800990623,1.35,-1600.5,950.8,1051.6299999999999,35.25,1442.18,1781.7299999999998,-1600.5,840.69,0.0,1318.21,244114.98,206923.64,8444.47,36949.82,4899.09,-1794.55,-3676.4400000000005,100.83,9.955719572587967,1.87,5.6,1.67,1.35,0.81,1.2298257208561825,1.463068529984079,8.099886644259684,8.290721669909782,6,2015,1142.4476047904193,,846.2574850299402,1413.25
2015-09-30,5193.34,923.3699999999999,1.0946302351259511,0.9956591721078046,-1606.9,1204.59,1333.9900000000002,30.75,2383.6,1857.9499999999998,-1606.9,827.49,0.0,1836.18,239140.07,201983.81,8467.51,36904.8,-8693.039999999999,642.5799999999999,8037.26,129.40000000000003,7.022234315604796,1.76,5.47,2.77,2.35,0.85,1.5490796107197575,1.8810252415882769,10.005789730465374,10.148052143694738,9,2015,839.8834421409886,,843.5451263537906,2336.62
2015-12-31,5354.869999999999,980.48,1.158687287088119,0.007370081103639151,-2034.5900000000001,1076.75,1189.8400000000001,36.25,3207.97,2301.05,-2034.5900000000001,1032.05,14463.31,1892.26,236144.24,197988.28,8467.51,37928.56,-6394.0300000000025,-1148.8899999999999,7747.49,113.08999999999997,7.823508638625979,2.16,5.22,3.92,2.35,0.6,1.6552675529830274,1.9981444032437972,10.345422206143922,10.60553567875554,12,2015,6.236555109408528,,846.1989795918367,3317.1
