,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,total_asset,total_liability,cash_flow_operation,cash_flow_financing,DPS,month,year,EPS,cash_flow_investment,depreciation,dividend,P/E,ROA%,ROAA%,ROE%,ROAE%,ROCE%,number_of_shares,return_old
2005-09-30,,,,,,,,,,,288.03,0.0,11467.03,443.1,,,0.0,9,2005,,,,,,,,,,,,
2005-12-31,291.35,,,,,,,10.6,101.84,-21.68,419.05,0.0,11662.98,495.78,131.01999999999862,0.0,0.0,12,2005,,,,,,,,,,,,
2006-03-31,288.14,,,,,,,10.9,83.42,-26.6,653.4,0.0,11532.85,479.52,551.76,-317.41,0.29,3,2006,,,,,,,,,,,,
2006-06-30,301.49,,,,,,,10.3,77.17999999999999,-2.5599999999999987,160.04,0.0,11537.66,466.14,-287.51,-205.84999999999997,0.48,6,2006,,,,,,,,,,,,
2006-09-30,302.63,,,,,,,10.7,85.33000000000001,-15.91,278.18,0.0,11552.12,488.01,342.77,-224.64,0.69,9,2006,,,,,,,,,,,,
2006-12-31,308.80999999999995,,,,,,,9.95,105.0,-82.85,140.5,0.0,11681.8,574.32,79.32000000000005,-216.99,0.88,12,2006,,,,,,,,,,,,
2007-03-31,309.06,,,,,,,9.8,86.18,0.0,243.72,0.0,11684.46,570.92,308.42,-205.2,0.19,3,2007,,,,,,,,,,,,
2007-06-30,321.21999999999997,,,,,,,10.1,91.69,-60.68,87.54,0.0,11660.78,557.43,66.91999999999996,-223.10000000000002,0.39,6,2007,,,,,,,,,,,,
2007-09-30,317.08000000000004,,,,,,,10.1,97.32,-37.76,175.14,0.0,11644.81,558.78,317.14000000000004,-229.55,0.6,9,2007,,,,,,,,,,,,
2007-12-31,323.4699999999999,,,,,,,9.05,98.53000000000003,98.44,136.51,0.0,11749.86,562.56,181.75,-220.37,0.8,12,2007,,,,,,,,,,,,
2008-03-31,325.51,,,,,,,10.3,88.98,-27.96,164.95,0.0,11775.82,579.21,253.73,-225.28,0.21,3,2008,,,,,,,,,,,,
2008-06-30,333.31000000000006,,,,,,,9.5,97.86,27.96,108.66,0.0,11770.71,578.86,179.91,-236.21,0.42,6,2008,,,,,,,,,,,,
2008-09-30,337.02,,,,,,,8.6,85.35999999999999,-93.92,240.25,0.0,11803.93,595.62,366.81000000000006,-235.21000000000004,0.64,9,2008,,,,,,,,,,,,
2008-12-31,337.4999999999999,,,,,,,7.8,89.49000000000001,-29.269999999999996,321.42,0.0,11935.8,603.65,325.44000000000005,-244.27999999999997,0.86,12,2008,,,,,,,,,,,,
2009-03-31,336.63,,,,,,,7.75,73.08,0.0,285.15,0.0,11931.17,577.61,199.38,-235.66,0.22,3,2009,,,,,,,,,,,,
2009-06-30,335.26,,,,,,,9.0,77.98,-31.48,329.76,0.0,11919.37,565.38,295.0,-250.38000000000002,0.45,6,2009,,,,,,,,,,,,
2009-09-30,337.74,,,,,,,9.15,74.56,-12.879999999999999,692.28,52.48,11946.13,580.39,606.91,-244.38999999999993,0.67,9,2009,,,,,,,,,,,,
2009-12-31,488.42999999999995,,,,,,,9.25,121.75,-27.930000000000007,674.55,78.15,18439.63,1869.77,-5534.22,5516.4800000000005,0.97,12,2009,,,,,,,,,,,,
2010-03-31,559.69,,,,,,,10.1,128.59,-18.31,666.68,0.0,18141.1,1414.01,767.55,-775.41,0.16,3,2010,,,,,,,,,,,,
2010-06-30,560.75,,,,,,,10.7,132.74999999999997,-19.19,562.27,6.32,18173.01,1429.15,296.49,-400.9,0.41,6,2010,,,,,,,,,,,,
2010-09-30,573.3199999999999,,,,,,,11.0,132.51000000000005,-14.54,601.65,7.98,18183.11,1432.19,437.81999999999994,-398.45000000000005,0.65,9,2010,,,,,,,,,,,,
2010-12-31,585.3,,,,,,,11.9,137.57999999999993,-24.339999999999996,368.86,8.42,18290.33,1481.75,172.69000000000005,-405.48,0.9,12,2010,,,,,,,,,,,,
2011-03-31,567.12,,,,,,,12.3,124.22,-14.93,226.48,8.42,18316.7,1506.23,279.4,-421.77,0.25,3,2011,,,,,,,,,,,,
2011-06-30,585.41,,,,,,,12.9,133.33,-14.309999999999999,277.54,8.42,18383.62,1548.06,467.9200000000001,-416.87,0.51,6,2011,,,,,,,,,,,,
2011-09-30,599.3299999999999,,,,,,,12.2,129.07,-14.350000000000005,320.92,0.0,18555.29,1550.32,468.7599999999999,-425.37,0.76,9,2011,,,,,,,,,,,,
2011-12-31,558.1299999999999,,,,,,,12.8,133.74,-17.239999999999995,286.86,0.0,18601.7,1582.79,403.57000000000016,-437.6400000000001,1.03,12,2011,,,,,,,,,,,,
2012-03-31,618.63,,,,,,,13.5,129.2,-10.94,133.24,0.0,18702.69,1568.14,260.47,-414.08,0.25,3,2012,,,,,,,,,,,,
2012-06-30,625.64,,,,,,,14.7,130.18,-10.910000000000002,136.22,0.0,18688.48,1516.06,453.54999999999995,-450.57,0.52,6,2012,,,,,,,,,,,,
2012-09-30,635.0899999999999,,,,,,,16.3,127.25999999999999,-8.959999999999997,133.67,0.0,18930.68,1521.82,464.3800000000001,-466.93999999999994,0.8,9,2012,,,,,,,,,,,,
2012-12-31,657.8399999999999,,,,,,,19.0,146.15999999999997,-14.169999999999998,141.26,0.0,19173.25,1556.44,496.06999999999994,-488.48,1.09,12,2012,,,,,,,,,,,,
2013-03-31,656.86,,,,,,,19.6,132.36,-7.89,150.89,0.0,18821.38,1519.87,500.9,-491.26,0.29,3,2013,,,,,,,,,,,,
