,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2009-06-30,,,,,,,,,,,10.35,162.89,263.67,488.68,158.63,663.63,192.0,22.26,6.79,248.48,8.9,257.38,140.0,406.25,,,,,,0.0,0.63,0.36,0.0,0.0,,,,,,4.07,4.06,1.97,0.91,6,2009,,138.11111111111111,49.72
2009-09-30,709.76,37.55,0.2538615790076773,0.0,73.42999999999999,52.09,57.25,2.7,657.6700000000001,55.379999999999995,99.62,194.12,230.53,545.09,162.24,724.37,0.0,32.08,4.79,167.42,7.39,174.81,200.0,549.56,97.52,-10.33,2.0900000000000034,5.16,2.6610958721704394,0.98,0.32,0.59,0.0,0.0,20.73920018333906,0.0,27.33099576028418,0.0,35.9708949237997,4.52,4.51,3.26,1.88,9,2009,0.0,147.91525423728814,87.27
2009-12-31,633.26,4.590000000000003,0.028481384715872,0.0,29.340000000000003,7.890000000000001,13.26000000000002,3.12,625.3699999999999,11.850000000000009,42.14,180.1,397.5,724.36,169.4,913.42,0.0,34.77,4.79,352.84,6.42,359.27,200.0,554.15,-228.97,-15.55,187.04,5.370000000000001,27.367875816993443,1.13,0.65,0.57,0.0,0.0,2.0106858262573497,0.0,3.3138340953625103,0.0,4.431103853690402,3.59,3.58,2.05,0.93,12,2009,0.0,161.1578947368421,91.86
2010-03-31,875.72,27.47,0.14,0.0,60.2,38.1,43.48,3.26,837.62,40.44,29.52,204.58,393.14,674.4,169.29,869.42,0.0,18.82,2.0,332.47,5.32,337.79,200.0,531.63,58.83,-10.37,-60.88,5.38,5.8225,1.23,0.64,0.14,0.0,0.0,12.64,0.0,20.68,0.0,28.4,3.15,3.14,2.03,0.85,3,2010,0.0,196.2142857142857,27.47
2010-06-30,634.8899999999999,25.950000000000003,0.13115874204417824,0.25,58.709999999999994,36.85,42.17000000000001,3.04,598.0500000000001,40.71000000000001,27.36,180.9,338.98,588.95,164.74,782.4,0.0,22.06,2.0,220.01,4.82,224.83,200.0,557.58,112.94000000000001,-3.6000000000000014,-111.50999999999999,5.319999999999999,5.7948863198458564,1.09,0.4,0.27,0.25,0.93,13.271321602396108,20.14986896293523,18.614825907899665,21.529464619992517,25.901422688131788,3.54,3.54,2.68,1.14,6,2010,49.46296296296296,197.85185185185185,53.42
2010-09-30,714.3799999999999,17.120000000000005,0.08494471222001702,0.004578437240756534,47.74000000000001,22.03,27.86,3.2,692.3400000000001,25.209999999999994,55.31,203.2,415.04,812.61,162.75,1008.97,347.0,59.28,0.23,433.28,1.0,434.27,200.0,574.7,-146.32000000000002,-5.85,180.13,5.830000000000002,9.41494742990654,1.11,0.76,0.35,0.25,0.71,6.7858690104905035,10.86321519705132,11.9116756450241,12.183498724128157,16.357924581797565,3.18,3.17,1.88,0.92,9,2010,0.9227513227513313,201.54285714285717,70.54
2010-12-31,592.9700000000003,0.8900000000000006,0.004485510289794207,-0.003938921221575582,28.47999999999999,5.530000000000001,11.170000000000002,3.12,587.4399999999996,12.700000000000003,43.51,174.14,456.86,827.92,163.27,1024.7,395.0,24.66,0.23,448.18,0.94,449.11,200.0,575.58,-54.79,-4.949999999999999,47.94,5.640000000000001,173.96014044943811,1.08,0.78,0.36,0.25,0.69,0.3473778524429513,0.527296654066919,0.6185020299594012,0.6304633907321857,0.8861374772504556,2.54,2.53,1.85,0.83,12,2010,-0.7815476190476218,198.41666666666669,71.43
2011-03-31,788.64,32.73,0.16,0.0,69.55,43.66,49.24,3.36,744.99,42.34,25.93,208.44,360.42,653.52,153.4,846.23,130.0,75.0,0.24,236.88,4.15,241.04,200.0,605.2,248.37,-0.9,-265.06,5.58,5.25,1.11,0.4,0.16,0.0,0.0,15.48,20.36,21.64,23.04,28.68,4.16,4.15,2.76,1.24,3,2011,0.0,204.56249999999997,32.73
2011-06-30,855.2199999999999,16.330000000000005,0.06657154504688138,0.15,49.11,23.27000000000001,28.910000000000004,2.68,831.94,22.0,36.26,278.09,520.82,902.45,159.31,1100.84,360.0,111.81,0.24,505.07,4.25,509.32,250.0,591.52,-178.68,-10.93,199.94,5.640000000000001,10.064360073484382,1.13,0.86,0.2,0.15,0.75,5.938181818181819,9.466473705666534,11.037562168772933,11.37041989400734,14.95196901752956,2.99,2.98,1.79,0.76,6,2011,36.795,245.3,49.06
2011-09-30,1014.8700000000001,9.979999999999997,0.0405691056910569,0.00042682926829267024,43.09,18.379999999999995,23.44999999999999,2.34,996.49,13.969999999999999,51.85,289.56,556.57,1001.98,162.52,1203.36,0.0,118.83,0.24,596.66,9.33,605.99,250.0,597.38,-67.84,-6.51,89.94,5.0699999999999985,14.419839679358722,0.98,1.01,0.24,0.15,0.63,3.3199051490514897,5.213130081300811,6.680379403794037,6.808848238482383,9.506693766937667,2.23,2.22,1.68,0.75,9,2011,0.10499999999999687,246.0,59.04
