,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2014-09-30,,,,,,,,,,,117.67,360.72,689.86,1191.12,1334.17,2900.28,589.29,403.07,193.67,1247.19,424.25,1671.44,450.0,1228.84,,,,,,0.0,1.36,0.42,0.0,0.0,,,,,,22.54,22.17,0.96,0.4,9,2014,,898.8809523809523,377.53
2014-12-31,444.73,23.410000000000025,0.02569062702648778,0.0,67.00999999999999,23.399999999999977,63.94999999999999,,421.35000000000014,15.889999999999986,88.25,419.12,672.16,1207.47,1434.41,3017.57,538.22,326.5,244.5,1155.41,608.97,1764.39,450.0,1253.18,-202.62,26.97,154.8,40.54999999999998,0.0,0.0,1.41,0.44,0.0,0.0,3.1038948471092964,0.0,7.471301441612219,0.0,3.69945029181424,18.98,18.67,1.05,0.46,12,2014,0.0,911.2272727272727,400.94
2015-03-31,497.89,68.02,0.07,0.0,123.74,85.17,122.13,11.9,412.72,72.23,205.2,478.65,746.57,1470.91,1549.63,3379.54,226.75,337.09,177.07,788.02,438.76,1226.78,600.0,2152.76,-50.24,-144.31,311.5,36.96,42.5,3.32,0.57,0.07,0.0,0.0,8.04,0.0,12.64,0.0,13.16,14.03,13.66,1.87,0.92,3,2015,0.0,971.7142857142856,68.02
2015-06-30,446.33000000000004,42.120000000000005,0.038242237152714735,0.0,84.2,49.39,79.85,14.3,396.93999999999994,39.83,157.17,319.98,712.67,1241.04,1617.33,3223.53,77.35,346.16,158.14,597.53,429.95,1027.48,600.0,2196.04,293.57,-101.75999999999999,-239.85,30.46,93.48302469135801,3.91,0.47,0.1,0.0,0.0,5.231538042491375,0.0,7.679041220265117,0.0,7.832010168875977,11.95,11.66,2.08,0.88,6,2015,0.0,1101.3999999999999,110.14
2015-09-30,462.89999999999986,59.60000000000001,0.05266878755744079,0.0,109.57999999999998,69.0,100.28999999999999,9.3,393.9,66.65,55.5,320.48,685.62,1224.43,1606.5,3219.76,54.3,340.96,157.21,563.17,399.69,962.86,600.0,2256.9,9.98999999999998,-76.34000000000003,-35.31,31.289999999999992,44.143791946308724,2.47,0.43,0.15,0.0,0.0,7.401720278072347,9.339931660186169,10.561847531518794,13.679839754919291,10.758477671733239,12.28,12.06,2.17,0.96,9,2015,0.0,1131.6000000000001,169.74
2015-12-31,716.3699999999999,55.64999999999998,0.04691201916677758,0.0,105.62,61.24000000000001,94.19,7.15,655.1300000000001,57.639999999999986,163.54,323.34,698.47,1394.38,1861.0,3868.69,387.42,392.22,185.18,975.36,579.58,1554.93,600.0,2313.76,62.31999999999999,-324.71,363.01,32.95,38.10164285714287,1.85,0.67,0.19,0.0,0.0,5.757833089311857,7.594808997737252,9.619432982829759,12.483535205643548,9.036736323705574,10.76,10.61,1.43,0.71,12,2015,0.0,1186.2631578947367,225.39
2016-03-31,679.81,82.04,0.07,0.0,145.04,99.22,137.64,6.75,580.59,95.16,139.07,320.92,676.24,1209.98,1961.6,3788.78,317.49,325.61,162.16,814.68,577.18,1391.86,600.0,2396.92,65.45,12.6,-103.01,38.42,24.1075,1.69,0.58,0.07,0.0,0.0,8.68,11.08,13.68,14.440000000000001,13.36,12.14,12.07,1.49,0.66,3,2016,0.0,1172.0,82.04
2016-06-30,577.6100000000001,71.42999999999999,0.060506287873851566,0.1,129.06000000000003,84.88,126.94999999999999,7.35,492.7299999999999,82.39000000000001,206.97,343.52,723.62,1319.27,2164.88,4093.96,329.48,307.06,217.83,863.08,881.44,1744.52,600.0,2349.44,46.72,-104.67999999999999,133.77,42.06999999999999,30.369570908581828,1.88,0.74,0.13,0.1,0.77,6.981494754675181,9.364511630937644,12.157109532807715,12.566690558415326,10.611872027106275,12.27,12.21,1.53,0.69,6,2016,118.05384615384615,1180.5384615384614,153.47
2016-09-30,583.54,71.57,0.06042614646285104,0.0003278049714238887,124.64999999999998,88.79999999999998,132.21000000000004,7.55,494.74,85.52999999999997,318.75,291.91,783.05,1444.67,2259.48,4308.36,529.59,284.65,212.97,1035.62,851.36,1886.98,600.0,2421.38,93.45,-134.23000000000002,145.04000000000002,43.41000000000001,31.23896045829258,1.87,0.78,0.19,0.1,0.53,6.6405154639175255,9.222938144329897,11.818082118734445,12.237884820476358,10.609559189477425,12.29,12.22,1.39,0.64,9,2016,0.3882591093117469,1184.421052631579,225.04
2016-12-31,682.7799999999997,82.91,0.07000032472804027,1.7090949487450083e-07,138.95000000000005,102.07000000000005,144.98999999999995,9.0,580.71,96.75999999999999,284.04,355.7,785.87,1467.55,2421.83,4544.66,782.48,177.22,205.38,1176.06,861.7,2037.76,600.0,2506.89,-59.900000000000006,-178.81,211.51999999999998,42.91999999999999,32.146993728138945,2.15,0.81,0.26,0.1,0.38,7.30157233317097,9.595429128105211,13.224676733235915,13.763140769605455,11.986209449585974,12.28,12.2,1.25,0.58,12,2016,0.00020242914979462512,1184.423076923077,307.95
2017-03-31,677.68,47.58,0.04,0.0,104.63,61.25,107.82,8.35,616.43,56.77,318.83,477.07,727.25,1562.54,2461.98,4680.83,680.48,205.52,215.47,1111.63,1013.44,2125.07,600.0,2555.75,45.44,-66.74,56.09,46.57,52.18749999999999,1.96,0.83,0.04,0.0,0.0,4.08,5.8,7.440000000000001,7.68,6.88,7.07,7.02,1.41,0.75,3,2017,0.0,1189.5,47.58
2017-06-30,606.7200000000001,55.629999999999995,0.04850983431838,0.14,95.6,73.53,121.5,5.25,533.1899999999999,47.13999999999999,105.05,406.28,770.62,1323.53,2494.87,4454.48,637.94,181.08,215.35,1044.34,965.43,2009.77,600.0,2444.7,68.78,-18.91000000000001,-263.96000000000004,47.970000000000006,27.054823386661873,1.29,0.82,0.09,0.14,1.56,5.001902916384071,6.7913768045732,9.098288925491715,9.292328262765235,8.516170913671155,8.23,8.04,1.27,0.53,6,2017,160.5488888888889,1146.7777777777778,103.21
2017-09-30,589.05,66.63000000000001,0.05492345737164391,0.007658711467001608,125.41999999999999,86.78,132.91000000000003,5.0,502.2800000000002,79.67000000000002,104.44,360.34,792.73,1297.6,2461.16,4396.84,563.08,186.25,213.51,972.68,911.53,1884.22,600.0,2512.62,139.25,-14.36,-125.19999999999999,46.12999999999998,22.75621491820501,1.19,0.75,0.14,0.14,1.0,6.057272727272728,7.987439943476214,10.608073480923222,10.796382477626002,10.152993405558172,9.25,9.07,1.33,0.52,9,2017,9.291111111111093,1213.142857142857,169.84
